頁碼,內容類型,內容
326,Counsel,"Counsel: For the appellant there were briefs by Bruce Gillman and Arthur, Tomlinson & Gillman, all of Madison, 
and oral argument by Bruce Gillman.
For the respondents other than Columbia Hospital, Evangelical Deaconess Hospital, and St. Mary's Hospital there 
was a brief by Steven E. Keane, James P. Brody, and Foley, Sammond & Lardner, all of Milwaukee, and by Jerome 
J. Foley, Garth Seehawer, and Foley, Capwell, Foley & Seehawer, all of Racine, and oral argument by Mr. Keane.
For the respondent St. Mary's Hospital there was a brief by Gibbs, Roper & Fifield of Milwaukee, and oral argument 
by Richard S. Gibbs.
A brief amicus curiae was filed by Robert W. Warren, attorney general, and George F. Sieker and Bruce A. Craig, 
assistant attorneys general."
326,Judges,"Judges: Robert W. Hansen, J."
326,Opinion by,Opinion by: HANSEN
330,Judges,"Judges:  [**1]  Frankel, D. J."
330,Opinion by,Opinion by: FRANKEL
338,Judges,"Judges:  [**1]  Jones, Bell and Godbold, Circuit Judges."
338,Opinion by,Opinion by: GODBOLD
345,Judges,"Judges: Matthes, Blackmun and Bright, Circuit Judges."
345,Opinion by,Opinion by: BRIGHT
353,Judges,"Judges:  [**1]  Cooper, D. J."
353,Opinion by,Opinion by: COOPER
370,Judges,"Judges: Gerald S. Levin, District Judge."
370,Opinion by,Opinion by: LEVIN
380,Judges,"Judges:  [**1]  Thornberry, Coleman and Morgan, Circuit Judges."
380,Opinion by,Opinion by: THORNBERRY
410,Judges,"Judges:  [**1]  MacMahon, D.J."
410,Opinion by,Opinion by: MacMAHON
415,Judges,"Judges:  [**1]  Aldrich, Chief Judge, McEntee and Coffin, Circuit Judges."
415,Opinion by,Opinion by: COFFIN
426,Judges,"Judges: Lasker, D.J."
427,Opinion by,Opinion by: LASKER
442,Judges,"Judges:  [**1]  Metzner, D. J."
442,Opinion by,Opinion by: METZNER
448,Judges,"Judges:  [**1]   On Reargument: Hastie, Chief Judge, Freedman, Seitz, Van Dusen, Aldisert, Adams and Gibbons, 
Circuit Judges.  Freedman, Circuit Judge, dissenting."
448,Opinion by,Opinion by: GIBBONS
458,Judges,"Judges:  [**1]  Ely and Carter, Circuit Judges, and Jameson, * District Judge."
458,Opinion by,Opinion by: JAMESON
464,Judges,"Judges: Phillips, Chief Judge; McCree and Edwards, Circuit Judges."
464,Opinion by,Opinion by: McCREE
466,Opinion by,Opinion by:  [*1]  WYATT
474,Counsel,"Counsel: Mac Donald, Brunsell & Walters, William Walters, Oakland, for appellants.
Robert J. Foley, Foley, Saler & Doutt, Albany, William H. Orrick, Jr., Orrick, Herrington, Rowley & Sutcliffe, San 
Francisco, for respondent."
474,Judges,"Judges: SIMS, Associate Justice. MOLINARI, P. J., and ELKINGTON, J., concur."
474,Opinion by,Opinion by: SIMS
492,Judges,"Judges:  [**1]   Henderson, D. J."
492,Opinion by,Opinion by: HENDERSON
504,Counsel,"Counsel: John B. Garvey, Jr., with whom was Robert J. Dougherty on the brief, for appellant.
Franklin Somes Tyng, with whom was Stephen A. Tarrant on the brief, for appellees."
504,Judges,"Judges: Hammond, C. J., and McWilliams, Finan, Singley, Smith and Digges, JJ.  Digges, J., delivered the opinion 
of the Court."
504,Opinion by,Opinion by: DIGGES
510,Judges,"Judges:  [**1]  Higginbotham, J."
510,Opinion by,Opinion by: HIGGINBOTHAM
514,Judges,"Judges:  [**1]  Fernandez-Badillo, District Judge."
514,Opinion by,Opinion by: FERNANDEZ-BADILLO
522,Judges,"Judges: Swygert, Chief Circuit Judge, Pell, Circuit Judge, Pell, Circuit Judge and Campbell, Senior District Judge. * 
Swygert, Chief Judge, concurring. Pell, Circuit Judge. Concurring in part and dissenting in part."
522,Opinion by,Opinion by: CAMPBELL
535,Judges,"Judges:  [**1]  Neville, District Judge."
535,Opinion by,Opinion by: NEVILLE
542,Judges,"Judges:  [**1]  Jones, Wisdom, and Coleman, Circuit Judges.  Wisdom, Circuit Judge, dissenting."
542,Opinion by,Opinion by: COLEMAN
553,Counsel,"Counsel:  [**1]  John F. Law, Jr., of Ryan, Taylor & Law, North Palm Beach, for Appellants. 
Shepard Lesser, of Lesser & Lesser, West Palm Beach, for Appellee."
553,Judges,"Judges: Tjoflat, Gerald Bard, Associate Judge.  Cross, C.J., and McCain, J., concur."
553,Opinion by,Opinion by: TJOFLAT
558,Judges,"Judges: Van Oosterhout, Mehaffey and Lay, Circuit Judges."
558,Opinion by,Opinion by: LAY
569,Judges,"Judges:  [**1]  Phillips, Chief Judge, and Celebrezze and Brooks, Circuit Judges.  Phillips, Ch. J.: (Concurring)."
569,Opinion by,Opinion by: BROOKS
580,Counsel,"Counsel: ""The circumstances at the time of making these contracts, they have got to be used to prove an 
antitrust claim."" 

 
G.  The Defense of In Pari Delicto, Assumption of Risk of the Conspiracy, Waiver of Rights Arising from the 
Conspiracy and Estoppel 
Appellant Consolidation Coal claims error in the District Court's instruction on its various defenses.  Particular 
emphasis is assigned to the alleged error in the District Court's instruction on the defense of in pari delicto.  With 
reference to this defense, the District Court charged the jury that: 
""Now, the defendants here say that, admitting all of these things for the sake of argument, as we put it, 
whatever damage came to the plaintiff, that he was a part of it. 
""He can't claim anything against the coal operators because this arrangement which they had with the UMW 
had his approval and endorsement, that he was a member of the BCOA -- Bituminous [**42]  Coal Operators 
Association -- that drew up the contract, and that he was a sponsor of it and, therefore, if he got hurt by it, if it 
was wrong, he was helping in a wrong, 'impari delicto' [sic] they call it.  That is equal guilt. 
 [*784]  ""A person who is of equal guilt cannot claim that he has been wronged by other people who assisted or 
collaborated with him on the same project. 
""The defendants have entered the defense of 'in pari delicto' -- this means that the defendants say that if an 
unlawful conspiracy existed, plaintiff was equally responsible with defendants in the formation of said 
conspiracy. 
""Under this defense, the Court charges you that if the plaintiff was a co-initiator of the conspiracy and equally 
responsible therefor, plaintiff is not entitled to recover damages for that period of time that the plaintiff remained 
a party to the conspiracy. 
""Now, a person may be a party to such an arrangement, be 'in pari delicto,' but he can withdraw from that.  You 
are not once brushed with tar that you can't get rid of. 
""So, even though you may believe that he did do this, that he was in this arrangement, entered into this 
contract for the purpose of putting other [**43]  operators out of business, yet, if you believe that he withdrew 
from and he got out of it and if you find that the defendants were more responsible than the plaintiff for the 
formation of the conspiracy, plaintiff may recover, even though it was a party to the conspiracy, even though 
South-East Coal Company was a party to the conspiracy. 
""Even though you may find that plaintiff was a party to the conspiracy and if you find that plaintiff withdrew from 
the conspiracy and sought to avoid the effects of the conspiracy, it may recover damages arising in the period 
of the case subsequent to such withdrawal.""
This charge more than adequately instructed the jury with respect to the defense of in pari delicto, and the effect 
South-East's participation in the conspiracy would have on the amount of damages recoverable if termination of its 
part in the conspiracy did not occur.  The only difficulty with the instruction is that perhaps it should not have been 
given at all.  Recent cases have tended to indicate that for reasons of public policy the defense of in pari delicto is 
not available to a defendant in certain types of antitrust cases.  See Perma Life Mufflers, Inc.  v. International Parts 
Corp., 392 U.S. 134, 20 L. Ed. 2d 982, 88 S. Ct. 1981 (1968); [**44]  Gaines v. Carrollton Tobacco Board of Trade, 
Inc., 386 F.2d 757 (6th Cir. 1967); Sahm v. V-1 Oil Company, 402 F.2d 69 (10th Cir. 1968). However, since it has 
been concluded that the instructions given on this defense were correct, it is not necessary to reach the question of 
Appellants'"
581,Counsel,"Counsel: ""I submit to the Court that the same words that were used at the bench as being objectionable were 
used by this counsel to the same effect, that this jury would have to consider the consequences of this type of bargaining, 
eliminating from the whole industry certain people and causing a good deal of harm."" 
The Court: ""The jury is instructed that the execution of the contract itself is not per se a violation of law."" 
Appellants'"
581,Counsel,"Counsel: ""Okay.""
15 Appellants also claim error in the instruction because of remarks made by the District Judge which were incorrect statements 
of certain dates involving passage of the PWC and ""80-cent clause."" In the supplemental instruction the District Judge corrected 
himself and no prejudice resulted from the error.

 
whether the type of antitrust conspiracy involved in this case falls into the category of those antitrust conspiracies in 
which the defense of in pari delicto is available. 
Consolidation's request for instructions on its defenses of assumption of risk of the conspiracy, waiver of rights 
arising from the conspiracy and estoppel were properly rejected by the District Court.  While these defenses might 
be proper in certain negligence and contract cases, there is no evidence that Congress intended that these 
defenses could be set up by analogy as a defense in an antitrust case.  Furthermore, even if these defenses were 
available, it appears that they would be subsumed in the more inclusive defense of in pari delicto. 
H.  Instructions Dealing with the Issue of Bad Business Judgment 
Consolidation also claims that the District Judge negated one of its primary contentions with [**45]  certain remarks 
made in the instructions.  The primary contention allegedly negated by the District Judge's statements was that 
much of the injury South-East sought recovery for did not result from the antitrust conspiracy but rather was caused 
by a ""serious mistake in judgment in building a cleaning plant costing $5 million and at a point some one hundred 
twenty-five miles from the mine . . ."" The remarks made by the District Judge concerned only in a very general 
fashion the importance of a cleaning apparatus  [*785]  in processing bituminous coal and the expensiveness of 
such a device.  There was copious testimony at trial on both sides of the issue of whether the building of the 
cleaning plant by South-East was or was not a mistake in business judgment.  The alleged prejudicial statements 
on this matter were made at the very beginning of the charge during a general discussion of the bituminous coal 
industry when the meaning of certain jargonistic words and phrases used in the coal industry and at the trial were 
explained to the jury.  Towards the end of the instructions, the Judge charged the jury on appellant's bad business 
judgment theory of the cause of South-East's injuries.  [**46]  He stated: 
""The defendants take the position that the (conspiracy did not cause plaintiff's injuries) . . . (but the injuries 
were) the result of either mismanagement, over expansion, economic conditions, or a combination of these, 
with possibly other circumstances, to none of which either of these defendants had any part. 
""That is the theory of the defendants here, that by building this cleaning plant at Irvine, that there was a 
significant miscalculation of its cost of construction, more than a million dollars it anticipated to cost; that it was 
125 miles in haul from the mines to that plant, which was an additional expense and contrary to good coal 
production management, and that by loss of the sale of coal through no fault of Consolidation Coal Company, 
but through the failure of the plaintiff to exercise orthodox business acumen; that that is what caused this 
plaintiff to lose money, and that through its own failures and no reason to accuse either of these defendants to 
have committed wrongful acts; the financial problems of the plaintiff arose from its own actions and its own 
failure to exercise good business judgment in the face of advice on the part of Consolidation [**47]  Coal 
Company, according to Mr. Tucker, I believe, who was the witness -- is that his name? 
Appellants'"
