頁碼 ,內容類型   ,內容
 126 ,Opinion by ,Opinion by: BREYER
 143 ,Counsel    ,"Counsel: John Baumgartner argued the cause for petitioner.
                  Joel I. Klein argued the cause for the United States, as amici curiae, by special leave of court.
                  Anthony S. DiVincenzo argued the cause for respondents.
                  Pamela J. Harbour argued the cause for the state of New York, as amicus curiae, by special leave of court."
 143 ,Judges     ,"Judges: O'CONNOR, J., delivered the opinion for a unanimous Court."
 143 ,Opinion by ,Opinion by: O'CONNOR
 157 ,Counsel    ,"Counsel: James R. Young argued the cause for petitioners.
                  Lawrence G. Wallace argued the cause for the United States, as amicus curiae, by special leave of court.
                  Lawrence C. Brown argued the cause for respondent."
 157 ,Judges     ,"Judges: BREYER, J., delivered the opinion for a unanimous Court."
 157 ,Opinion by ,Opinion by: BREYER
 174 ,Counsel    ,"Counsel: Seth P. Waxman argued the cause for federal petitioners and federal cross-respondents/petitioners.
                  Bruce J. Ennis, Jr., argued the cause for private petitioners.
                  Diane Munns for argued the cause for state commission respondents.
                  Laurence H. Tribe argued the cause for private respondents.
                  William P. Barr argued the cause for cross-petitioners/respondents.
                  David W. Carpenter for argued the cause for private cross-respondents/petitioners."
 174 ,Judges     ,"Judges: SCALIA, J., delivered the opinion of the Court, Parts I, III-A, III-C, III-D, and IV of which were joined by
                  REHNQUIST, C. J., and STEVENS, KENNEDY, SOUTER, THOMAS, GINSBURG, and BREYER, JJ., Part II of
                  which was joined by STEVENS, KENNEDY, SOUTER, and GINSBURG, JJ., and Part III-B of which was joined by
                  REHNQUIST, C. J., and STEVENS, KENNEDY, THOMAS, GINSBURG, and BREYER, JJ. SOUTER, J., filed an
                  opinion concurring in part and dissenting in part, post, THOMAS, J., filed an opinion concurring in part [****8]  and
                  dissenting in part, in which REHNQUIST, C. J., and BREYER, J., joined, post, BREYER, J., filed an opinion
                  concurring in part and dissenting in part, post. O'CONNOR, J., took no part in the consideration or decision of these
                  cases."
 174 ,Opinion by ,"Opinion by: SCALIA
                  525 U.S. 366, *366; 119 S. Ct. 721, **721; 142 L. Ed. 2d 834, ***834; 1999 U.S. LEXIS 903, ****5"
 211 ,Counsel    ,"Counsel: Peter M. Sfikas argued the cause for petitioner.
                  Lawrence G. Wallace argued the cause for respondent."
 211 ,Judges     ,"Judges:  [****7]  SOUTER, J., delivered the opinion for a unanimous Court with respect to Parts I and II, and the
                  opinion of the Court with respect to Part III, in which REHNQUIST, C. J., and O'CONNOR, SCALIA, and THOMAS,
                  JJ., joined. BREYER, J., filed an opinion concurring in part and dissenting in part, in which STEVENS, KENNEDY,
                  and GINSBURG, JJ., joined."
 211 ,Opinion by ,Opinion by: SOUTER
 238 ,Counsel    ,"Counsel: Maurice Baskin argued the cause for petitioner.
                  Lawrence G. Wallace argued the cause for respondents."
 238 ,Judges     ,"Judges: O'CONNOR, J., delivered the opinion of the Court, in which REHNQUIST, C. J., and SCALIA, KENNEDY,
                  and THOMAS, JJ., joined. SCALIA, J., filed a concurring opinion, in which THOMAS, J., joined. BREYER, J., filed
                  an opinion concurring in part and concurring in the judgment, in which STEVENS, SOUTER, and GINSBURG, JJ.,
                  joined.  [****9]"
 238 ,Opinion by ,Opinion by: O'CONNOR
 261 ,Counsel    ,"Counsel: Richard G. Taranto argued the cause for petitioner.
                  Theodore B. Olson argued the cause for the United States, as amicus curiae, by special leave of court.
                  Donald B. Verrilli, Jr. argued the cause for respondent."
 261 ,Judges     ,"Judges: Scalia, J., delivered the opinion of the Court, in which Rehnquist, C. J., and O'Connor, Kennedy, Ginsburg,
                  and Breyer, JJ., joined. Stevens, J., filed an opinion concurring in the judgment, in which Souter and Thomas, JJ.,
                  joined."
 261 ,Opinion by ,Opinion by: SCALIA
 280 ,Counsel    ,"Counsel: Edwin S. Kneedler argued the cause for petitioner.
                  Harold J. Krent argued the cause for respondents."
 280 ,Judges     ,"Judges: Kennedy, J., delivered the opinion for a unanimous Court."
 280 ,Opinion by ,Opinion by: Kennedy
 295 ,Counsel    ,"Counsel: Stephen M. Shapiro argued the cause for petitioners.
                  R. Hewitt Pate argued the cause for the United States, as amicus curiae, by special leave of court.
                  Thomas C. Goldstein argued the cause for respondents."
 295 ,Judges     ,"Judges: Breyer, J., delivered the opinion of the Court, in which Rehnquist, C. J., and Stevens, Kennedy, Souter,
                  and Ginsburg, JJ., joined. Scalia, J., filed an opinion concurring in the judgment, in which Thomas, J., joined.
                  O'Connor, J., took no part in the consideration or decision of the case.
                  542 U.S. 155, *155; 124 S. Ct. 2359, **2359; 159 L. Ed. 2d 226, ***231; 2004 U.S. LEXIS 4174, ****2"
 295 ,Opinion by ,Opinion by: BREYER
 312 ,Counsel    ,"Counsel: Roy T. Englert, Jr. argued the cause for petitioner.
                  Thomas G. Hungar argued the cause for the United States, as amicus curiae, by special leave of court.
                  Carter G. Phillips argued the cause for respondent.
                  546 U.S. 164, *164; 126 S. Ct. 860, **860; 163 L. Ed. 2d 663, ***669; 2006 U.S. LEXIS 758, ****7"
 312 ,Judges     ,"Judges: Ginsburg, J., delivered the opinion of the Court, in which Roberts, C. J., and O'Connor, Scalia, Kennedy,
                  Souter, and Breyer, JJ., joined. Stevens, J., filed a dissenting opinion, in which Thomas, J., joined, post, p. 182."
 312 ,Opinion by ,Opinion by: GINSBURG
 327 ,Counsel    ,"Counsel: Glen D. Nager argued the cause for petitioners.
                  Jeffrey P. Minear argued the cause for the United States, as amicus curiae, by special leave of court.
                  Joseph M. Alioto argued the cause for respondents."
 327 ,Judges     ,"Judges: Thomas, J., delivered the opinion of the Court, in which all other Members joined, except Alito, J., who
                  took no part in the consideration or decision of the cases."
 327 ,Opinion by ,Opinion by: THOMAS
 337 ,Counsel    ,"Counsel: Andrew J. Pincus argued the cause for petitioners.
                  Thomas G. Hungar argued the cause for the United States, as amicus curiae, by special leave of court.
                  Kathleen M. Sullivan argued the cause for respondent."
 337 ,Judges     ,"Judges: Stevens, J., delivered the opinion of the Court, in which all other Members joined, except Alito, J., who
                  took no part in the consideration or decision of the case."
 338 ,Opinion by ,"Opinion by: STEVENS
                  547 U.S. 28, *28; 126 S. Ct. 1281, **1281; 164 L. Ed. 2d 26, ***30; 2006 U.S. LEXIS 2024, ****2; 77 U.S.P.Q.2D
                  (BNA) 1801, *****1801"
 352 ,Counsel    ,"Counsel: David C. Frederick argued the cause for petitioners.
                  Kevin P. Roddy argued the cause for respondent."
 352 ,Judges     ,"Judges: Kennedy, J., delivered the opinion of the Court, in which Roberts, C. J., and Stevens, Scalia, Souter,
                  Ginsburg, and Alito, JJ., joined, and in which Thomas, J., joined as to Part III. Scalia, J., filed a concurring opinion,
                  post, p. ___. Thomas, J., post, p. ___, and Breyer, J., post, p. ___, filed opinions concurring in part and dissenting
                  in part."
 352 ,Opinion by ,Opinion by: KENNEDY
 377 ,Counsel    ,"Counsel: Michael Kellogg argued the cause for petitioners.
                  Thomas O. Barnett argued the cause for the United States, as amicus curiae, by special leave of court.
                  J. Douglas Richards argued the cause for respondents."
 377 ,Judges     ,"Judges: Souter, J., delivered the opinion [****10]  of the Court, in which Roberts, C. J., and Scalia, Kennedy,
                  Thomas, Breyer, and Alito, JJ., joined. Stevens, J., filed a dissenting opinion, in which Ginsburg, J., joined, except
                  as to Part IV, post, p. 570."
 377 ,Opinion by ,Opinion by: SOUTER
 408 ,Counsel    ,"Counsel: Stephen M. Shapiro argued the cause for petitioners.
                  Paul D. Clement argued the cause for the United States, as amicus curiae, by special leave of court.
                  Christopher Lovell argued the cause for respondents."
 408 ,Judges     ,"Judges: Breyer, J., delivered the opinion of the Court, in which Roberts, C. J., and Scalia, Souter, Ginsburg, and
                  Alito, JJ., joined. Stevens, J., filed an opinion concurring in the judgment; post, p. 285. Thomas, J., filed a dissenting
                  opinion; post, p. 287. Kennedy, J., took no part in the consideration or decision of the case."
 408 ,Opinion by ,Opinion by: Breyer
 434 ,Counsel    ,"Counsel: Theodore B. Olson argued the cause for petitioner.
                  Thomas G. Hungar argued the cause for the United States, as amicus curiae, by special leave of court.
                  Robert W. Coykendall argued the cause for respondent.
                  Barbara D. Underwood argued the cause for New York, et al., as amici curiae, by special leave of court."
 434 ,Judges     ,"Judges: Kennedy, J., delivered the opinion of the Court, in which Roberts, C. J., and Scalia, Thomas, and Alito, JJ.,
                  joined. Breyer, J., filed a dissenting opinion, in which Stevens, Souter, and Ginsburg, JJ., joined, post, p. 908."
 434 ,Opinion by ,Opinion by: KENNEDY
 461 ,Counsel    ,"Counsel: Aaron Panner argued the cause for petitioners. Deanne E. Maynard argued the cause for the United
                  States, as amicus curiae, by special leave of court. Maxwell M. Blecher argued the cause for respondents.
                  Richard M. Brunell argued the cause for the American Antitrust Institute, as amicus curiae, by special leave of
                  court.
                  555 U.S. 438, *439; 129 S. Ct. 1109, **1113; 172 L. Ed. 2d 836, ***840; 2009 U.S. LEXIS 1635, ****4"
 461 ,Judges     ,"Judges: Roberts, C. J., delivered the opinion of the Court, in which Scalia, Kennedy, Thomas, and Alito, JJ.,
                  [****8] joined. Breyer, J., filed an opinion concurring in the judgment, in which Stevens, Souter, and Ginsburg, JJ.,
                  joined post, p.___."
 461 ,Opinion by ,Opinion by: ROBERTS
 476 ,Counsel    ,"Counsel: Randolph H. Barnhouse argued the cause for the petitioner.
                  Leonard J. Koerner argued the cause for the respondent."
 476 ,Judges     ,"Judges: Roberts, C. J., delivered the opinion of the Court in part, in which Scalia, Thomas, and Alito, JJ., joined,
                  and in which Ginsburg, J., joined in part. Ginsburg, J., filed an opinion concurring in part and concurring in the
                  judgment. Breyer, J., filed a dissenting opinion, in which Stevens and Kennedy, JJ., joined. Sotomayor, J., took no
                  part in the consideration or decision of the case."
 476 ,Opinion by ,"Opinion by: Roberts
                  559 U.S. 1, *2; 130 S. Ct. 983, **985; 175 L. Ed. 2d 943, ***947; 2010 U.S. LEXIS 768, ****3"
 502 ,Counsel    ,"Counsel: Glen D. Nager argued the cause for petitioner.
                  Malcolm L. Stewart argued the cause for the United States, as amicus curiae, by special leave of court.
                  Gregg H. Levy argued the cause for respondents."
 502 ,Judges     ,"Judges: Stevens, J., delivered the opinion for a unanimous Court."
 502 ,Opinion by ,Opinion by: Stevens
 521 ,Counsel    ,"Counsel: Benjamin J. Horwich argued the cause for petitioner.
                  Seth P. Waxman argued the cause for respondents."
 521 ,Judges     ,"Judges: Sotomayor, J., delivered the opinion for a unanimous Court."
 521 ,Opinion by ,Opinion by: Sotomayor
 534 ,Counsel    ,"Counsel: Miguel Estrada argued the cause for petitioners.
                  Barry Barnett argued the cause for respondents."
 534 ,Judges     ,"Judges: Scalia, J., delivered the opinion of the Court, in which Roberts, C. J., and Kennedy, Thomas, and Alito, JJ.,
                  joined. Ginsburg and Breyer, JJ., filed a dissenting opinion, in which Sotomayor and Kagan, JJ., joined, post, p.___."
 535 ,Opinion by ,Opinion by: SCALIA
 562 ,Counsel    ,"Counsel:  [*139]  Malcolm L. Stewart argued the cause for petitioner.
                  Jeffrey I. Weinberger argued the cause for respondents."
 562 ,Judges     ,"Judges: Breyer, J., delivered the opinion of the Court, in which Kennedy, Ginsburg, Sotomayor, and Kagan, JJ.,
                  joined. Roberts, C. J., filed a dissenting opinion, in which Scalia and Thomas, JJ., joined, post, p 160. Alito, J., took
                  no part in the consideration or decision of the case."
 562 ,Opinion by ,Opinion by: Breyer
 587 ,Counsel    ,"Counsel: Rudolph A. Telscher, Jr. argued the cause for petitioner.
                  Roman Martinez argued the cause for the United States as amicus curiae.
                  [*547]  Carter G. Phillips argued the cause for respondent."
 587 ,Judges     ,"Judges:  [*548] Sotomayor, J., delivered the opinion of the Court, in which Roberts, C. J., and Kennedy, Thomas,
                  Ginsburg, Breyer, Alito, and Kagan, JJ., joined, and in which Scalia, J., joined except as to footnotes 1-3."
 587 ,Opinion by ,Opinion by: Sotomayor
 608 ,Counsel    ,"Counsel: Hashim M. Mooppan argued the cause for petitioner.
                  Malcolm L. Stewart argued the cause for respondent."
 608 ,Judges     ,"Judges: Kennedy, J., delivered the opinion of the Court, in which Roberts, C. J., and Ginsburg, Breyer, Sotomayor,
                  and Kagan, JJ., joined.  [*498]  Alito, J., filed a dissenting opinion, in which Scalia and Thomas, JJ., joined, post, p.
                  516.
                  574 U.S. 494, *496; 135 S. Ct. 1101, **1106; 191 L. Ed. 2d 35, ***43; 2015 U.S. LEXIS 1502, ****6"
 608 ,Opinion by ,Opinion by: Kennedy
 630 ,Counsel    ,"Counsel: Neal K. Katyal argued the cause for petitioners.
                  Anthony A. Yang argued the cause for the United States, as amicus curiae, by special leave of the court.
                  Jeffrey L. Fisher argued the cause for respondents.
                  Stephen R. McAllister argued the cause for Kansas, et al., as amici curiae, by special leave of the court.
                  Neal Kumar Katyal, Counsel of Record, Robert B. Wolinsky, Dominic F. Perella, Frederick Liu, Sean Marotta,
                  Hogan Lovells US LLP, Washington, D.C., Counsel for Petitioners.
                  Douglas R. Tribble, Kevin M. Fong, Pillsbury Winthrop, Shaw Pittman LLP San Francisco, CA., Michael J. Kass,
                  VLP Law Group LLP, Oakland, CA, Counsel for the defendant, Dynegy entities.
                  Joshua D. Lichtman, Fulbright & Jaworski L.L.P., Los Angeles, CA, Counsel for Shell Energy, North America
                  (U.S.), L.P.
                  Roxanna A. Manuel, Quinn Emanual Urquhart & Sullivan, LLP, Los Angeles, CA, Counsel for Shell Energy, North
                  America (U.S.), L.P.
                  Mark E. Haddad, Michelle B. Goodman, Nitin Reddy, Sidley Austin LLP, Los Angeles, CA, Counsel for the
                  defendant, CMS entities.
                  Aaron M. Streett, Baker Botts LLP, One Shell Plaza, Houston, TX, Counsel for GenOn Energy, Inc.
                  Oliver S. Howard, Amelia A. Fogleman, Craig A. Fitzgerald, Gable Gotwals, Tulsa, OK Counsel for the
                  defendant, ONEOK entities.
                  Brent A Benoit, Stacy Williams, Locke Lord LLP, Houston, TX, Counsel for El Paso LLC.
                  Sarah Jane Gillett, Hall, Estill, Hardwick, Gable, Golden, & Nelson, P.C., Tulsa, OK, Counsel for the defendant,
                  Williams and WPX entities.
                  575 U.S. 373, *374; 135 S. Ct. 1591, **1593; 191 L. Ed. 2d 511, ***516; 2015 U.S. LEXIS 2808, ****4
                  
                  
                  Michael John Miguel, Kasowitz Benson Torres & Friedman LLP, Los Angeles, CA , Counsel for e prime, Inc.
                  Steven J. Routh, Routh, Orrick, Herrington, & Sutcliffe, L.L.P., Washington, D.C., Counsel for the defendant, AEP
                  entities
                  Joel B. Kleinman, Adam Proujansky, Lisa M. Kaas, Dickstein Shapiro, LLP, Washington, D.C., Counsel for Duke
                  Energy, Trading and Marketing, L.L.C.
                  Jeffrey L. Fisher, Brian Wolfman, Stanford Law School, Supreme Court Litigation Clinic, Stanford, CA, Jennifer
                  Gille Bacon, Counsel of Record, William E. Quirk, Gregory M. Bentz, Anthony Bonuchi, Andrew J. Ennis,
                  Polsinelli PC, Kansas City, MO, Donald D. Barry, Barry Law Offices, LLC, Donald D. Barry, Chartered, Topeka,
                  KS, Counsel for Respondents, Learjet, Inc., et al., Heartland Regional, Medical Center, et al., Breckenridge Brewery
                  of Colorado, LLC, et al., Arandell Corp., et al., Wisconsin System, Inc., et al., and Reorganized FLI, Inc.
                  Eric I. Unrein, Frieden, Unrein, &Forbes, LLP, Topeka, KS, Counsel for Respondents, Learjet, Inc., et al., and
                  Reorganized FLI, Inc.
                  Isaac L. Diel, Sharp McQueen, P.A., Overland Park, KS, Counsel for Respondent, Reorganized FLI, Inc.
                  Gary D. McCallister, Gary D. McAllister & Associates, LLC, Chicago, IL Counsel for Respondents, Learjet, Inc., et
                  al. and Reorganized FLI, Inc.
                  Thomas J.H. Brill, Law Offices of Thomas H. Brill, Leawood, KS, Counsel for Respondent, Reorganized FLI, Inc.
                  Melvin Goldstein, Matthew A. Corcoran, Goldstein & Associates, Washington, DC, Counsel for Respondent,
                  Sinclair Oil Corporation.
                  Philip M. Ballif, Durham Jones & Pinegar, Salt Lake City, UT, Counsel for Respondent, Sinclair Oil Corporation.
                  Robert L. Gegios, Counsel of Record, Ryan M. Billings, Stephen D. R. Taylor, Melinda A. Bialzik, Amy Irene
                  Washburn, Kohner, Mann & Kailas, S.C., Milwaukee, WI, Counsel for The Wisconsin Respondents."
 631 ,Judges     ,"Judges: Breyer, J., delivered the opinion of the Court, in which Kennedy, Ginsburg, Alito, Sotomayor, And Kagan,
                  JJ., joined, and in which Thomas, J., joined as to all but Part I-A. Thomas, J., filed an opinion concurring in part and
                  concurring in the judgment, post, p. 391. Scalia, J., filed a dissenting opinion, in which Roberts, C. J., joined, post,
                  p.392."
 631 ,Opinion by ,Opinion by: BREYER
 650 ,Counsel    ,"Counsel: Roman Melnik argued the cause for petitioners.
                  Malcolm L. Stewart argued the cause for the United States, as amicus curiae, by special leave of court.
                  Thomas G. Saunders argued the cause for respondent."
 650 ,Judges     ,"Judges: Kagan, J., delivered the opinion of the Court, in which Scalia, Kennedy, Ginsburg, Breyer, and Sotomayor,
                  JJ., joined. Alito, J., filed a dissenting opinion, in which Roberts, C. J., and Thomas, J., joined, post, ___."
 650 ,Opinion by ,Opinion by: KAGAN
 681 ,Counsel    ,"Counsel: Gregory G. Katsas argued the cause for petitioner.
                  Elaine J. Goldenberg argued the cause for the United States, as amicus curiae, by special leave of court,
                  supporting vacatur.
                  David C. Frederick argued the cause for respondent."
 681 ,Judges     ,"Judges: Alito, J., delivered the opinion of the Court, in which Roberts, C. J., and Kennedy and Thomas, JJ., joined,
                  and in which Ginsburg, Breyer, and Kagan, JJ., joined as to Parts I, II, and III. Ginsburg, J., filed an opinion
                  concurring in part, dissenting in part, and dissenting from the judgment, in which Breyer and Kagan, JJ., joined.
                  Breyer, J., filed an opinion concurring in part, dissenting in part, and dissenting from the judgment. Sotomayor, J.,
                  took [****9]  no part in the consideration or decision of the case."
 681 ,Opinion by ,Opinion by: Alito; Breyer
 703 ,Counsel    ,"Counsel: Michael J. Gottlieb argued the cause for petitioners.
                  Brian H. Fletcher argued the cause for petitioner as amicus curiae, by special leave of court.
                  Carter G. Phillips argued the cause for respondents."
 703 ,Judges     ,"Judges: Ginsburg, J., delivered the opinion for a unanimous Court."
 703 ,Opinion by ,Opinion by: GINSBURG
