Page,Core Terms
1138,"arbitration, allegations, conspiracy, antitrust, district court, cause of action, pleadings, criminal prosecution, antitrust 
claim, consolidate, abate, malicious prosecution, arbitration clause, cases, abuse of process, defamation, 
brokerage, entities, argues, orders, failure to state a claim, amended complaint, trading, first amended complaint, 
supplemental complaint, injunctive relief, motion to amend, transactions, declaratory, contracts"
1155,"Sport, retailers, products, manufacturer, authentic, dealers, monopoly power, League, intrabrand, consumers, 
licensed, team, summary judgment, anti trust law, trier of fact, sales, buy, genuine issue of material fact, relevant 
market, restrictions, conditions, possessed, coercion, effects"
1164,"charms, allegations, counterclaim, countercomplaint, mail fraud, antitrust, designs, unfair competition, 
monopolization, copied, motion to dismiss, fraudulent, notice, predicate act, prostitutes, violations, customers, gold, 
Mann Act, registrations, competitors, diamond-cut, sham, Lanham Act, exclusionary, advertising, inducements, 
cocaine, relevant market, manufacture"
1183,"anticompetitive, transmission, allegations, orders, rates, proceedings, ripe, proceeds, Generating, plant, 
intervenors, energy, discriminatory, transmission facilities, circumstances, transactions, ownership, petitions, 
finance, tariffs, merits, defer"
1194,"otolaryngology, privileges, case-in-chief, district court, instructions, presentation, argues, jury instructions, 
evidentiary, challenges, residency, patients, objects"
1204,"Contractors, preservation, public employer, preemption, collective bargaining agreement, employees, regulation, 
electrical, private employer, labor relations, antitrust, exemption, market participant, renovation project, private 
sector, preempted, terms, cab, collective bargaining, construction industry, bargaining process, public sector, 
impermissible, procurement, unregulated, bargaining, franchise, relations, sections, bidder"
1215,"counts, floss, summary judgment, antitrust, color, embroidery floss, numbers, settlement agreement, distributor, 
products, monopoly power, second amended complaint, cause of action, trade dress, injunction, exclusive-dealing, 
conspiracy, settlement, monopoly, business relationship, tortious interference, lawsuit, anticompetitive, 
monopolization, contractual, restraining, termination, competitor, marketing, courts"
1229,"prices, market power, consumers, customers, aftermarket, manufacturer, markets, summary judgment, machines, 
costs, interbrand, sales, anti trust law, purchasers, micrographic, products, seller, per se rule, tying arrangement, 
antitrust, monopoly, respondents', competitors, brand, leverage, repair, tie, single-brand, derivative, court of 
appeals"
1266,"supervision, immunity, regulation, rates, rating bureau, state-action, antitrust, prices, title insurance, articulated, 
antitrust liability, anti trust law, state official, private party, anticompetitive, state policy, filings, anticompetitive 
conduct, price fixing, insured, rate increase, title search, respondents', insurance company, regulatory scheme, 
percent, Sherman Act, price-fixing, flexibility, undertaken"
1285,"consumers, separations, Graphics, anti trust law, advertising agency"
1289,"antitrust, concealment, specialization, conspiracy, patients, healthcare, law firm, cause of action, malpractice 
insurance, marketplace, lobbying, alleges, malpractice claim, membership, premiums, asserts, medical malpractice, 
consumer, injuries, damages, joined, statute of limitations, malpractice action, restraint of trade, anti trust law, trial 
court, five year, malpractice, fraudulent, healthcare"
1299,"insurers, anticompetitive, workers' compensation, anti trust law, conspiracy, rates, immunity, rate increase, 
Sherman Act, political activity, antitrust, lobbying, summary judgment, boycotts, campaign, Lawyers, Prorate, 
courts, Advertising, regulation"
1311,"misuse, programs, license, ownership, rights, motion to strike, Reliability, parties, anti trust law, argues, legal 
insufficiency, marketing agreement, copyright license, computer program, move to strike, principles, antitrust, 
discovery, violative, Disputes, patent, tested"
1315,"infringement, misuse, summary judgment, patent, antitrust, damages, counterclaim, shavers, interrogatory, profits, 
contends, laches, royalty, affirmative defense, equitable estoppel, deny a motion, predatory, waived, summary 
judgment motion, patent infringement, motion to strike, laches defense, material fact, genuine, rotary, alleged 
infringer, claim for damages, allegations, electric, monetary"
1324,"enterprise, defendants', motive, Sherman Act, crusaders, health center, organizations, cases, racketeering, 
temperance, abortions, extortion, plaintiffs', antitrust, pattern of racketeering activity, predicate act, conspiracy, 
laboratory, boycott, clinics, anti trust law, anti-abortion, donations, liquor, racketeering activity, district court, state 
law, Pro-Life, trespass, violence"
1344,"casket, plaintiffs', vaults, handling, defendants', funeral director, summary judgment, summary judgment motion, 
customers, conspiracy, deposition, third party, advertisements, funeral service, funeral home, Antitrust, selling, per 
se violation, no evidence, Sherman Act, allegations, concerted, prices, funeral, sales, price fixing, purchasing, 
meetings, tying arrangement, group boycott"
1357,"summary judgment motion, conspiracy, defendants', membership, summary judgment, antitrust, discovery, 
enlargement, Counts, Stock"
1364,"staff privileges, immunity, patient, revoke, medical staff, cases, recommendation, allegations, privileges, hearings, 
reasonable effort, staff, reasonable belief, notice, files, peer, summary judgment motion, antitrust liability, review 
process, healthcare, Health Care Quality Improvement Act, The Act, bodies"
