Page,Core Terms
432,"arbitrators, arbitration award, plaintiffs', vacate, modification, cause of action, violations, miscalculation, alleges, 
modify, mathematical, merits, arbitration panel, domestic, damages, grounds, unfair, antitrust claim, legal certainty, 
preclusive, appears, parties, arbitration proceedings, amount in controversy, anti trust law, Federal Trade 
Commission Act, Lanham Act, ambiguous, matters, Courts"
445,"Clinic, interstate commerce, antitrust, plaintiffs', anti trust law, district court, patients, merger, market power, 
anticompetitive, malpractice, damages, medical services, antitrust claim, terminate, medical care, antitrust violation, 
courts, nexus, non-emergency, barriers, emotional distress, Sherman Act, travel, malpractice action, summary 
judgment, output, staff privileges, primary care, allegations"
473,"target, shareholders, antitrust, merger, stock, tender offer, preliminary injunction, Clayton Act, masks, negotiated, 
products, Williams Act, lessen, sales, anti trust law, competitors, injunctive relief, ice pack, insulated, purchases, 
courts"
483,"condoms, retail, brand, sales, latex, antitrust, marketing, products, retail market, market share, acquisition, 
packaging, manufacturing, prices, estimates, consumers, submarket, Merger, consumer product, anti trust law, 
Clayton Act, customers, channels, retail outlet, brand name, competitors, distributed, distributors, wholesale, 
turnover"
501,"diagnostics, Skiing, computer system, ticket, manufacturer, facilities, repair service, Monopolize, six-day, licensing, 
mountains, monopoly, exclusionary, repair, competitors, monopolist, purchasers, consumer, monopoly power, 
Counterclaims, products, tie-in, summary judgment, material fact, cooperative, schematics, Antitrust, customers, 
training, vouchers"
511,"damages, conspiracy, railroads, docks, iron ore, self-unloaders, Steel, Lake, antitrust, vessels, anti trust law, 
transportation, plaintiffs', handling, Valentine Act, new trial, Trucking, limitations period, steel company, purchasers, 
laches, civil action, nominal damages, trebling, rates, charges, awards, good-faith, pelletized, shipping"
529,"rezoning, downtown, appellants', zoning, district court, city commission, rezoning application, state action, property 
interest, downtown area, classification, regulation, substantive due process, developers, immunity, municipalities, 
entitlement, planning, procedural due process, planning commission, urban renewal, state law, recommendation, 
antitrust, deprived, situated, retail, cause of action, anti-competitive, quasi-judicial"
543,"Clayton Act, sections, Robinson-Patman Act, Practices, private cause of action, summary judgment motion, anti 
trust law, lack standing, Sherman Act, amendatory, counterclaims, violations, sanctions"
545,"rates, usage, antitrust, partial summary judgment, anti-competitive, report and recommendation, pay telephone, 
state policy, supervision, parties, customers, telephone, immune, facilities, agrees, instant case, resellers, prong"
553,"covenant, trial court, attorney's fees, declaratory, summary judgment, compete, damages, laundry, parties, restraint 
of trade"
558,"anesthesia, anesthesiologist, conspiracy, market power, defendants', price fixing, supervision, restraint of trade, 
rule of reason, ambiguous, summary judgment, Deposition, patients, epidural, group boycott, antitrust, independent 
business, plaintiffs', conspired, genuine, negotiations, undisputed, negate, night, summary judgment motion, 
unreasonable restraint, per se violation, Sherman Act, anticompetitive, terminate"
576,"carriers, merger, exemption, collective-bargaining, conditions, consolidation, anti trust law, approving, employees, 
railroad, obligations, rights, carry out, arbitration, Railway, immunity provision, private contract, provisions, override, 
Transportation, parties, terms, collective bargaining agreement, public interest, labor-protective, liquidation, cases, 
impose obligation, municipal law, federal law"
597,"affirmative defense, royalty, patent, infringement, invention, concealment, damages, suppression, unclean hands, 
patent misuse, misuse"
603,"anesthesia, providers, district court, summary judgment, boycott, rule of reason, effects, anti-competitive, antitrust, 
clearly erroneous, sanctions, patient, restraint of trade, argues, discovery sanction, per se violation, staff privileges, 
relevant market, initial burden, nonphysician, defendants', delegation, deposition, geographic, coverage, cases, 
firms"
620,"trade secret, suppliers, rifle, asserts, Engineers, Casting, manufacture, contends, rights, monopoly power, 
drawings, anticompetitive, contracts, replacement part, antitrust, cases, per se rule, permission, effective, patent, 
license agreement, summary judgment, termination, license, foreign government, anti trust law, competitors, 
contractual, vertical, tooling"
643,"Sherman Act, municipal, billboard, conspiracy, regulation, anticompetitive, economic regulation, exemption, 
ordinance, antitrust, anti trust law, immunity, private party, sham, government action, zoning, public official, 
lobbying, restraint of trade, public interest, state-action, invalidating, corruption, purposes, urges, city official, 
authorization, Advertising, city council, articulated"
669,"transportation, summary judgment, airport, passengers, antitrust claim, exempt, conspiracy, moving party, Non-
concessionaires, anti trust law, state action, regulation, monopoly, genuine"
676,"restrictive covenant, lease, mortgagee, covenant, relevant market, trial court, Sherman Act, geographic, shopping 
center, transactions, permanent injunction, rule of reason, grocery, terms"
683,"municipality, franchise agreement, antitrust, rights, cable television, cable, district court, advertising, bargained, 
state policy, monopoly"
688,"contracts, alleges, list an item, misrepresentations, subcontract, immune, Electric, Counts, tortious interference, 
inducement, fraud claim, contractual, cases, contractor, warranties, business relationship, antitrust liability, 
summary judgment, deceptive trade practices, antitrust immunity, cause of action, anti trust law, economic loss, 
cooperative, estimate, damages, contractual arrangement, breach of contract, economic loss rule, 
recommendations"
705,"discounts, change condition, district court, volume, defendants', plaintiffs', instruction of a jury, telephone system, 
deadline, fair dealing, sanctions, price discrimination, implied covenant of good faith, Robinson-Patman Act, 
obsolescence, sales, rebuttal evidence, instructions, directed verdict, purchasers, discovery, products, prices, good 
faith, distributors, depositions, contracts, intentional interference, imposition of sanctions, grant summary judgment"
718,"res judicata, cause of action, state court, plaintiffs', antitrust claim, antitrust, individual defendant, anti trust law, 
preclusion, anticompetitive, microfilm, antitrust violation, claim preclusion, summary judgment, merits, federal 
action, federal court, defendants', preclusive effect, competitor, litigated, grounds, parties"
733,"filed rate doctrine, cases, district court, regulating, rates, damages, cognizable, doctrine of primary jurisdiction, 
abstention, customers, clear statement, antitrust, setting rates, state agency, plaintiffs', ratemaking, defrauded, 
federal court, mail fraud, disruption, violations, inventory, expensed, abstain, grounds, courts, entity"
745,"summary judgment motion, antitrust, allegations, defendants', conspiracy, summary judgment, cause of action, 
convicted felon, present case, parties, defamation, mail, damages, contractual relationship, motion to dismiss, 
matter of law, Sherman Act, half-truths, misconduct, resident, motions, copies, racketeering activity, criminal past, 
civil action, conspirators, defamatory, monopolize, counts, guilt"
760,"distributor, plaintiffs', products, dealer, prices, manufacturer, Depo, customers, anti trust law, vacuum cleaner, 
distributorship, allegations, sales, cancelled, territory, primary responsibility, advertising, vertical, summary 
judgment, warranty, deposition, terminated, antitrust statute, market power, retail price, interbrand, antitrust, resale, 
antitrust claim, demonstration"
779,"totalisator, track, wagering, merger, racetrack, racing, suppliers, software, million dollars, terminals, segment, 
entrants, betting, competitors, contracts, market share, acquisition, pari-mutuel, lottery, barriers, customer, bid, anti-
competitive, combined, estimate, effects, pools, off-track, prices, statistical"
802,"bulbs, discount, prices, customers, manufacturer, promotions, market share, distributors, fluorescent, promise, 
incandescent, long life, lamps, Sherman Act, oral agreement, price list, possessed, predatory, products, terms, 
plaintiff's claim, written agreement, monopolization, market power, Lighting, tortious interference, consumer, parties, 
selling, squeeze"
822,"interstate commerce, conspiracy, Sherman Act, surgeon, eye surgery, commerce, boycott, peer review process, 
ophthalmological, out-of-state, price-fixing, antitrust, conspired, alleges, prices, nexus, alleged conspiracy, medical 
staff, present case, defendants', proceedings, termination, privileges, infected, patients, restrain, cases"
838,"exemption, collective bargaining agreement, nonstatutory, expiration, negotiate, terms, developmental, players, 
squad, impasse, parties, salary, bargaining, collective bargaining, antitrust liability, anti trust law, provisions, 
Plaintiffs', courts, antitrust, defendants', shield, extending, economic forces, mandatory, present case, summary 
judgment motion, status quo, good faith, foster"
854,"customers, pipelines, transport, tariff, natural gas, regulation, purchasers, producers, monopolization, consumers, 
take-or-pay, district court, prices, anti trust law, antitrust, supplier, costs, anticompetitive, contracts, monopoly, 
monopolist, indirect, competitors, industrial, end-users, overcharge, obligated, programs, captive, courts"
874,"dealers, conspiracy, Plaintiffs', damages, horizontal, marketing program, calculations, antitrust, vertical, zone, 
prices, sufficient evidence, rule of reason, contends, joined, memorandum, restrain, prejudgment interest, price 
competition, price level, new trial, manufacturer, complaints, customers, special verdict form, reasonable jury, 
dealership, proffered, motives, argues"
892,"distributors, termination, sales, products, printers, alleges, customers, asserts, parties, distribution agreement, 
expiration, compete, notice, price discrimination, factual allegations, unconscionable, manufacturer, prices, 
reductions, commerce, regional, lessen, seller, terms, fiduciary duty, without cause, Electronics, contractual, 
competitor, favored"
906,"Branded, Jobbers, summary judgment, outlets, Oil, proposed site, acquiescence, territorial, station, sites, Sherman 
Act, approve, restraint of trade, district court, fair dealing, antitrust, products, retail, covenant of good faith, 
petroleum product, non-Holiday, authorize, covenant, buyer's, Seller, logo"
916,"Staff, practitioner, patients, alleges, corrective action, epidurals, terminate, Sherman Act, resign, interstate 
commerce, restraint of trade, recommendation, defendants', antitrust, interview, disciplinary action, administered, 
delivery, motive, notice, staff privileges, relevant market, staff member, anesthesiologists, conspiracy, practices, 
counts, motion to dismiss, committee member, anti trust law"
932,"springs, motion to dismiss, antitrust violation, damages, commissions, relevant market, antitrust, consumer, 
restraint of trade, indirect, allegations, termination, competitor, horizontal, speculative, automotive, agency 
agreement, direct victim, duplicative, vertical, parties, causal"
939,"racing, Horsemen's, off-track, interstate, wagers, tracks, horseracing, betting, host, conspiracy, simulcasting, 
withhold consent, suppliers, boycott, preliminary injunction, contractual, terms and conditions, evidentiary hearing, 
parimutuel, antitrust, concerted, restraint of trade, betting system, market area, associations, racetracks, conspired, 
regular, report and recommendation, written agreement"
951,"driver, milk, hauling, hauler, summary judgment, anti trust law, trial court, routes, tortious interference, vertical"
958,"reinsurance, district court, boycott, underwriters, terms, regulation, primary insurer, immunity, allegations, 
commerce, antitrust, insurers, coverage, domestic, insurance business, Sherman Act, plaintiffs', risks, McCarran-
Ferguson Act, effects, comity, occurrence, pollution, foreseeable, conspired, parties, insurance company, 
retrocessional, consumers, brokers"
974,"statute of limitations, common law claim, clothing, cause of action, pleadings, limitations period, defendants', 
concealed, tax return, manufacturers, cross-motion, fraudulently, relations, alleges, bribes, financial document, 
Donnelly Act, discovery, punitive"
980,"lease, no cause of action, allegations, antitrust, cause of action, plaintiffs'"
985,"Airport, shuttle, immunity, bus service, plaintiffs', parking, buses, municipal, anticompetitive, facilities, antitrust, state 
action, terminal, district court, transportation, regulation, displace, hotel, rules and regulations, ski resort, sewage, 
motel, state policy, classifications, defendants', forseeable, monopolize, expenses, purposes, commercial operator"
997,"urban renewal, landowner, blighted, bad faith, federal district court, urban renewal law, blocks, conspiracy, collateral 
estoppel, court of appeals, condemnation, federal court, state claims, immunity, public purpose, res judicata, 
municipal, summary judgment, slum, city council, allegations, downtown, parties, state court, antitrust, litigated, 
purposes, sham, summary judgment motion, claim for relief"
1010,"defendants', discovery, Sherman Act, ad hoc committee, summary judgment motion, cardiothoracic, surgery, staff 
privileges, medical staff, allegations, patients, geographic, privileges, interstate commerce, plaintiff's claim, 
contends, monopoly, recommendation, depositions, reasons, summations, staff, clearly erroneous, deprivation, 
Appeals, orders, due process right, summary judgment, antitrust claim, medical record"
1027,"multilist, Realtors, brokers, membership, market power, district court, join, barriers, summary judgment, geographic, 
group boycott, listings, south side, products, antitrust, markets, sellers, buyer, anti trust law, conspiracy to 
monopolize, economic interest, effective, courts, professional association, antitrust violation, relevant market, real 
estate, insubstantial, affiliation, arbitration"
1045,"regulation, mail fraud, mails, district court, displaced, hospital service, cases, antitrust, summary judgment, 
defendants', anti trust law, anti-competitive, authorization, exempt, municipal corporation, foreseeable result, 
predicate act, subordinate, immunity, entity"
1056,"real estate, advertise, conspiracy, allegations, grant of summary judgment, summary judgment, district court, 
brokerage, realtors"
1061,"manufacture, personal watercraft, royalties, antitrust, competitor, no evidence, jet ski, financing, damages, license, 
patent, cause of action, licensor, standing to bring, Geothermal, contracts, anticompetitive, speculative, licensee, 
first amended complaint, antitrust violation, license agreement, anti trust law, duplicative, settlement, steps"
1070,"carrier, ratepayers, settlement, antitrust, costs, violations, judgments, litigation expenses, ratemaking, federal 
statute, federal law, accounting, recorded, expenditures, hardship, regulation, purposes, lawsuit, Notice, cases, 
rates, adverse judgment, expenses, settle, antitrust case, reconsideration, recoverable, orders, ripe, rebut a 
presumption"
1083,"Regional, information service, regulation, anticompetitive, Appeals, competitors, decree, market power, removal, 
features, antitrust, markets, anticompetitive conduct, intervenors, telephone, network, pricing, providers, public 
interest, discriminate, customers, parties, costs, consent decree, restrictions, bottleneck, complaints, effective, 
monopoly, deference"
1109,"acquisition, proposed acquisition, Clayton Act, preliminary injunction, district court, substantially lessen, prima facie 
case, relevant market, injunction, nonprofit, anticompetitive, competitor, weak, merger, statistics, market share, 
concentration, entities, prices, nonprofit hospital, enforcing, banks, rebut, weigh, anti trust law, consumers, 
regulated, speculation, consummate, illegality"
1130,"enterprise, importing, public service company"
1137,"bread, pricing, label, damages, competitors, trebling, advertised, total cost, wholesalers, predatory, pan, bakery, 
settlement, lost profits, new trial, calculated, sales, seller, district court, monopolization, remittitur, deducted, argues, 
Sherman Act, anticompetitive, antitrust, baking, chains, award damages, below-cost"
1157,"enterprise, conspiracy, allegations, defendants', manufacturer, predicate act, mail, pattern of racketeering activity, 
continuity, damages, bribed, entity, cases, bribery, counts, drugs, wire fraud, antitrust, Sherman Act, mail fraud, 
associated-in-fact, defrauded, deceived, generic, motion to dismiss, motions, racketeering activity, alleged 
conspiracy, purposes, license"
1201,"contractors, bid, summary judgment, unreasonable restraint, trial court, anticompetitive, motion to amend, price 
fixing, joint venture, facially, projects, amend, issue of material fact, antitrust violation, denial of a motion, restraint of 
trade, alleged violation, antitrust action, actual market, case-by-case, price-fixing, depositions, bituminous, 
restrained, practices, prohibits, grading"
1205,"pay telephone, telephone, competitors, alleges, billed, anti trust law, central office, monopoly power, argues, 
telephone service, tariff, market share, regulation, smart, third-party, lines, coin, facilities, monopolize, customers, 
monopoly, dial tone, geographic, blocking, long distance, anticompetitive, providers, refuse to provide, deregulation, 
motion to dismiss"
1222,"funds, bid, products, entities, parties, dairy, milk, route, territory, thousand dollars, costs, school district, government 
entity, antitrust, agrees, terms, records, notice, sells"
1229,"advertising, radio, antitrust, stations, hiring, summary judgment, talent, district court, employees, predatory, mass 
media, monopoly"
1234,"retailers, manufacturer, team, monopoly, monopoly power, distributor, authentic, anticompetitive, products, effects, 
distribution system, summary judgment, Sherman Act, unauthorized, monopolist, possesses, transship, licensed, 
defense motion, direct dealing, yielded, anticompetitive conduct, professional sports, license agreement, exclusive 
right, anti trust law, retail outlet, organizations, Memorandum, wholesale"
1243,"medical staff, discovery, staff, conspire, antitrust, peer review process, conspiracy, peer review, privileges, 
summary judgment, patients, anti trust law, relevant market, staff privileges, competence, complaints, contends, 
immunity, district court, Sherman Act, competitor, practicing, decisions, recommendation, discipline, coverage, 
entities, restraint of trade, corrective action, concerted action"
1259,"machines, cups, Counts, new trial, trade secret, district court, parties, damages, future profits, confidential 
relationship, counterclaim, sales, oral contract, motion for jnov, contract claim, distributors, manufacturer, 
confidential, punitive damages, lost profits, appeals, profits, calculation, filled, terms, hot, confidentiality agreement, 
directed verdict, track record, documents"
1278,"Counterclaimants, antitrust, franchises, terminated, conspiracy, trade practice, Sherman Act, transmission"
1283,"ad hoc, Exhibits, Defendants', plaintiffs', surgery, patients, market share, cardiac, monopolization, resign, 
conspiracy, antitrust, recommended, participating, geographic, referral, no evidence, residents, anticompetitive, 
medical staff, governing board, Surgeons, investigate, billed, consultation, antitrust claim, privileges, economic 
interest, fee splitting, unethical"
1334,"team, player, interstate commerce, amended complaint, commerce clause, demurrer, regulations, professional 
football, anti trust law, Rozelle Rule, professional football player, free agent, league, moot, leave to amend, first 
refusal, Cartwright Act, impermissible, baseball, expired, veteran, season"
1345,"plaintiffs', fraudulent, Subsidiaries, rates, enterprise, allegations, Unregulated, entity, defendants', filed rate doctrine, 
courts, overcharges, synergy, customers, documents, public utility, misrepresentations, Agencies, damages, 
ratepayers, deception, omissions, telephone, primary jurisdiction, predicate act, mail fraud, consumer, mail, 
abstention, regulated"
1368,"pre-judgment, damages, conclusion of the trial, attorney's fees, state law, post-judgment, reasons, time and effort, 
full amount, Clarification, anti-trust, reduction, awarding, expenses, parties, trebled"
1371,"Clips, prices, salons, franchisee, discount, franchise, haircuts, pricing policy, Antitrust, even-dollar, hair, franchise 
agreement, anti trust law, market power, hair salon, competitors, interbrand, marketing strategy, special event, 
advertising, marketing, Courts, fair dealing, good faith, restrictions, customer, Manual, sales, competitive market, 
relevant market"
1382,"tanning, beds, amended complaint, franchisees, bulbs, summary judgment motion, tortious interference, alleges, 
asserts, group boycott, Sherman Act, contends, contractual relationship, summary judgment, prospective business 
advantage, distributor, competitor, antitrust, contacted, purposes, anticompetitive, terminated, franchise, cause of 
action, inducement, interfered, supplier, facial, confidential information, expectancy"
1396,"bid, ballute, anticompetitive conduct, procurement, subcontract, anticompetitive, competitor, costs, predatory, 
alleges, subcontractors, won, anti trust law, monopoly power, no evidence, Monopolization, interim"
