頁碼,內容類型,內容
522,Counsel,"Counsel:  [***1]  Mr. Albert G. Besser (Messrs. Hannoch, Weisman, Stern & Besser) and Messrs. Gilbert H. Weil 
and Michael Malkin, of the New York Bar, for plaintiff. 
Mr. David L. Ficksman of the New York Bar for defendant (Mr. Henry Gurshman, attorney)."
522,Judges,"Judges: Schreiber, J.S.C."
522,Opinion by,Opinion by: SCHREIBER
534,Judges,"Judges: Tuttle, Coleman and Ainsworth, Circuit Judges."
534,Opinion by,Opinion by: TUTTLE
542,Judges,"Judges:  [**1]  Gurfein, D.J."
542,Opinion by,"Opinion by: GURFEIN, D.J."
551,Judges,"Judges: Tuttle, Wisdom and Gee, Circuit Judges."
551,Opinion by,Opinion by: TUTTLE
557,Counsel,"Counsel:  [**1]   LeHoeuf, Lamb, Lieby & MacRae, Attorneys for Plaintiffs; H. Richard Wachtel, Esq., Grant S. 
Lewis, Esq., Michael R. W. Green, Esq., William G. Primps, Esq., of counsel.
Sullivan & Cromwell, Attorneys for Defendant; William E. Willis, Esq., James H. Carter, Esq., William M. Dallas, Jr., 
Esq., Steven E. Harbour, Esq., of counsel."
558,Judges,"Judges:  Ward, District Judge."
558,Opinion by,Opinion by: WARD
563,Judges,"Judges:  [**1]  Decker, D.J."
563,Opinion by,Opinion by: DECKER
572,Judges,"Judges:  [**1]  Parsons, District Judge."
572,Opinion by,Opinion by: PARSONS
579,Judges,"Judges:  [**1]  Caleb M. Wright, Senior District Judge."
579,Opinion by,Opinion by: WRIGHT
602,Judges,"Judges: Gewin, Thornberry and Roney, Circuit Judges."
602,Opinion by,Opinion by: GEWIN
613,Opinion by,Opinion by:  [*1]  ARRAJ
622,Opinion by,Opinion by:  [*1]  DILLIN
627,Opinion by,Opinion by:  [*1]  FEIKENS
646,Counsel,"Counsel: John R. Schoemer, Jr., (Douglas C. Fairhurst, Townley, Updike, Carter and Rodgers and A. R. Bowles, II, 
Bowles and Boyd on brief) for Appellant in No. 73-2114 and for Appellee in No. 73-2115; Jerry S. Cohen (Herbert E. 
Milstein, Michael D. Hausfeld, Douglas W. Conner and Conner and Conner on brief) for Appellee in No. 73-2114 
and for Appellant in No. 73-2115."
646,Judges,"Judges: Haynsworth, Chief Judge, and Craven and Field, Circuit Judges."
646,Opinion by,Opinion by: FIELD
654,Opinion by,Opinion by:  [*1]  BELLONI
665,Opinion by,Opinion by:  [*1]  LARSON
669,Opinion by,Opinion by:  [*1]  WYATT
672,Opinion by,Opinion by:  [*1]  CARTER
676,Judges,"Judges: Lambros, District Judge."
676,Opinion by,Opinion by: LAMBROS
684,Counsel,"Counsel: For Appellants: Thomas R. McDade; William R. Pakalka; Houston, Texas.  For Appellee: W. R. Eckhardt; 
Houston, Texas.  Ernest C. Hurst; Houston, Texas."
684,Judges,"Judges: Curtiss Brown, Associate Justice.  Bert H. Tunks, Chief Justice."
684,Opinion by,Opinion by: BROWN
689,Counsel,"Counsel:  [**1]  Peter J. Nickles, Washington, District of Columbia, for Plaintiff. 
Robert Werdig, Assistant United States Attorney, Washington, District of Columbia, for Defendants."
690,Judges,Judges: Gasch
690,Opinion by,Opinion by: GASCH
704,Judges,"Judges:  [**1]   Hill, D.J."
704,Opinion by,Opinion by: HILL
712,Counsel,"Counsel:  [**1]  Harry J. Gruener, Esq. Litman, Litman, Harris & Specter, P.A., Pittsburgh, Pennsylvania, for 
plaintiff.
C. Arthur Wilson, Jr., Esq. Robert J. Tate, Esquire Eckert, Seamans, Cherin & Mellot, Pittsburgh, Pennsylvania, for 
defendant."
713,Judges,"Judges:  Hubert I. Teitelbaum, United States District Judge."
713,Opinion by,Opinion by: TEITELBAUM
718,Judges,"Judges:  [**1]   Sharp, D.J."
718,Opinion by,Opinion by: SHARP
728,Counsel,"Counsel:  [**1]  Mark Braverman, Esq. Phila., Pennsylvania, for plaintiff.
Henry T. Reath, Esq. Phila., Pennsylvania, for defendant."
728,Judges,"Judges: Luongo, J."
728,Opinion by,Opinion by: LUONGO
733,Counsel,"Counsel:  [*1]  DANIEL BERMAN SALT LAKE CITY 
STEPHEN CROCKETT SALT LAKE CITY for plaintiff 
WILLIAM SIMON WASHINGTON, D.C. 
MICHAEL GRANEY WASHINGTON, D.C. 
MARVIN BERTOCH SALT LAKE CITY 
MERLIN BAKER SALT LAKE CITY for defendant"
733,Opinion by,Opinion by: RITTER
749,Counsel,"Counsel:  [**1]   Victor Wright, Fox, Rothschild, O'Brien & Frankel, for Mary Crowell.
Frederick N. Egler, Egler, McGregor & Renstadtler, Pittsburgh, Pa., Stewart Dalzell, Drinker, Biddle & Reath, for P 
& LE RR Co.

 
Gilbert J. Helwig, Reed, Smith, Shaw & McClay, Pittsburgh, Pa, for Henry G. Allyn, Jr. John M. Balliet, Francis 
Cameron, Robert W. Carroll, Gordon E. Neuenschwander, Willard F. Rockwell, Edwin Hodge, Jr., Andrew Van Pelt.
Thomas B. Rutter, for A. E. Perlman.
Lewis H. VanDusen, Jr., Raymond K. Denworth, Jr., for Paul A. Gorman.
Philip H. Strubing, Pepper Hamilton & Sheetz, for Alan P. Kirby, W. Cordes Snyder, Jr., William P. Snyder, III.
Joseph N. Ewing, Robert W. Sayre, Saul, Ewing, Remick & Saul, for Allison R. Maxwell, Jr.
 Victor Wright, Fox, Rothschild, O'Brien & Frankel, for Edward S. Bristol.
 Frederick N. Egler, Egler, McGregor & Reinstadtler, for P & LE RR Co.
 Gilbert J. Helwig, Reed, Smith, Shaw & McClay, Pittsburgh, Pa., for Henry G. Allyn, Jr., Robert W. Carroll, Gorden 
E. Neuenschwander, Willard F. Rockwell, Edwin Hodge, Jr., Andrew Van Pelt, C. E. LeSuer (P & LE Purch.Mgr.), 
R. W. Packer (P & LE Asst.Treas.)
Curtis D. Buford (not served). 
W. Cordes Snyder, Jr. 
 [**2]  William P. Snyder, III.
Philip H. Strubing Pepper, Hamilton & Sheetz
Allison R. Maxwell, Jr.
Joseph N. Ewing, Jr.
Robert W. Sayre Saul, Ewing, Remick & Saud.
Arthur R. Littleton, Thomas M. Kittredge, Morgan Lewis & Bockius, for Fidelity Bank, Walter H. Geer (V. P. Fidelity), 
T. F. O'Connell (empl. Fidelity), K. M. Phillips (empl. Fidelity).
Joseph J. Connally, Ewing & Cohen, for R. W. Loder (Asst VP PC), T. A. Verlander, Jr. (Corp. Fin. Dir. PC).
John J. McCarty, Raynes, McCarty & Binder, for John H. Shaffer (Treas. PC).
Gilbert J. Helwig, John E. Tener, Robinson, Robinson & Cole, Hartford, Connecticut, for District Court, Connecticut, 
Cameron, Evans, transferred to E. D. Virginia
Eastern Dist. Wisconsin (to be dismissed). 
Gilbert J. Helwig, for Balliet. 
Gilbert J. Helwig, for So. Dist. Florida, Balliet.
Lewis H. VanDusen, Raymond K. Denworth, Jr., Philip H. Strubing, (Mahlon F. Perkins), Donovan, Leisure, Newton 
& Irvine, for Dist. Ct. New Jersey, Gorman, Kirby.
Thomas A. Rutter, for No. District California, Pearlman.
Eben H. Cockley, Robert J. Hoerner, Jones, Day, Cockley & Reavis, for No. District Ohio, National City Bank, 
Eustis, Harvey, Seaman, Mennell. 
 [**3]   J. Howe Brown, Bothe, Prichard & Dudley, Fairfax, Virginia, for Eastern Dist. of Virginia, Evans"
750,Judges,"Judges: Gorbey, District Judge."
750,Opinion by,Opinion by: GORBEY
756,Judges,"Judges: Dyer, Simpson and Clark, Circuit Judges."
756,Opinion by,Opinion by: CLARK
759,Counsel,"Counsel: Paul Rava, Mr. Lashley, St. Louis, Missouri, Attorneys for Appellants.
 Carroll J. Donohue, St. Louis, Missouri, Attorney for Respondent."
759,Judges,"Judges: En Banc.  Stockard, C.  Houser, C., concurs."
759,Opinion by,Opinion by: PER CURIAM; STOCKARD
770,Counsel,"Counsel: Moses Lasky argued the cause for petitioners.  With him on the briefs were Richard Haas and George A. 
Cumming, Jr.
Martin M. Shapero argued the cause for respondents.  With him on the brief was Jack Corinblit. *"
771,Judges,"Judges: POWELL, J., delivered the opinion of the Court, in which BURGER, C. J., and STEWART, WHITE, 
MARSHALL, BLACKMUN, and REHNQUIST, JJ., joined.  MARSHALL, J., filed a concurring opinion, post, p. 203.  
DOUGLAS, J., filed a dissenting opinion, in which BRENNAN, J., joined, post, p. 204."
771,Opinion by,Opinion by:  POWELL
784,Judges,"Judges: Gibson, Chief Judge, Lay, and Stephenson, Circuit Judges."
784,Opinion by,Opinion by: GIBSON
791,Judges,"Judges:  [**1]  Sweigert, D.J."
791,Opinion by,Opinion by: SWEIGERT
808,Judges,"Judges: Duniway and Trask, Circuit Judges, and Powell, * District Judge.  Duniway, Circuit Judge, concurring."
808,Opinion by,Opinion by: TRASK
822,Opinion by,Opinion by:  [*1]  HARRIS
826,Judges,"Judges:  [**1]  Daugherty, Chief Judge."
826,Opinion by,Opinion by: DAUGHERTY
832,Opinion by,Opinion by:  [*1]  POLLACK
836,Opinion by,Opinion by:  [*1]  RENFREW
839,Counsel,"Counsel: Hughes, Hubbard & Reed (John A. Donovan of counsel), for plaintiff.
Shea, Gould, Climenko & Kramer (Joseph Ferraro of counsel), for defendant."
839,Judges,"Judges: Abraham J. Gellinoff, J."
839,Opinion by,Opinion by: GELLINOFF
