頁碼,內容類型,內容
181,Counsel,"Counsel: For PHILLIP M. KABEALO, Plaintiff - Appellant Cross-Appellee: David A. Ison, ARGUED, BRIEFED, 
Scott A. Smith, Fusco, Smith & Mathews, Westerville, OH.
For HUNTINGTON NATIONAL BANK, Defendant - Appellee Cross-Appellant: Samuel Ronald Cook, Jr., ARGUED, 
BRIEFED, Porter, Wright, Morris & Arthur, Columbus, OH.
For MICHAEL DAVIS, Defendant - Appellee: Samuel Ronald Cook, Jr., ARGUED, BRIEFED, Porter, Wright, Morris 
& Arthur, Columbus, OH. For CHRISTOPHER L. WHITE, DONALD F. MOOREHEAD, Defendants - Appellees: 
Richard Douglas Wrightsel, Emens, Hurd, Kegler & Ritter, Columbus, OH."
182,Judges,"Judges: Before: RYAN and SUHRHEINRICH, Circuit Judges; and LIVELY, Senior Circuit Judge."
182,Opinion by,Opinion by: LIVELY
198,Judges,Judges:  [*1]  Atkins
198,Opinion by,Opinion by: CLYDE ATKINS
220,Counsel,"Counsel: Endman, Lincoln, Turek & Heater, Linda B. Reich and Henry E. Heater for Plaintiffs and Appellants. 
Sheppard, Mullin, Richter & Hampton, Don T. Hibner, Jr., Dani Jo Merryman and Samantha M. Phillips for 
Defendants and Respondents."
220,Judges,Judges:
220,Opinion by,"Opinion by: TURNER, P. J."
229,Counsel,"Counsel: For Plaintiffs: Thomas M. Triplett, Schwabe, Williamson & Wyatt, Portland, OR. Maurice Baskin, Edward 
F. Glynn, Jr., Venable, Baetjer, Howard & Civiletti, Washington, D.C.
For Oregon-NECA, Atlas Electrical and Oregon Electric, Defendants: Wayne Hilliard, Milo Petranovich, Lane, 
Powell, Spears & Lubersky, Portland, OR. For National Electrical Contractors Association, Inc., Defendant: Jack L. 
Kennedy, Susan E. Watts, Kennedy, King & Zimmer, Portland, OR. John A. McGuinn, Gary L. Lieber, Paul Monroe 
Heylman, Karen S. Russell, Henry A. Platt, Schmeltzer, Aptaker & Shepard, P.C., Washington, D.C. For 
International Brotherhood of Electrical Workers Local 48, Defendant: Paul C. Hays, James W. Kasameyer, Carney, 
Buckley, Kasameyer & Hays, Portland, OR."
229,Judges,Judges: Jelderks
229,Opinion by,Opinion by: JOHN JELDERKS
244,Counsel,"Counsel: Jerome I. Braun, Farella, Braun & Martel, San Francisco, California, and David E. Lundin, Rancho Santa 
Fe, California, for the defendant-appellant.
Maxwell M. Blecher, Blecher, Collins & Wienstein, Los Angeles, California, for the plaintiff-appellee.
Andrew D. Hutton, Michael J. Shockro, Latham & Watkins, Los Angeles, California, and Raymond A. Tabar, John 
G. Nelson, Thomson & Nelson, Whittier, California, for the amicus."
244,Judges,"Judges: Before: William C. Canby, Jr., and William A. Norris, Circuit Judges, and Jack E. Tanner * , District 
Judge."
244,Opinion by,Opinion by: CANBY
253,Counsel,"Counsel: For NEW ORLEANS PELICANS BASEBALL, INC., plaintiff: Warren Horn, Heller, Draper, Hayden & 
Horn, LLC, New Orleans, LA.
For NEW ORLEANS PELICANS BASEBALL, INC., plaintiff: Robert A. Kutcher, Chopin, Wager, Cole, Richard, 
Reboul & Kutcher, LLP, Metairie, LA.
For NEW ORLEANS PELICANS BASEBALL, INC., plaintiff: David Lawrence Bateman, David L. Bateman, PLC, 
Baton Rouge, LA.
For NATIONAL ASSOCIATION OF PROFESSIONAL BASEBALL LEAGUES, INC., THE, defendant: Ronald Lee 
Riggle, Koch and Rouse, L.L.C., New Orleans, LA.
For MAJOR LEAGUE BASEBALL, defendant: Mishthi Grace Ratnesar, Campbell, McCranie, Sistrunk, Anzelmo & 
Hardy, Metairie, LA.
For MAJOR LEAGUE BASEBALL, defendant: Howard Marks, Sedgwick, Detent, Moran & Arnold, Chicago, IL.
For MAJOR LEAGUE BASEBALL, defendant: Harvey C. Koch, Gary J. Rouse, Koch and Rouse, L.L.C., New 
Orleans, LA.
For PROFESSIONAL BASEBALL EXECUTIVE COUNCIL, movant: Mishthi Grace Ratnesar, Campbell, McCranie, 
Sistrunk, Anzelmo & Hardy, Metairie, LA.
For PROFESSIONAL BASEBALL EXECUTIVE COUNCIL, movant: George E. Yund, Douglas E. Hart, Frost & 
Jacobs, Cincinnati,  [*2]  OH.
For PROFESSIONAL BASEBALL EXECUTIVE COUNCIL, movant: Howard Marks, Sedgwick, Detent, Moran & 
Arnold, Chicago, IL.
For PROFESSIONAL BASEBALL EXECUTIVE COUNCIL, movant: Harvey C. Koch, Gary J. Rouse, Ronald Lee 
Riggle, Koch and Rouse, L.L.C., New Orleans, LA.
For NEW ORLEANS ZEPHYRS BASEBALL CLUB, L.L.C., movant: Albert Kirk Gasperecz, Adams & Reese, New 
Orleans, LA.
For PROFESSIONAL BASEBALL EXECUTIVE COUNCIL, third-party plaintiff: Mishthi Grace Ratnesar, Campbell, 
McCranie, Sistrunk, Anzelmo & Hardy, Metairie, LA.
For PROFESSIONAL BASEBALL EXECUTIVE COUNCIL, third-party plaintiff: George E. Yund, Douglas E. Hart, 
Frost & Jacobs, Cincinnati, OH.
For PROFESSIONAL BASEBALL EXECUTIVE COUNCIL, third-party plaintiff: Howard Marks, Sedgwick, Detent, 
Moran & Arnold, Chicago, IL.
For PROFESSIONAL BASEBALL EXECUTIVE COUNCIL, third-party plaintiff: Harvey C. Koch, Gary J. Rouse, 
Ronald Lee Riggle, Koch and Rouse, L.L.C., New Orleans, LA.
For THOMAS M BENSON, JR, third-party defendant: Warren Horn, Heller, Draper, Hayden & Horn, LLC, New 
Orleans, LA.
For THOMAS M BENSON, JR, third-party defendant: Robert A. Kutcher, Chopin, Wager, Cole, Richard,  [*3]  
Reboul & Kutcher, LLP, Metairie, LA.
1994 U.S. Dist. LEXIS 21468, *1

 
For THOMAS M BENSON, JR, third-party defendant: David Lawrence Bateman, David L. Bateman, PLC, Baton 
Rouge, LA."
254,Judges,"Judges: MARTIN L. C. FELDMAN, UNITED STATES DISTRICT JUDGE."
254,Opinion by,Opinion by: MARTIN L. C. FELDMAN
266,Counsel,"Counsel:  [*1]  For CENTENNIAL SCHOOL DISTRICT, individually and on behalf of all others similarly situated, 
PLAINTIFF: WAYNE M. THOMAS, JOSEPH C. KOHN, KOHN, SAVETT, KLEIN & GRAF, P.C., PHILADELPHIA, 
PA. ALLAN D. GOULDING, JR., CURTIN & HEEFNER, MORRISVILLE, PA.
For INDEPENDENCE BLUE CROSS, MEDICAL SERVICE ASSOCIATION OF PENNSYLVANIA t/a 
PENNSYLVANIA BLUE SHIELD, KEYSTONE HEALTH PLANS, INC., KEYSTONE HEALTH PLAN, EAST, INC. t/a 
KEYSTONE HEALTH PLAN, DEFENDANTS: MARC J. SONNENFELD, MORGAN, LEWIS & BOCKIUS, PHILA, 
PA. MICHAEL F. CLAYTON, MORGAN, LEWIS & BOCKIUS, WASHINGTON, DC. 
For INDEPENDENCE BLUE CROSS, MEDICAL SERVICE ASSOCIATION OF PENNSYLVANIA t/a 
PENNSYLVANIA BLUE SHIELD, KEYSTONE HEALTH PLANS, INC., KEYSTONE HEALTH PLAN, EAST, INC. t/a 
KEYSTONE HEALTH PLAN, COUNTER-CLAIMANTS: MARC J. SONNENFELD, MORGAN, LEWIS & BOCKIUS, 
PHILA, PA. MICHAEL F. CLAYTON, MORGAN, LEWIS & BOCKIUS, WASHINGTON, DC.
For CENTENNIAL SCHOOL DISTRICT, COUNTER-DEFENDANT: JOSEPH C. KOHN, KOHN, SAVETT, KLEIN & 
GRAF, P.C., PHILADELPHIA, PA. PHILLIP B. SILVERMAN, HARRIS & SILVERMAN, PHILA, PA. For BRADLEY 
S. KIRSCH, COUNTER-DEFENDANT: DENNIS J. O'LEARY, WHITE AND WILLIAMS, PHILA, PA. ALLAN D. 
GOULDING, JR., CURTIN & HEEFNER,  [*2]  MORRISVILLE, PA. PHILLIP B. SILVERMAN, HARRIS & 
SILVERMAN, PHILA, PA. For ROBERT J. FLUEHR, EXECUCOMP INSURANCE SERVICES, INC., COUNTER-
DEFENDANTS: JAMES M. PRAHLER, MARGOLIS, EDELSTEIN & SCHERLIS, PHILADELPHIA, PA."
267,Judges,"Judges: Padova, J."
267,Opinion by,Opinion by: PADOVA
276,Counsel,"Counsel: FOR MASSACHUSETTS SCHOOL OF LAW AT ANDOVER, INC., PLAINTIFF: HAROLD E. KOHN, 
KOHN, SAVETT, KLEIN & GRAF, P.C., PHILADELPHIA, PA. JOANNE ZACK, KOHN, NAST & GRAF, P.C., 
PHILADELPHIA, PA. LAWRENCE R. VELVEL, ANDOVER, MA. MICHAEL L. COYNE, ANDOVER, MA. 
CONSTANCE L. RUDNICK, ANDOVER, MA. PETER M. MALAGUTI, ANDOVER, MA. JOSEPH E. DEVLIN, 
ANDOVER, MA.
FOR AMERICAN BAR ASSOCIATION, DEFENDANT: L. SUZANNE FORBIS, PEPPER, HAMILTON & SCHEETZ, 
PHILA, PA. BARBARA W. MATHER, PEPPER, HAMILTON & SCHEETZ, PHILA, PA. H. BLAIR WHITE, SIDLEY 
AND AUSTIN, CHICAGO, IL. DAVID T. PRITIKIN, SIDLEY AND AUSTIN, CHICAGO, IL. WILLIAM H. 
BAUMGARTNER, SIDLEY AND AUSTIN, CHICAGO, IL. FOR LAW SCHOOL ADMISSION SERVICES, INC., LAW 
SCHOOL ADMISSION COUNCIL, DEFENDANTS: JOSEPH B. G. FAY, JAY H. CALVERT, JR., MORGAN, LEWIS 
& BOCKIUS, PHILA, PA. MICHAEL F. CLAYTON, MORGAN, LEWIS & BOCKIUS, WASHINGTON, DC. SCOTT A. 
STEMPEL, MORGAN, LEWIS AND BOCKIUS, WASHINGTON, DC. H. BLAIR WHITE, SIDLEY AND AUSTIN, 
CHICAGO, IL. DAVID T. PRITIKIN, SIDLEY AND AUSTIN, CHICAGO, IL. WILLIAM H. BAUMGARTNER, SIDLEY 
AND AUSTIN, CHICAGO, IL. FOR THE ASSOCIATION OF AMERICAN LAW SCHOOLS, INC., CARL C. MONK, 
DEFENDANTS: JACQUELINE R. DEPEW, ROBERT [**2]  A. BURGOYNE, DAVID M. FOSTER, SALLY P. 
PAXTON, FULBRIGHT & JAWORSKI L.L.P., WASHINGTON, DC."
277,Judges,"Judges: Ditter, Jr."
277,Opinion by,"Opinion by: J. WILLIAM DITTER, JR."
287,Judges,Judges:  [*1]  Keller
287,Opinion by,Opinion by: WILLIAM D. KELLER
297,Counsel,"Counsel: For ADVANCED HEALTH-CARE INC., plaintiff: John Thomas Arnold, MOSS & ROCOVICH, P.C., 
ROANOKE, VA. James A. Burt, STRONG & ASSOCIATES, P.C., SPRINGFIELD, MO.
For GILES MEMORIAL HOSPITAL, HEALTH EAST INC., defendants: Michael F. Urbanski, Heman Alexander 
Marshall, III, WOODS, ROGERS & HAZLEGROVE, P.L.C., ROANOKE, VA. For MEDSERV CORPORATION, 
846 F. Supp. 488, *488; 1994 U.S. Dist. LEXIS 7482, **1

 
defendant: Charles Nealson Dorsey, William Hitchcock Lindsey, BOUNDS & DORSEY, P. C., ROANOKE, VA. 
George R. Clark, Robert J. Aamoth, Alexander P. Starr, REED, SMITH, SHAW & MCCLAY, Washington, DC."
297,Judges,Judges: Turk
297,Opinion by,Opinion by: JAMES C. TURK
308,Counsel,"Counsel:  [**1]  For plaintiff: Marjorie Berman, Esq., Leventhal Slade & Krantz, New York, New York.
For defendant: David Goldstein, Esq., Spring Valley, New York."
309,Judges,Judges: Glasser
309,Opinion by,Opinion by: I. LEO GLASSER
332,Counsel,"Counsel: For Plaintiff: Martin J. Elgison, John Kirk Train, III, Michael P. Kenny, Alston & Bird, Atlanta, GA. John R. 
Lowery, Jane F. Thorpe, Pursley, Howell, Lowery & Meeks, Atlanta, GA.
For Defendant: Chilton Varner, King & Spalding, Atlanta, GA. Kenneth A. Gallo, Edward Han, Keith E. Pugh, Jr., 
Howrey & Simon, Washington, DC."
332,Judges,Judges: CAMP
332,Opinion by,Opinion by: JACK T. CAMP
364,Counsel,"Counsel: On behalf of plaintiff-respondent-cross-appellant Lampert Yards, Inc., the cause was submitted on the 
briefs of Tom Rusboldt of Nash, Spindler, Dean & Grimstad of Manitowoc.  On behalf of plaintiffs-respondents-
cross-appellants Portside Properties, Inc., and Door County Material Specialists, Inc., the cause was submitted on 
the briefs of William J. Ewald of Denissen, Kranzush, Mahoney & Ewald, S.C. of Green Bay.
On behalf of plaintiff-respondent-cross-appellant, the cause was submitted on the briefs of Robert L. Binder, William 
M. Conley and Lynn J. Splitek of Foley & Lardner of Madison."
364,Judges,"Judges: Cane, P.J., LaRocque and Fine, JJ.  Cane, P.J. concurring.  Judge Ralph Adam Fine joins in this 
concurrence."
364,Opinion by,Opinion by: LaROCQUE
373,Counsel,"Counsel: For THK AMERICA INC, plaintiff: Robert Edward Wagner, James Joseph Jagoda, Alan L. Barry, 
Wallenstein, Wagner & Hattis, Ltd., Chicago, IL. William F. Westerman, Anderson, Kill, Olick & Oshinsky, P.C., New 
York, NY. John E. Daniel, Michael O'Shea, Lara Fetsco, Rogers & Wells, New York, NY. John E. Kidd, Walter G. 
Marple, Jr., Shea & Gould, New York, NY. James E. Armstrong, III, Armstrong, Nikaido, Marmelstein, Kubovcik & 
Murray, Washington, DC.
157 F.R.D. 660, *660; 1994 U.S. Dist. LEXIS 18174, **1; 33 U.S.P.Q.2D (BNA) 1248, ***1248

 
For NIPPON SEIKO K K, defendant: Daniel Michael Riess, Thomas D. Paulius, Lockwood, Alex, Fitzgibbon & 
Cummings, Chicago, IL. Allen H. Gerstein, Edward M. O'Toole, Anthony Nimmo, Edward M. O'Toole, Marshall, 
O'Toole, Gerstein, Murray & Borun, Chicago, IL. James William Teevans, Gardner, Carton & Douglas, Chicago, IL. 
Charles E. Miller, Scott D. Stimpson, Pennie & Edmonds, New York, NY. Daniel Robert Pastirik, Office of 
Intellectual Property Counsel, St. Paul, MN. For N.S.K. CORPORATION, defendant: Daniel Michael Riess, Thomas 
D. Paulius, Lockwood, Alex, Fitzgibbon & Cummings, Chicago, IL. Edward M. O'Toole, Marshall, O'Toole, Gerstein, 
Murray & Borun, Chicago, IL. James William Teevans, Gardner, Carton & Douglas, Chicago, IL. Charles E. Miller, 
Scott D. Stimpson, Pennie & Edmonds, New York, NY. Daniel Robert Pastirik, Office of Intellectual Property 
Counsel, St. Paul, MN.
For N.S.K. CORPORATION, counter-claimant: Thomas D. Paulius, Lockwood, Alex, Fitzgibbon & Cummings, 
Chicago, IL. James William Teevans, Gardner, Carton & Douglas, Chicago, IL. Charles E. Miller, Scott D. Stimpson, 
Pennie & Edmonds, New York, NY. For NIPPON SEIKO K K, counter-claimant: Thomas D. Paulius, Lockwood, 
Alex, Fitzgibbon & Cummings, Chicago, IL. Anthony Nimmo, Marshall, O'Toole, Gerstein, Murray & Borun, Chicago, 
IL. James William Teevans, Gardner, Carton & Douglas, Chicago, IL. Charles E. Miller, Scott D. Stimpson, Pennie 
& Edmonds, New York, NY. 
For THK AMERICA INC, counter-defendant: Robert Edward Wagner, Wallenstein, Wagner & Hattis, Ltd., Chicago, 
IL. Michael O'Shea, Roger & Wells, New York, NY. John E. Kidd, Shea & Gould, New York, NY. For THK 
AMERICA INC, counter-defendant: Robert Edward Wagner, Wallenstein, Wagner & Hattis, Ltd., Chicago, IL. John 
E. Daniel, Michael O'Shea, Rogers & Wells, New York, NY. John E. Kidd, Shea & Gould, New York, NY."
373,Judges,"Judges: W. Thomas Rosemond, Jr., United States Magistrate Judge"
373,Opinion by,"Opinion by: W. Thomas Rosemond, Jr."
386,Counsel,"Counsel: For APPELLANTS: Mr. Philip K. Maxwell; Longley & Maxwell, L.L.P.--Austin.
Mr. Brian S. Greig; Fulbright & Jaworski, L.L.P.--Austin--Attorney for Abbott Laboratories and Ross Laboratories.
Mr. Louis P. Bickel; Akin, Gump, Hauer & Feld, L.L.P.--Dallas--Attorney for American Home Products Corporation 
and Wyeth-Ayerst Laboratories.
Ms. D. L. (Lin) Hughes; McGinnis, Lochridge & Kilgore--Austin--Attorney for Bristol-Myers Squibb Company and 
Mead Johnson & Company.  
873 S.W.2d 399, *399; 1994 Tex. App. LEXIS 590, **1"
386,Judges,"Judges: Before Justices Powers, Jones and Kidd"
386,Opinion by,Opinion by: J. WOODFIN JONES
394,Counsel,"Counsel: Anne M. Rodgers with whom William R. Pakalka, Fulbright & Jaworski, L.L.P., Enrique J. Mendoza 
Mendez, Law Offices of Enrique J. Mendoza Mendez, Randall A. Hopkins, Randall A. Hopkins, P.C., Dahr Jamail, 
Jamail & Kolius, Thomas R. McDade, and McDade & Fogler, L.L.P., were on brief and reply brief for appellant.
Irving Scher and Manuel A. Guzman with whom Bruce A. Colbath, Weil, Gotshal & Manges and McConnell Valdes 
were on brief for appellees."
394,Judges,"Judges: Before Breyer, Chief Judge, Coffin, Senior Circuit Judge, and Boudin, Circuit Judge.  
19 F.3d 745, *745; 1994 U.S. App. LEXIS 6057, **1"
394,Opinion by,Opinion by: BREYER
406,Counsel,"Counsel:  [**1]  For Plaintiff: Ronald S. Katz, Janet S. Arnold, COUDERT BROTHERS, San Francisco, CA.
For Defendants: Andrew E. Paris, KIRKLAND & ELLIS, Los Angeles, CA. Nathan Lane III, GRAHAM & JAMES, 
San Francisco, CA.  
849 F. Supp. 702, *702; 1994 U.S. Dist. LEXIS 5302, **5302"
406,Judges,Judges: WARE
406,Opinion by,Opinion by: JAMES WARE
414,Counsel,"Counsel:  [**1]  Lindquist & Vennum by JAMES McCARTHY and MICHAEL OLAFSON of Minneapolis, Minnesota 
appeared for Plaintiff Bieter Company.
Fruth & Anthony by JOSEPH W. ANTHONY and NORMAN J. BAER of Minneapolis, Minnesota appeared for 
Advance Developers, Inc., Cliff Road Properties, Hoffman Development Group, Inc., HDG Associates Limited 
Partnership, Eagan Associates Limited Partnership, CRP of Eagan Inc., Robert L. Hoffman, Patrick C. Hoffman, 
and Jack F. Daly, Jr.
Hoff & Allen by GEORGE C. HOFF of Eden Prairie, Minnesota appeared for Defendant Beatta Blomquist.
Peterson, Bell, Converse & Jensen by ROBERT C. BELL and WILLARD CONVERSE of Minneapolis, Minnesota 
appeared for Defendant Federal Land Company.
Fredrikson & Byron by THOMAS S. FRASER and TODD A. WIND of Minneapolis, Minnesota appeared for Third-
Party Defendant Ryan Construction Company of Minnesota, Inc.
Fabyanske, Svoboda, Westra & Davis by RICHARD G. JENSEN of Minneapolis, Minnesota appeared for Third-
Party Defendant Dorsey & Whitney.  
848 F. Supp. 1446, *1446; 1994 U.S. Dist. LEXIS 4952, **4952"
415,Judges,Judges: Alsop
415,Opinion by,Opinion by: DONALD D. ALSOP
421,Judges,Judges:  [**1]  KENYON
421,Opinion by,Opinion by: DAVID V. KENYON
433,Counsel,"Counsel:  [**1]  For Plaintiff: Philip A. Whistler.
For Defendant: Ronald E. Elberger, George E. Purdy, Robert J. Konopa and Ann-Carol Simons."
433,Judges,Judges: Sharp
433,Opinion by,Opinion by: ALLEN SHARP
448,Counsel,"Counsel: Howard, Rice, Nemerovski, Canady, Robertson & Falk, Jerome B. Falk, Jr.,  [**2]  H. Joseph Escher III, 
Pauline E. Calande and Theresa M. Beiner for Petitioners and Real Parties in Interest. 
No appearance for Respondent. 
Khourie, Crew & Jaeger, Eugene Crew and Timothy F. Perry for Petitioner and Real Party in Interest."
449,Judges,Judges:
449,Opinion by,"Opinion by: BENSON, J."
461,Counsel,"Counsel: For HAL FOGEL, plaintiff: Ira A. Schochet, Emily C. Komlossy, Goodkind, Labaton, Rudoff & Sucharow, 
New York, NY USA.
For HAL FOGEL, plaintiff: Michael J. Pucillo, Burt & Pucillo, West Palm Beach, FL USA.
For HAL FOGEL, plaintiff: Michael C. Addison, Law Office of Michael C. Addison, Tampa, FL.
For SUSAN STERN, consolidated plaintiff: Mary S. Scriven, Carlton, Fields, Ward, Emmanuel, Smith & Cutler, PA, 
Tampa, FL USA.
For PAUL H. HOCHEISER, consolidated plaintiff: Michael C. Addison, Law Office of Michael C. Addison, Tampa, 
FL.
For FRED HART, MARTIN MICHAELOFF, consolidated plaintiffs: Michael J. Pucillo, Burt & Pucillo, West Palm 
Beach, FL USA."
461,Judges,"Judges: Steven D. Merryday, United States District Judge."
461,Opinion by,Opinion by: Steven D. Merryday
547,Judges,"Judges: H. Franklin Waters, United States District Judge"
547,Opinion by,Opinion by: H. Franklin Waters
570,Counsel,"Counsel:  [**1]  For OKI DISTRIBUTING INC, plaintiff: Leo Joseph Breslin, Lindhorst & Dreidame - 1, Cincinnati, 
OH.
For AMANA REFRIGERATION INC, a Delaware Corporation, defendant: Mark Christian Bissinger, Lawrence 
Robert Elleman, Dinsmore & Shohl - 1, Cincinnati, OH. For RAYTHEON COMPANY, Parent company of Amana 
Refrigeration, Inc, defendant: Lawrence Robert Elleman, Dinsmore & Shohl - 1, Cincinnati, OH."
570,Judges,Judges: Spiegel
570,Opinion by,Opinion by: S. ARTHUR SPIEGEL
582,Judges,"Judges:  [**1]  MAROVICH 
848 F. Supp. 814, *814; 1994 U.S. Dist. LEXIS 4784, **4784"
582,Opinion by,Opinion by: GEORGE M. MAROVICH
596,Judges,Judges: ALESIA
596,Opinion by,Opinion by: JAMES H. ALESIA
622,Judges,Judges: PALLMEYER; NORDBERG
622,Opinion by,Opinion by: REBECCA R. PALLMEYER
645,Counsel,"Counsel: For THOMPSON EVERETT, INC., plaintiff: Stephen Earl Baril, John Luther Walker, III, Curtis McKinley 
Hairston, Jr., Dana Duane McDaniel, Glen Andrew Lea, Williams, Mullen, Christian & Dobbins, Richmond, VA.
For NATIONAL CABLE ADVERTISING, INC., defendant: Charles Manley Allen, Jr., Wright, Robinson, McCammon, 
Osthimer & Tatum, Richmond, VA. Daniel G. Swanson, Julia A. Dahlberg, Robert H. Wright, Gibson, Dunn & 
Crutcher, Washington, DC. For CABLE NETWORKS, INC., defendant: Stephen Atherton Northup, Robert Dale 
Seabolt, Mays & Valentine, Richmond, VA. Yvonne S. Quinn, Sullivan & Cromwell, New York, NY. For CABLE 
MEDIA CORPORATION, defendant: Thomas Edward Spahn, McGuire, Woods, Battle & Boothe, Richmond, VA. 
Gerald J. Fields, Battle, Fowler, New York, NY. For NATIONAL CABLE ADVERTISING, L.P., defendant: Charles 
Manley Allen, Jr., David Ernest Boelzner, Daniel G. Swanson, Julia A. Dahlberg, Robert H. Wright, Wright, 
Robinson, McCammon, Osthimer & Tatum, Richmond, VA.
For COX CABLE COMMUNICATIONS, interested party: Charles Manley Allen, Jr., Daniel G. Swanson, Julia A. 
Dahlberg, Wright, Robinson, McCammon, Osthimer & Tatum, Richmond, VA."
646,Judges,Judges: Spencer
646,Opinion by,Opinion by: JAMES R. SPENCER
