頁碼,內容類型,內容
295,Counsel,"Counsel:  [**1]  Smith, Mathews, Bell & Solomon, New York City, for plaintiffs, Blackwell Smith, Ernest Leff, Arnold 
Fortas & Porter, Thurman Arnold, Washington, D.C., of counsel. 
Davis, Polk, Wardwell, Sunderland & Kiendl, New York City, for defendants, Theodore Kiendl, Ralph M. Carson, 
Porter R. Chandler, Edwin J. Jacob, David G. Gill, David L. Farley, Jr., New York City, of counsel."
295,Opinion by,Opinion by: LEVET
310,Counsel,"Counsel:  [**1]  Warren E. Hall, Jr., Francis P. Whitehair, DeLand, Fla., Chris Dixie, Houston, Tex., for appellants. 
Wm. H. Rogers, Taylor Jones, McCarthy Crenshaw, Jacksonville, Fla., Clyde W. Atkinson, Tallahassee, Fla., 
Richard W. Ervin, Atty. Gen. of Fla., Ralph M. McLane, Asst. Atty. Gen., H. M. Voorhis, W. H. Poe, Orlando, Fla., 
Charles R. Scott, Clarence G. Ashby, Davisson F. Dunlap, Jacksonville, Fla., Donald Russell, Columbia, S.C., for 
appellees."
310,Judges,"Judges: Before HUTCHESON, Chief Judge, and TUTTLE and BROWN, Circuit Judges."
310,Opinion by,Opinion by: TUTTLE
318,Counsel,"Counsel:  [**1]  Arthur Littleton, Miles W. Kirkpatrick, Philadelphia, Pa., for Pittsburgh Plate Glass Co. 
William L. Maher, Charles M. Farbstein, Attys., Dept. of Justice, Antitrust Division, Philadelphia, Pa., for U. S."
318,Opinion by,Opinion by: LORD
324,Counsel,"Counsel:  [**1]  Victor R. Hansen, U.S. Dept. of Justice, Washington, D.C., for the United States by Max Freeman, 
Washington, D.C., of counsel. 
Gerald Schoenfeld and Bernard B. Jacobs, New York City, for defendants, Jacob J. Shubert and Select Theatres 
Corp."
324,Opinion by,Opinion by: KAUFMAN
334,Counsel,"Counsel:  [**1]  Kirschstein, Kirschstein & Ottinger, New York City, Harry B. Rook, Newark, N.J., Gugenheimer, 
Untermeyer & Marshall, New York City, of counsel, for plaintiff.  
James & Franklin, New York City, Paul, Weiss, Rifkind, Wharton & Garrison, New York City, Steelman, Rafferty & 
Rowe, Newark, N.J., of counsel, for defendant."
334,Opinion by,Opinion by: SMITH
353,Opinion by,Opinion by:  [*1]  DIMOCK
357,Counsel,"Counsel:  [**1]  Joseph J. Saunders, Edna Lingreen, Joseph E. Waters, and A. Duncan Whitaker, Attys., Dept. of 
Justice, Washington, D.C., for plaintiff. 
Herbert A. Bergson, William J. Hughes, Jr., Daniel H. Margolis, Daniel J. Freed, and Nicholas J. Chase, 
Washington, D.C., for defendant."
357,Opinion by,Opinion by: HOLTZOFF
368,Counsel,"Counsel:  [**1]  Harold E. Kohn, Philadelphia, Pa., for plaintiff. 
Montgomery McCracken, Walker & Rhoads, by C. Russell Phillips, Philadelphia, Pa., for defendants."
368,Opinion by,Opinion by: KRAFT
387,Counsel,"Counsel: Kenneth C. Royall argued the cause for appellants.  On the brief were Mr. Royall and John F. Caskey for 
the Madison Square Garden Corporation et al., and Charles Sawyer for the International Boxing Club, Inc., of 
Illinois, et al.
Philip Elman argued the cause for the United States.  On the brief were Solicitor General Rankin, Assistant Attorney 
General Hansen and Charles H. Weston."
387,Judges,"Judges: Warren, Black, Frankfurter, Douglas, Clark, Harlan, Brennan, Whittaker; Stewart took no part in the 
consideration or decision of this case"
387,Opinion by,Opinion by: CLARK
403,Counsel,"Counsel: Frank D. Padgett (Robertson, Castle & Anthony with him on the briefs) for appellant.
Robert G. Dodge (Heen, Kai, Dodge & Lum on the briefs) for appellee.
Stanley A. Weigel (Landels, Weigel & Ripley and Pratt, Tavares & Cassidy with him on the brief) for Parker Pen 
Company as amici curiae. (Roy A. Vitousek, Jr., present but did not argue.)"
403,Judges,"Judges: Rice, C. J., Stainback and Marumoto, JJ."
403,Opinion by,Opinion by: STAINBACK
416,Counsel,"Counsel: Solicitor General Rankin argued the cause for the United States.  With him on the brief were Assistant 
Attorney General Hansen, Daniel M. Friedman, Bernard M. Hollander and Raymond M.  [****3]  Carlson.
Bernard G. Segal argued the cause for appellees.  With him on the brief were Edward W. Mullinix, Josephine H. 
Klein and Lawrence J. McKay."
416,Judges,"Judges: Warren, Black, Clark, Harlan, Brennan, Whittaker, Stewart; Frankfurter and Douglas took no part in the 
consideration or decision of this case"
416,Opinion by,"Opinion by: WARREN 
358 U.S. 334, *334; 79 S. Ct. 457, **457; 3 L. Ed. 2d 354, ***354; 1959 U.S. LEXIS 1936, ****1"
426,Counsel,"Counsel:  [**1]  Action of defendant card manufacturer in furnishing new greeting card display cabinets free of 
charge to retail sellers formerly serviced by plaintiff manufacturer, and payment of a cash bonus to certain retail 
customers of the plaintiff as an inducement to purchase defendant's cards instead of plaintiff's cards, as charged in 
plaintiff's complaint, constituted a violation of the Clayton Act as amended by the Robinson-Patman Act. Clayton 
Act, 2(b-e) as amended by Robinson-Patman Price Discrimination Act, 1, 15 U.S.C.A. 13(b-e). 
Harry N. Kandel, Canton, Ohio (Ian Bruce Hart, Canton, Ohio, on the brief), for appellant. 
Robert W. Poore, cleveland, Ohio (James T. Lynn, of counsel, Jones, Day, Cockley & Reavis, Cleveland, Ohio, on 
the brief), for appellee."
426,Judges,"Judges: Before SIMONS, MARTIN and MILLER, Circuit Judges."
426,Opinion by,"Opinion by: MILLER, Jr.  
264 F.2d 286, *286; 1959 U.S. App. LEXIS 5370, **5370"
431,Opinion by,Opinion by:  [*1]  LA BUY
436,Counsel,"Counsel:  [**1]  Myron N. Krotinger, Mendelsohn, Krotinger & Lane, Cleveland, Ohio (M. Alfred Roemisch, Herbert 
A. Rosenthal, Cleveland, Ohio, on the brief), for appellant. 
Charles W. Sellers, Thompson, Hine & Flory, Cleveland, Ohio (Andrew C. Hartzell, Jr., Cleveland, Ohio, on the 
brief), for appellees."
436,Judges,"Judges: Before SIMONS and ALLEN, Circuit Judges, and KENT, District Judge."
436,Opinion by,Opinion by: SIMONS
440,Counsel,"Counsel:  [**1]  Browning, Simms, Hyer & Eickenroht, James B. Simms, Houston, Tex., for plaintiff. 
Baker, Botts, Andrews & Shepherd, Garrett R. Tucker, Jr., and Frank B. Pugsley, Houston, Tex., and Strauch, 
Nolan & Neale, William A. Strauch, John R. Bronaugh, and John D. Nies, Washington, D.C., for defendants."
440,Opinion by,Opinion by: INGRAHAM
457,Counsel,"Counsel:  [**1]  John P. Eastham, Albuquerque, N.M., and J. F. Hulse, El Paso, Tex. (of the firms of Scott, Hulse, 
Marshall & Feuille, El Paso, Tex., and Rodey, Dickason, Sloan, Akin & Robb, Albuquerque, N.M.) for appellant. 
Dee C. Blythe, Clovis, N.M., and James T. Martin, Jr., Las Cruces, N.M., for appellees."
457,Judges,"Judges: Before MURRAH, PICKETT and BREITENSTEIN, Circuit Judges."
457,Opinion by,Opinion by: MURRAH
465,Counsel,"Counsel:  [**1]  Alan B. Hobbes, and Carleton A. Harkrader, Washington, D.C., Gary B. Lovell, Los Angeles, Cal., 
for petitioner. 
Cushing, Cullinan, Duniway & Gorrill, by Ben C. Duniway, Vincent Cullinan, and Eustace Cullinan, San Francisco, 
Cal., Herbert S. Herlands, Fullerton, Cal., for respondent."
465,Opinion by,Opinion by: YANKWICH
474,Counsel,"Counsel:  [**1]  Harry Richards, U.S. Atty., St. Louis, Mo., James J. Coyle, Bill G. Andrews, Lewis J. Ottaviani, 
Nicolaus Bruns, Jr., Edward M. Medvene, Antitrust Division, Dept. of Justice, Washington, D.C., for plaintiff. 
Robert H. McRoberts and Edwin S. Taylor, Bryan, Cave, McPheeters & McRoberts, St. Louis, Mo., Arthur H. Dean, 
Henry N. Ess, III, Dennis C. Mahoney, Robin T. Tait, Sullivan & Cromwell, New York City, for defendant."
474,Opinion by,Opinion by: WEBER
495,Counsel,"Counsel:  [**1]  Charles F. Marino, Chicago, Ill. (Joseph Keig, Sr., John O'C. FitzGerald, Victor Neumark, Chicago, 
Ill., on the brief), for plaintiff-appellant. 
Samuel Weisbard, George J. O'Grady, and Clarence H. Ross, Chicago, Ill. (Ross, McGowan & O'Keefe, Chicago, 
Ill., of counsel), for defendant-appellee. 
Robert W. Murphy, James W. Good, Jr., Chicago, Ill., Horace R. Lamb, New York City, Charles K. Bobinette, 
Chicago, Ill. (LeBoeuf, Lamb & Leiby, New York City, of counsel), for American Gas Association, Inc., defendant-
appellee. 
Harold A. Smith, Justin A. Stanley, Robert E. Cronin, A. Daniel Feldman, Chicago, Ill., for defendant-appellee, 
Northern Illinois Gas Co."
495,Judges,"Judges: Before HASTINGS, Chief Judge, DUFFY and CASTLE, Circuit Judges."
495,Opinion by,Opinion by: CASTLE
499,Counsel,"Counsel:  [**1]  Harold E. Kohn, Philadelphia, Pa., (Philip P. Kalodner, Aaron M. Fine, Philadelphia, Pa., Dilworth, 
Paxson, Kalish, Kohn & Dilks, Philadelphia, Pa., on the brief), for plaintiffs. 
Daniel Mungall, Jr., Philadelphia, Pa. (Seth W. Watson, Jr., Philadelphia, Pa., on the brief), for Main Cent. R. Co. 
Philip Price, Philadelphia, Pa. (Ballard, Spahr, Andrews & Ingersoll, Philadelphia, Pa., Hughes, Hubbard, Blair & 
Reed, New York City, Barnes, Dechert, Price, Myers & Rhoads, Harold B. Bornemann, Philadelphia, Pa., Dennis P. 
Donovan, New York City, Drinker, Biddle & Reath, Philadelphia, Pa., Carl E. Glock, Pittsburgh, Pa., James B. 
Anderson, Montgomery, McGracken, Walker & Rhoads, Morgan, Lewis & Bockius, Daniel Mungall, Jr., Cornelius C. 
O'Brien, Jr., Philadelphia, Pa., T. W. Pomeroy, Jr., Pittsburgh, Pa., Paul Maloney, Saul, Ewing, Remick & Saul, 
Philadelphia, Pa., on the brief), for defendants."
499,Judges,"Judges: Before BIGGS, Chief Judge, and McLAUGHLIN and STALEY, Circuit Judges."
499,Opinion by,Opinion by: PER CURIAM
520,Counsel,"Counsel: Max Swiren and Harold J. Soderberg argued the cause for appellants.  Max Swiren, John G. Dorsey and 
Richard Musenbrock were on the brief for the Minneapolis & St. Louis Railway Co., appellant in No. 12; Parnell 
Donohue, Attorney General of South Dakota, Herman L. Bode, Assistant Attorney General, and Ernest W. 
Stephens for the State of South Dakota et al., appellants in No. 27; and Miles Lord, Attorney General of Minnesota, 
and Harold J. Soderberg, Assistant Attorney General,  [****6]  for the State of Minnesota et al., appellants in No. 28.
Robert W. Ginnane and Starr Thomas argued the cause for appellees.  Solicitor General Rankin, Acting Assistant 
Attorney General Bicks, Richard A. Solomon, Robert W. Ginnane and B. Franklin Taylor, Jr. were on the brief for 
the United States and the Interstate Commerce Commission; Grenville Beardsley, Attorney General of Illinois, and 
Harry R. Begley, Special Assistant Attorney General, for the State of Illinois; Starr Thomas, Carl E. Bagge and 
Edwin A. Lucas for the Atchison, Topeka & Santa Fe Railway Co. et al.; and Robert H. Walker for certain 
municipalities and shippers et al., appellees."
521,Judges,"Judges: Warren, Black, Frankfurter, Douglas, Clark, Harlan, Brennan, Whittaker, Stewart"
521,Opinion by,Opinion by: WHITTAKER
531,Counsel,"Counsel:  [**1]  Crummy, Gibbons & O'Neill, by John J. Gibbons, Newark, N.J., Sereni, Herzfeld & Rubin, New 
York City, by Walter Herzfeld, New York City, of counsel, for defendants Volkswagen of America, Inc. and 
Volkswagenwerk G.m.b.H., for the motions. 
Richard A. McGrath, Jersey City, N.J., Louis G. Greenfield and Sidney W. Rothstein, New York City, of counsel, for 
plaintiff Reliable Volkswagen Sales and Service Co., Inc., contra."
532,Opinion by,Opinion by: FORMAN
551,Counsel,"Counsel: Daniel M. Friedman argued the cause for the United States.  With him on the brief were Solicitor General 
Rankin, Acting Assistant Attorney General Bicks, Richard A. Solomon, Edward R. Kenney and Henry Geller.
Gerhard A. Gesell argued the cause for appellee.  With him on the brief were Edward S. Reid, Jr. and Weaver W. 
Dunnan."
552,Judges,"Judges: Warren, Black, Frankfurter, Douglas, Clark, Harlan, Brennan, Whittaker, Stewart"
552,Opinion by,Opinion by: BRENNAN
565,Counsel,"Counsel:  [**1]  S. Hazard Gillespie, Jr., U.S. Atty. for Southern Dist. of New York, New York City, for plaintiff 
(William F. Suglia, Asst. U.S. Atty., New York City, Daniel J. McCauley, J. Alan B. Hobbes, J.B. Truly, Federal 
Trade Commission, Washington, D.C., of counsel). 
LeBoeuf, Lamb & Leiby, New York City, for defendant (Horace R. Lamb, H. Richard Wachtel, Douglas W. Hawes, 
New York City, of counsel)."
565,Opinion by,Opinion by: RYAN
583,Counsel,"Counsel: Todd & Todd and Henry C. Todd for Appellants.
Carroll, Davis, Burdick & McDonough, Roland C. Davis, John E. Thorne, Johnson, Thorne, Speed & Bamford, 
Morgan, Beauzay, Smith & Holmes, Robert Morgan, Charles P. Scully and Victor Van Bourg as Amici Curiae on 
behalf of Appellants.
Gray, Cary, Ames & Frye and Ward W. Waddell, Jr., for Respondent.
Severson, Davis & Larson, Nathan R. Berke and George Brunn as Amici Curiae on behalf of Respondent."
583,Judges,"Judges: In Bank. Traynor, J.  Gibson, C. J., Peters, J., and White, J., concurred.  Schauer, J., dissenting.  Spence, 
J., and McComb, J., concurred."
583,Opinion by,Opinion by: TRAYNOR
606,Counsel,"Counsel: Maslon, Kaplan, Edelman, Joseph & Borman, for appellants. 
Cant, Taylor, Haverstock, Beardsley & Gray, Robert F. Henson, Lawrence E. Nerheim, and James S. Simonson, for 
plaintiff respondent. 
Miles Lord, Attorney General, and Walter F. Mondale, Special Assistant Attorney General, for intervenor 
respondent. 
Theodor Herman, for Bristol-Myers, Inc., amicus curiae. 
Larson, Loevinger, Lindquist & Fraser, Gerald E. Magnuson, and  [***4]  Eugene H. Keating, for Minnesota Council 
of Retail Trade Associations, amicus curiae."
606,Judges,"Judges: Murphy, Justice.  Mr. Justice Loevinger, not having been a member of the court at the time of the 
argument and submission, took no part in the consideration or decision of this case.  
257 Minn. 562, *562; 102 N.W.2d 528, **528; 1960 Minn. LEXIS 562, ***1"
606,Opinion by,Opinion by: MURPHY
614,Counsel,"Counsel:  [**1]  John F. Caskey, New York City, and Fred B. Helms, Charlotte, N.C. (Wm. H. Bobbitt, Jr., Charlotte, 
N.C., Kenneth C. Royall and Charles F. Young, New York City, on brief), for appellants. 
George S. Ryan, Boston, Mass., and Francis H. Fairley, Charlotte, N.C. (W. Bradley Ryan, Boston, Mass., and 
William I. Ward, Jr., Statesville, N.C., on brief), for appellees."
614,Judges,"Judges: Before SOBELOFF, Chief Judge, SOPER, Circuit Judge, and DALTON, District Judge."
614,Opinion by,Opinion by: SOPER
619,Counsel,"Counsel:  [**1]  Richard B. O'Donnell, Chief, N.Y. Office, John D. Swartz, Asst. Chief, N.Y. Office.  Walter W. K. 
Bennett, Francis E. Dugan, Agnes T. Leen, Donald S. Engel, Samuel Greenbaum and Elliott Feldman, Dept. of 
Justice, New York City, for plaintiff. 

 
Ashe & Rifkin, New York City, for defendants (George Rifkin, New York City, of counsel)."
619,Opinion by,Opinion by: RYAN
