頁碼,內容類型,內容
68,Judges,"Judges: Honorable Mariana R. Pfaelzer, United States District Judge."
68,Opinion by,Opinion by: Mariana R. Pfaelzer
82,Counsel,"Counsel:  [**1]  Craig D. Diviney, Emily L. Fitzgerald, Thomas W. Tinkham, Todd R. Trumpold, and Colin Wicker, 
Dorsey & Whitney, LLP, Counsel for Plaintiff.
Brian D. Buckley and Stellman Keehnel, DLA Piper Rudnick Gray Cary, and Craig S. Coleman, Jonathan W. 
Dettmann, Richard A. Duncan, Peter C. Hennigan, and Brian B. O'Neill, Faegre & Benson, Counsel for Defendant."
82,Judges,"Judges: Michael J. Davis, Judge."
82,Opinion by,Opinion by: Michael J. Davis
94,Counsel,"Counsel:  [**1]  For Doron Precision Systems, Inc., Plaintiff: Heather E. Caramello, Joshua C. Krumholz, Holland, 
Knight Law Firm-Boston Office, Boston, MA; Peter H. Bouman, Coughlin & Gerhart, Binghamton, NY; Xibai Gao, 
Coughlin, Gerhart Law Firm, Binghamton, NY; James Vincent Marks, Holland & Knight LLP, Jacksonville, FL.
For FAAC, Inc., Defendant: Angela L. Jackson, Anthony P. Patti, Susan T. Cannell, Bruce T. Wallace, Hooper 
Hathaway Price Beuche & Wallace, Ann Arbor, MI; Michael Jeffrey Hahn, Stephen R. Buckingham, Lowenstein 
Sandler PC, Roseland, NJ.
For New York City Transit Authority, Defendant: Aidan John Synnott, Paul, Weiss, Rifkind, Wharton & Garrison 
LLP, New York, NY."
94,Judges,"Judges: PAUL A. CROTTY, United States District Judge."
94,Opinion by,Opinion by: PAUL A. CROTTY
108,Counsel,"Counsel:  [*1] For Genico Inc., doing business as Genicon, Plaintiff: Nicholas H Patton, LEAD ATTORNEY, Robert 
William Schroeder, III, Patton Tidwell & Schroeder, LLP, Texarkana, TX; Bradley Jason Benoit, Bracewell & 
Giuliani, Houston, TX; Dara Grisbee Hegar, Lanier Law Firm, Houston, TX; Eugene Roger Egdorf, W Mark Lanier, 
Lanier Law Firm - Houston, Houston, TX; Ralph D McBride, Bracewell & Patterson - Houston, Houston, TX; 
Stephen Burton Crain, Bracewell & Giuliani - Houston, Houston, TX; Stephen Burton Crain, Bracewell & Giuliani - 
Houston, Houston, TX; Stephen Burton Crain, Bracewell & Giuliani - Houston, Houston, TX.
For Ethicon Inc, Defendant: David C Giardina, James D Kole, LEAD ATTORNEYS, Sidley Austin - Chicago, 
Chicago, IL; James W Quinn, LEAD ATTORNEY, Scott Martin, Weil Gotshal & Manges-NY, New York, NY; John W 
Treece, LEAD ATTORNEY, Sidley Austin Brown & Wood, Chicago, IL; G William Lavender, Lavender Law, 
Texarkana, AR.
For Ethicon Endo-Surgery Inc, Johnson & Johnson Health Care Systems Inc, Johnson & Johnson, Defendants: 
David C Giardina, James D Kole, LEAD ATTORNEYS, Sidley Austin - Chicago, Chicago, IL; John W Treece, LEAD 
ATTORNEY, Sidley Austin Brown & Wood, Chicago, IL; G William  [*2] Lavender, Lavender Law, Texarkana, AR; 
Scott Martin, Weil Gotshal & Manges-NY, New York, NY.
For Tyco International (US) Inc., Tyco Healthcare Group LP, Defendants: Craig Huckelbridge, James Donato, 
LEAD ATTORNEYS, Courtney T Nguyen, Cooley Godward Kronish LLP - San Francisco, San Francisco, Ca; 
Howard D Shatz, John M Desmarais, LEAD ATTORNEYS, Kirkland & Ellis - NYC, New York, NY; John F Young, 
LEAD ATTORNEY, Cooley Godward Kronish LLP-Reston Va, Reston, Va; Margaret I Branick-Abilla, Neal J 
Stephens, LEAD ATTORNEYS, Cooley Godward Kronish LLP - Palo Alto, Palo Alto, CA; Lance Lee, Damon 
Michael Young, Young Pickett & Lee, Texarkana, TX; Robert Christopher Bunt, Robert M Parker, Parker, Bunt & 
Ainsworth, P.C., Tyler, TX.
For United States Surgical Corporation, Defendant: Craig Huckelbridge, James Donato, LEAD ATTORNEYS, 
Courtney T Nguyen, Cooley Godward Kronish LLP - San Francisco, San Francisco, Ca; Howard D Shatz, John M 
Desmarais, LEAD ATTORNEYS, Kirkland & Ellis - NYC, New York, NY; John F Young, LEAD ATTORNEY, Cooley 
Godward Kronish LLP-Reston Va, Reston, Va; Margaret I Branick-Abilla, LEAD ATTORNEY, Cooley Godward 
Kronish LLP - Palo Alto, Palo Alto, CA; Lance Lee, Damon Michael  [*3] Young, Young Pickett & Lee, Texarkana, 
TX.

 
For Novation LLC, Defendant: William D Sims, Jr, LEAD ATTORNEY, Robert C Walters, Vinson & Elkins, Dallas, 
TX; Bruce Allen Blefeld, Vinson & Elkins, Houston, TX; George L McWilliams, Texarkana, TX; Leisa Beaty 
Pearlman, Patton Roberts McWilliams Capshaw - Little Rock, Little Rock, AR; Sean Fletcher Rommel, Patton 
Roberts McWilliams & Capshaw - Texarkana, Texarkana, TX.
For VHA Inc, Defendant: George L McWilliams, Texarkana, TX; Leisa Beaty Pearlman, Patton Roberts McWilliams 
Capshaw - Little Rock, Little Rock, AR; Sean Fletcher Rommel, Patton Roberts McWilliams & Capshaw - 
Texarkana, Texarkana, TX.
For Premier Inc, Premier Purchasing Partners, Defendants: Elizabeth D Wright, James K Gardner, Ralph T Russell, 
LEAD ATTORNEYS, Neal Gerber & Eisenberg, Chicago, Il; Alan David Harrel, James Dennis Chambers, Atchley 
Russell Waldrop & Hlavinka, Texarkana, TX.
For Broadlane Inc, Defendant: A Paul Miller, Miller James Miller & Hornsby, Texarkana, TX; Brian C Rocca, 
Christina M Wheeler, Christopher B Hockett, Frank M Hinman, Susan J Welch, Bingham McCutchen LLP - San 
Fran, San Francisco, CA.
For Healthtrust Purchasing Group LP, Defendant: Darby Vincent Doan,  [*4] Haltom and Doan, Texarkana, Tx; 
Hugh Bartley Sloan, Robert H Mow, Jr, Sean William Fleming, Hughes & Luce - Dallas, Dallas, TX; James N 
Haltom, Haltom and Doan, Texarkana, Tx; Karen Erikson Sprole, Elrod, PLLC, Dallas, TX.
For Tyco International (US) Inc, United States Surgical Corporation, Counter Claimants: Howard D Shatz, John M 
Desmarais, LEAD ATTORNEYS, Kirkland & Ellis - NYC, New York, NY.
For Tyco Healthcare Group LP, Counter Claimant: Howard D Shatz, John M Desmarais, LEAD ATTORNEYS, 
Kirkland & Ellis - NYC, New York, NY; Robert Christopher Bunt, Parker, Bunt & Ainsworth, P.C., Tyler, TX.
For Genico Inc, Counter Defendant: Nicholas H Patton, Patton Tidwell & Schroeder, LLP, Texarkana, TX."
110,Judges,"Judges: DAVID FOLSOM, UNITED STATES DISTRICT JUDGE."
113,Counsel,"Counsel:  [*1]  For Trading Technologies International, Inc., Plaintiff: Paul H. Berghoff, McDonnell, Boehnen, 
Hulbert & Berghoff, Ltd., Chicago, IL; Dennis David Crouch, Jennifer M Kurcz, Matthew J. Sampson, Stephen 
Richard Carden, McDonnell, Boehnen, Hulbert & Berghoff, Ltd., Chicago, IL; Leif R. Sigmond, Jr., Michelle Lynn 
McMullen-Tack, McDonnell Boehnen Hulbert & Berghoff LLP, Chicago, IL; Michael M. Conway, Foley & Lardner, 
Chicago, IL; Steven F. Borsand, Trading Technologies International, Inc., Chicago, IL.
For Refco Group, Ltd. LLC, Defendant: Thomas Gerard Pasternak, Garrett B. Johnson, Imron T Aly, Karen J 
Nelson, Kirkland & Ellis LLP (Chicago), Chicago, IL; Gregory F. Corbett, Lauren Hennessey Breit, Kirkland & Ellis 
LLP, Washington, DC.
For Refco Easy Solutions, LLC, Defendant: Thomas Gerard Pasternak, Garrett B. Johnson, Imron T Aly, Karen J 
Nelson, Kirkland & Ellis LLP (Chicago), Chicago, IL; Gregory F. Corbett, Lauren Hennessey Breit, Kirkland & Ellis 
LLP, Washington, DC.
For Refco LLC, Defendant: Thomas Gerard Pasternak, Garrett B. Johnson, Imron T Aly, Karen J Nelson, Kirkland & 
Ellis LLP (Chicago), Chicago, IL; Gregory F. Corbett, Lauren Hennessey Breit, Kirkland &  [*2]  Ellis LLP, 
Washington, DC.
For Refco Easy Solutions, LLC, Refco LLC, Refco Group, Ltd. LLC, Counter Claimants: Gregory F. Corbett, 
Kirkland & Ellis LLP, Washington, DC; Karen J Nelson, Kirkland & Ellis LLP (Chicago), Chicago, IL.
For Trading Technologies International, Inc., Counter Defendant: Michael M. Conway, Foley & Lardner, Chicago, IL."
114,Judges,"Judges: Wayne R. Andersen, United States District Judge."
114,Opinion by,Opinion by: Wayne R. Andersen
118,Counsel,"Counsel:  [*1] For American Copper & Brass, Inc, on behalf of itself and all others similarly situated, The Bankrupt 
Estate of Smith And Wofford Plumbing And Industrial Supply, Inc., Plaintiffs: B. J. Wade, LEAD ATTORNEY, 
SKOUTERIS & MCGEE, PLLC, Memphis, TN USA; Jason T. Baker, LEAD ATTORNEY, ALEXANDER HAWES & 
AUDET, LLP, San Jose, CA USA; Mary Jane Fait, LEAD ATTORNEY, WOLF HALDENSTEIN ADLER FREEMAN 
& HERZ LLC- Chicago, Chicago, IL USA; Paul Kent Bramlett, LEAD ATTORNEY, BRAMLETT LAW OFFICES, 
Nashville, TN USA; Richard N. LaFlamme, LEAD ATTORNEY, LAFLAMME & MAULDIN, P.C., Jackson, MI USA; 
Ryan M. Hagan, LEAD ATTORNEY, ALEXANDER HAWES & AUDET LLP, San Jose, CA USA; William M. Audet, 
AUDET & PARTNERS, LLP, San Fransico, CA USA.
For Boliden AB, Boliden Fabrication AB, Boliden Cuivre & Zinc S.A., Defendants: Candy M. Lawson, Paul W. 
Bartel, II, LEAD ATTORNEYS, DAVIS POLK & WARDWELL, New York, NY USA; David R. Esquivel, Robert Dale 
Grimes, LEAD ATTORNEYS, BASS BERRY & SIMS PLC, Nashville, TN USA; Joshua Ray Denton, LEAD 
ATTORNEY, GULLETT SANFORD ROBINSON & MARTIN, Nashville, TN USA; Jerome A. Broadhurst, 
APPERSON CRUMP, PLC, Memphis, TN USA; Robert L. Crawford, BUTLER SNOW LLP, Memphis, TN USA.
For Halcor [*2]  S.A., Defendant: David E Mollon, LEAD ATTORNEY, WINSTON & STRAWN, LLP, New York, NY 
USA; John I. Houseal, Jr., LEAD ATTORNEY, GLANKLER BROWN, PLLC, Memphis, TN USA; Marc S Palay, 
LEAD ATTORNEY, WINSTON & STRAWN LLP; Van Davis Turner, Jr., HAGLER BRUCE & TURNER, PLLC, 
Memphis, TN USA.
For Imi Plc, Defendant: J. Brook Lathram, LEAD ATTORNEY, BASS BERRY & SIMS PLC- Memphis, Memphis, TN 
USA; Mark S. Olson, Ranelle A. Leier, LEAD ATTORNEYS, OPPENHEIMER WOLFF & DONNELLY, Minneapolis, 
MN USA; Jerome A. Broadhurst, APPERSON CRUMP, PLC, Memphis, TN USA; Robert L. Crawford, BUTLER 
SNOW LLP, Memphis, TN USA.
For Imi Kynoch Ltd, Defendant: J. Brook Lathram, LEAD ATTORNEY, BASS BERRY & SIMS PLC- Memphis, 
Memphis, TN USA; Mark S. Olson, Ranelle A. Leier, LEAD ATTORNEYS, OPPENHEIMER WOLFF & DONNELLY, 

 
Minneapolis, MN USA; Jerome A. Broadhurst, APPERSON CRUMP, PLC, Memphis, TN USA; Robert L. Crawford, 
BUTLER SNOW LLP, Memphis, TN USA.
For Yorkshire Copper Tube Ltd, Europa Metalli Spa, Defendants: Colin J. Carnahan, LEAD ATTORNEY, Parallon 
Business Solutions, Nashville, TN USA; David I. Gelfand, LEAD ATTORNEY, CLEARY GOTTLIEB STEEN & 
HAMILTON LLP, Washington, DC USA; Matthew I. Bachrack, LEAD ATTORNEY, [*3]  CLEARY GOTTLIEB 
STEEN & HAMILTON, Washington, DC USA; Paul A. Alexis, LEAD ATTORNEY, BOULT CUMMINGS CONNERS 
& BERRY, Nashville, TN USA; Jerome A. Broadhurst, APPERSON CRUMP, PLC, Memphis, TN USA; Robert L. 
Crawford, BUTLER SNOW LLP, Memphis, TN USA.
For Trefimetaux SA, Defendant: David I. Gelfand, LEAD ATTORNEY, CLEARY GOTTLIEB STEEN & HAMILTON 
LLP, Washington, DC USA; Matthew I. Bachrack, LEAD ATTORNEY, CLEARY GOTTLIEB STEEN & HAMILTON, 
Washington, DC USA; Paul A. Alexis, LEAD ATTORNEY, BOULT CUMMINGS CONNERS & BERRY, Nashville, 
TN USA; Colin J. Carnahan, Parallon Business Solutions, Nashville, TN USA; Jerome A. Broadhurst, APPERSON 
CRUMP, PLC, Memphis, TN USA; Robert L. Crawford, BUTLER SNOW LLP, Memphis, TN USA.
For Mueller Industries, Inc., Defendant: Alexandra H. Russello, Maren Wax, Matthew P. Bosher, Sameer Nitanand 
Advani, Scott S. Rose, Sean S. Buckley, William H. Rooney, LEAD ATTORNEYS, WILLKIE FARR & GALLAGHER 
LLP, New York, NY USA; Kelly M. Hnatt, LEAD ATTORNEY, PRO HAC VICE, WILLKIE FARR & GALLAGHER, 
New York, NY USA; Robert L. Crawford, LEAD ATTORNEY, BUTLER SNOW LLP, Memphis, TN USA; Jerome A. 
Broadhurst, APPERSON CRUMP, PLC, Memphis, TN USA.
For Mueller Europe Ltd, Defendant: [*4]  Jerome A. Broadhurst, APPERSON CRUMP, PLC, Memphis, TN USA; 
Robert L. Crawford, BUTLER SNOW LLP, Memphis, TN USA.
For Outokumpu Oyj, Outokumpu Copper Products OY, Defendants: Kevin M. Kearney, Robert B. Fleming, Jr., 
Robert J Fluskey, LEAD ATTORNEYS, HODGSON RUSS LLP, Buffalo, NY USA; Jerome A. Broadhurst, 
APPERSON CRUMP, PLC, Memphis, TN USA; Robert L. Crawford, BUTLER SNOW LLP, Memphis, TN USA.
For Austria Buntmetall AG, Buntmetall Amstetten G.M.B.H., Wieland Metals, Inc., Defendants: Aidan Synnott, 
Moses Silverman, LEAD ATTORNEYS, PAUL WEISS RIFKIND WHARTON & GARRISON, New York, NY USA; 
Danielle M. Aguirre, Susanne M Kandel, LEAD ATTORNEYS, PAUL WEISS RIFKIND WHARTON AND 
GARRISON, LLP, New York, NY USA; James R. Newsom, III, OFFICE OF THE ATTORNEY GENERAL AND 
REPORTER, Memphis, TN USA; Jerome A. Broadhurst, APPERSON CRUMP, PLC, Memphis, TN USA; Robert L. 
Crawford, BUTLER SNOW LLP, Memphis, TN USA.
For Outokumpu Copper USA, Inc., Defendant: Daniel C. Oliverio, Kevin M. Kearney, Robert B. Fleming, Jr., Robert 
J Fluskey, LEAD ATTORNEYS, HODGSON RUSS, LLP, Buffalo, NY USA; Jerome A. Broadhurst, LEAD 
ATTORNEY, APPERSON CRUMP, PLC, Memphis, TN USA; Robert L. Crawford, BUTLER SNOW LLP, 
Memphis, [*5]  TN USA.
For Kme America Inc.., Defendant: Colin J. Carnahan, LEAD ATTORNEY, Parallon Business Solutions, Nashville, 
TN USA; David I. Gelfand, LEAD ATTORNEY, CLEARY GOTTLIEB STEEN & HAMILTON LLP, Washington, DC 
USA; Matthew I. Bachrack, LEAD ATTORNEY, CLEARY GOTTLIEB STEEN & HAMILTON, Washington, DC USA; 
Paul A. Alexis, LEAD ATTORNEY, BOULT CUMMINGS CONNERS & BERRY, Nashville, TN USA; Jerome A. 
Broadhurst, APPERSON CRUMP, PLC, Memphis, TN USA; Robert L. Crawford, BUTLER SNOW LLP, Memphis, 
TN USA.
For Wtc Holding Company, Inc., Defendant: Jerome A. Broadhurst, APPERSON CRUMP, PLC, Memphis, TN USA; 
Robert L. Crawford, BUTLER SNOW LLP, Memphis, TN USA.
For Deno Holding Company, Inc., DENO Holding Company, Inc., Defendant: Robert L. Crawford, BUTLER SNOW 
LLP, Memphis, TN USA.
For Halcor S.A., Defendant: Caren Beth Nichol, LEAD ATTORNEY, EVANS PETREE, PC, Memphis, TN USA; 
Robert L. Crawford, BUTLER SNOW LLP, Memphis, TN USA."
120,Judges,"Judges: BERNICE BOUIE DONALD, UNITED STATES DISTRICT JUDGE.
2006 U.S. Dist. LEXIS 102874, *2"
120,Opinion by,Opinion by: BERNICE BOUIE DONALD
129,Counsel,"Counsel:  [*1]  For American Medical Response, Inc., Plaintiff: David W. Simon, Michael Edward Delehunt, Michael 
A. Naranjo, Page R. Barnes, Sean Patrick Welch, Foley and Lardner, Milwaukee, WI.
For City of Stockton, Defendant: Charles W. Reese, Mark A Stump, Michael J. Higgins, Timothy A Colvig, 
Wulfsberg Reese Covig and Firstman, Oakland, CA.
For City of Stockton, Counter Claimant: Charles W. Reese, Mark A Stump, Michael J. Higgins, Wulfsberg Reese 
Covig and Firstman, Oakland, CA.
For American Medical Response, Inc., Counter Defendant: Michael Edward Delehunt, Michael A. Naranjo, Page R. 
Barnes, Foley and Lardner, Milwaukee, WI."
129,Judges,"Judges: DAVID F. LEVI, United States District Judge."
129,Opinion by,Opinion by: DAVID F. LEVI
137,Counsel,"Counsel:  [*1]  For Dealer Computer Services Inc, formerly known as Ford Dealer Computer Services Inc, Plaintiff: 
John Carlton Allen, Attorney at Law, Houston, TX.
For Ford Motor Company, Defendant: Keith A Langley, Godwin Pappas Langley Ronquillo LLP, Dallas, TX; William 
L Monts, III, Hogan & Hartson, Washington, DC."
137,Judges,"Judges: MELINDA HARMON, UNITED STATES DISTRICT JUDGE."
137,Opinion by,Opinion by: MELINDA HARMON
143,Counsel,"Counsel:  [*1] For Marathon Financial Insurance Inc. RRG, Plaintiff: Eric S Lipper, LEAD ATTORNEY, Adams and 
Reese, LLP, Houston, TX; Nicholas H Patton, LEAD ATTORNEY, Patton Tidwell & Culbertson, LLP - Texarkana, 
Texarkana, TX; Carly Slack Anderson, Carly S Anderson Law Firm, PLLC, Texarkana, TX; Janet E Militello, Locke 
Lord LLP - Houston, Houston, TX; Joe G Roady, Adams and Reese, LLP, Houston, TX; Justin Kurt Truelove, 
Truelove Law Firm, Marshall, Tx; Stacy Lee Williams, Locke Liddell & Sapp, Houston, TX.
For Ford Motor Company, Ford Motor Credit Company, Ford Motor Service Company, American Road Insurance 
Company, Automobile Protection Corporation, Defendants: Keith A Langley, LEAD ATTORNEY, Langley LLP - 
Westlake, Westlake, TX; Christopher Louis Kurzner, Kurzner PC, Dallas, TX; Ryan Dodson Dry, Krebs Farley & 
Dry, PLLC, Plano, TX; William L Monts, III, Hogan Lovells US LLP - Washington, Columbia Square, Washington, 
DC.
For Primus Financial Services, Defendant: Keith A Langley, LEAD ATTORNEY, Langley LLP - Westlake, Westlake, 
TX; Christopher Louis Kurzner, Kurzner PC, Dallas, TX; Ryan Dodson Dry, Krebs Farley & Dry, PLLC, Plano, TX.
For Ford Extended Service Plan, Defendant: Keith A Langley, LEAD [*2]  ATTORNEY, Langley LLP - Westlake, 
Westlake, TX; Christopher Louis Kurzner, Kurzner PC, Dallas, TX.
For The American Road Insurance Company, Defendant: Keith A Langley, LEAD ATTORNEY, Langley LLP - 
Westlake, Westlake, TX; Ryan Dodson Dry, Krebs Farley & Dry, PLLC, Plano, TX."
143,Judges,"Judges: DAVID FOLSOM, UNITED STATES DISTRICT JUDGE."
143,Opinion by,Opinion by: DAVID FOLSOM
