頁碼,內容類型,內容
110,Counsel,"Counsel:  [*1] For Matthew L. Lalli, Special Master: Matthew L. Lalli, LEAD ATTORNEY, SNELL & WILMER LLP, 
Salt Lake City, UT USA.
For Entrata, Inc, formerly known as, Property Solutions International, Plaintiff, Counter Defendant: Andrew L. 
Meyer, Christian G. Andreu-von Euw, David D. Cross, Jeffrey A. Jaeckel, Marcie N. Brimer, Kerry C. Jones, Mary 
G. Kaiser, Robert W. Manoso, LEAD ATTORNEYS, PRO HAC VICE, MORRISON & FOERSTER LLP, 
Washington, DC USA; Blaine J. Benard, Darren G. Reid, Eric G. Maxfield, LEAD ATTORNEYS, HOLLAND & 
HART, Salt Lake City, UT USA; Eric M. Acker, Janet S. Kim, LEAD ATTORNEYS, PRO HAC VICE, MORRISON & 
FOERSTER LLP, San Diego, CA USA; Jane P. Bentrott, LEAD ATTORNEY, PRO HAC VICE, MORRISON & 
FOERSTER LLP, Los Angeles, CA USA; Michael A. Jacobs, LEAD ATTORNEY, PRO HAC VICE, MORRISON & 
FOERSTER, San Francisco, CA USA; Sterling Arthur Brennan, Lannie Rex Sears, LEAD ATTORNEYS, 
MASCHOFF BRENNAN LAYCOCK GILMORE ISRAELSEN & WRIGHT PLLC, Salt Lake City, UT USA; R. Parrish 
Freeman, MASCHOFF BRENNAN, Park City, UT USA.
For Yardi Systems, a California corporation, Defendant, Counter Claimant: Brett L. Foster, David B. Barlow, LEAD 
ATTORNEYS, DORSEY & WHITNEY LLP, Salt Lake City, UT USA; [*2]  Christina Y. Shin, John DeQuedville 
Briggs, Kenina J. Lee, Rachel J. Adcox, LEAD ATTORNEYS, PRO HAC VICE, AXINN VELTROP & HARKRIDER 
LLP, Washington, DC USA; Cristina M. Fernandez, LEAD ATTORNEY, PRO HAC VICE, AXINN VELTROP & 
HARKRIDER LLP, New York, NY USA; David Allan Geiger, Gwen Hochman Stewart, Irene Yang, LEAD 
ATTORNEYS, PRO HAC VICE, SIDLEY AUSTIN LLP, Chicago, IL USA; Fredric C. Nelson, John R. Foote, 
Matthew A. Richards, LEAD ATTORNEYS, PRO HAC VICE, NIXON PEABODY LLP, San Francisco, CA USA; 
Jarod G. Taylor, John M. Tanski, LEAD ATTORNEY, PRO HAC VICE, AXINN VELTROP & HARKRIDER LLP, 
Hartford, CT USA; Jason P. Gonzalez, Shawn G. Hansen, LEAD ATTORNEYS, PRO HAC VICE, NIXON 
PEABODY LLP, Los Angeles, CA USA; Michael J. Bettinger, Ryan M. Sandrock, Theodore W. Chandler, LEAD 
ATTORNEY, PRO HAC VICE, SIDLEY AUSTIN LLP, San Francisco, CA USA; Monica S. Call, Jordan C. Bledsoe, 
Wesley F. Harward, LEAD ATTORNEYS, STOEL RIVES, Salt Lake City, UT USA; Nathan A. Greenblatt, LEAD 
ATTORNEY, SIDLEY AUSTIN LLP, Palo Alto, CA USA; Timothy K. Conde, LEAD ATTORNEY, OKLAND 
CONSTRUCTION COMPANY, Salt Lake City, UT USA."
112,Judges,"Judges: Clark Waddoups, United States District Judge."
112,Opinion by,Opinion by: Clark Waddoups
124,Counsel,"Counsel: PATRICK J. COUGHLIN, Robbins Geller Rudman & Dowd LLP, San Diego, CA (Steven F. Hubachek, 
Carmen A. Medici, on the brief), for Direct Purchaser Plaintiffs-Appellants.
DEREK BRANDT, Brandt Law LLC, Edwardsville, IL (Walter W. Noss, Stephanie A. Hackett, Scott + Scott, 
Attorneys at Law, LLP, San Diego, CA, on the brief), for Plaintiffs-Appellants Eastman Kodak Co., AGFA Corp., 
AGFA Graphics NV, Fujifilm Manufacturing U.S.A., Inc. and Mag Instrument Inc.
ROBERT J. PALMERSHEIM, Honigman Miller Schwartz and Cohn LLP, Chicago, IL (David E. Koropp, Anand [**2]  
C. Mathew, Matthew G. Mrkonic, on the brief), for Plaintiffs-Appellants Reynolds Consumer Products LLC and 
Southwire Co. LLC.
936 F.3d 86, *86; 2019 U.S. App. LEXIS 25852, **1

 
RICHARD C. PEPPERMAN II, Sullivan & Cromwell LLP, New York, NY (Suhana S. Han, William H. Wagener, 
Sullivan & Cromwell LLP, New York, NY; John M. Nannes, John H. Lyons, Skadden, Arps, Slate, Meagher & Flom 
LLP, Washington, D.C.; Robert D. Wick, Henry Liu, John Playforth, Covington & Burling LLP, Washington, D.C.; 
Eliot Lauer, Jacques Semmelman, Curtis, Mallet-Prevost, Colt & Mosle LLP, New York, NY, on the brief), for 
Defendants-Appellees."
124,Judges,"Judges: Before: LEVAL, LYNCH, and DRONEY, Circuit Judges."
124,Opinion by,Opinion by: LEVAL
149,Counsel,"Counsel:  [*1] For Cave Consulting Group, Inc., Plaintiff: Holly A. House, LEAD ATTORNEY, Law Offices of Holly 
House, Berkeley, CA; Charles W. Steese, PRO HAC VICE, Steese Evans & Frankel, P.C., Denver, CO; David W. 
Harlan, Mark Aaron Thomas, Paul L Smelcer, Zachary C. Howenstine, PRO HAC VICE, Nicholas Berthoud Clifford, 
Jr., Armstrong Teasdale LLP, St. Louis, MO; Richard Louis Brophy, Armstrong Teasdale, St. Louis, MO; Sophie J. 
Sung, Paul Hastings LLP, San Francisco, CA.
For OptumInsight, Inc., Defendant: Ben Kappelman, Minneapolis, MN; Caitlin Hull, Frederick Matthew Ralph, 
Kenneth Eli Levitt, Dorsey and Whitney LLP, Minneapolis, MN; Jeremy Todd Elman, Patricia Anne Welch, Dorsey & 
2019 U.S. Dist. LEXIS 161139, *161139

 
Whitney LLP, Palo Alto, CA; Peter Lancaster, Shannon L Bjorklund, PRO HAC VICE, Dorsey and Whitney LLP, 
Minneapolis, MN."
149,Judges,"Judges: JOSEPH C. SPERO, Chief United States Magistrate Judge."
149,Opinion by,Opinion by: JOSEPH C. SPERO
206,Counsel,"Counsel:  [*1] For Nelayda Fonte, Dr., an individual, Plaintiff: Benjamin H. Yormak, Yormak Disability Law Group, 
Bonita Springs, FL.
For Lee Memorial Health System, Venkat Prasad, Dr., Defendants: Angelique Groza Lyons, LEAD ATTORNEY, 
Constangy, Brooks & Smith, LLP, Tampa, FL."
206,Judges,"Judges: SHERI POLSTER CHAPPELL, UNITED STATES DISTRICT JUDGE."
206,Opinion by,Opinion by: SHERI POLSTER CHAPPELL
212,Counsel,"Counsel:  [*1] For Corporate Auto Resource Specialist, LTD, Plaintiff: Jason M. Shinn, Shinn Legal, PLC, Keego 
Harbor, MI.
For Suburban Motors Company, LLC, Laura Ann Blankenship, Michael Masson, Defendants: Suzanne P. Bartos, 
Cummings McClorey Davis & Acho, PLC, Livonia, MI.
For James Melton, Sr, James Melton, Jr., Defendants: Bernard J. Fuhs, Butzel Long, Detroit, MI; Ivonne M. Solar 
Garcia, Butzel Long, Detroit, MI; Ziyad I. Hermiz, Butzel Long, Detroit, MI.
For Brian Blankenship, Defendant: Eric A. Parzianello, Hubbard Snitchler & Parzianello PLC, Plymouth, MI; John A. 
Hubbard, Hubbard Snitchler & Parzianello PLC, Plymouth, MI."
212,Judges,"Judges: Victoria A. Roberts, District Judge. MAGISTRATE JUDGE DAVID R. GRAND."
212,Opinion by,Opinion by: Victoria A. Roberts
222,Counsel,"Counsel:  [**1] For City of Birmingham Retirement And Relief System, Electrical Workers Pension System Local 
103, I.B.E.W., Local 103, I.B.E.W. Health Benefit Plan Individually and on Behalf of All Others Similarly Situated, 
396 F. Supp. 3d 354, *354; 2019 U.S. Dist. LEXIS 147652, **147652

 
Plaintiffs: Vincent Briganti, LEAD ATTORNEY, Julia R McGrath, Christian Levis, Margaret Ciavarella MacLean, 
Roland Raymond St. Louis, III, Lowey Dannenberg P.C., White Plains, NY USA; Amanda F. Lawrence, 
Scott&Scott, Attorneys at Law, LLP, Colchester, CT USA; George A. Zelcs, Randall P. Ewing, Jr., Korein Tillery, 
LLC, Chicago, IL USA; Thomas Kay Boardman, Christopher M. Burke, Scott + Scott, L.L.P.(NYC), New York, NY 
USA.
For Dallas Area Rapid Transit Employees Defined Benefit Retirement Plan And Trust, Sheet Metal Workers Local 
19 Pension Fund, Plaintiffs: Michael Benjamin Eisenkraft, LEAD ATTORNEY, Carol V. Gilden, Christina Donato 
Saler, Sharon Kunjumon Robertson, Cohen Milstein Sellers & Toll PLLC, New York, NY USA; Robert Abraham 
Braun, Cohen Milstein Sellers & Toll, PLLC, Washington, DC USA.
For Mayor And City Council of Baltimore, Plaintiff: William Christopher Carmody, LEAD ATTORNEY, Susman 
Godfrey LLP (NYC), New York, NY USA.
For International Association of Heat And Frost [**2]  Insulators And Allied Workers Local No. 14 Pension And 
Health And Welfare Funds, Plaintiff: Michael J. Kane, Berger Montague PC, Philadelphia, PA USA.
For Alaska Electrical Pension Fund, Plaintiff: David W. Mitchell, LEAD ATTORNEY, Robbins Geller Rudman & 
Dowd LLP (SANDIEGO), San Diego, CA USA; Anthony P. Alden, Quinn Emanuel Urguhart & Sullivan, Los 
Angeles, CA USA; Christopher Mun-Yin Seck, Daniel Lawrence Brockett, Quinn Emanuel Urquhart & Sullivan 
(NYC), New York, NY USA; Jeremy Daniel Andersen, Manisha M. Sheth, Quinn, Emanuel, Urquhart, Oliver & 
Hedges, LLP (CA), Los Angeles, CA USA; Steig Olson, Thomas Lepri, Quinn Emanuel, New York, NY USA.
For Police Retirement System of St. Louis, Puerto Rico Government Employees And Judiciary Retirement Systems 
Administration, Plaintiffs: Mitchell M.Z. Twersky, LEAD ATTORNEY, Atara Hirsch, Abraham Fruchter & Twersky 
LLP, New York, NY USA.
For Joseph Torsella, IN His Official Capacity as Treasurer of The Commonwealth of Pennsylvania, Plaintiff: Vincent 
Briganti, LEAD ATTORNEY, Lowey Dannenberg P.C., White Plains, NY USA.
For Bank of America, N.A., Merrill Lynch, Pierce, Fenner & Smith Inc., Defendants: John E. Schmidtlein, LEAD 
ATTORNEY, Jesse [**3]  T. Smallwood, Jonathan Bradley Pitt, Lauren Anna Howard, William Jefferson Vigen, 
Williams & Connelly L.L.P., Washington, DC USA; Beth A. Stewart, Beth Stewart Esq, Washington, DC USA.
For Barclays Bank Plc, Barclays Capital Inc., Defendants: Lawrence Edward Buterman, Lilia Borislavova Vazova, 
Richard David Owens, LEAD ATTORNEYS, Adam Brian Shamah, Eric Lewis Taffet, Gregory Stephen Mortenson, 
Latham & Watkins LLP (NY), New York, NY USA.
For Credit Suisse AG, Credit Suisse Securities (Usa) Llc, Defendants: David George Januszewski, Herbert Scott 
Washer, Jason Michael Hall, Jonathan David Thier, Peter James Linken, Samuel Giffin Mann, Cahill Gordon & 
Reindel LLP, New York, NY USA.
For Ftn Financial Securities Corp., First Tennessee Bank, N.A., Defendants: Henry Liu, Robert D. Wick, Covington 
& Burling, LLP (DC), Washington, DC USA.
For Jpmorgan Chase Bank, N.A., J.P. Morgan Securities Llc, Defendants: Boris Bershteyn, LEAD ATTORNEY, 
Gretchen Wolf, Lara A Flath, Skadden, Arps, Slate, Meagher & Flom LLP (NYC), New York, NY USA.
For Ubs Securities Llc, Defendant: Jefferson Eliot Bell, LEAD ATTORNEY, Gibson, Dunn & Crutcher, LLP (NY), 
New York, NY USA; David Jarrett Arp, PRO HAC VICE, Gibson, [**4]  Dunn & Crutcher, LLP (DC), Washington, 
DC USA.
For Jefferies Group Llc,, Defendant: Kenneth Ian Schacter, LEAD ATTORNEY, Brian A. Herman, Jawad B. Muaddi, 
Morgan Lewis & Bockius, LLP (NY), New York, NY USA.
For Deerfield Beach Municipal Firefighters Pension Trust Fund, Lincolnshire Police Pension Fund, Adr Providers: 
Linda P. Nussbaum, LEAD ATTORNEY, Nussbaum Law Group, P.C., New York, NY USA."
223,Judges,"Judges: JED S. RAKOFF, UNITED STATES DISTRICT JUDGE.
396 F. Supp. 3d 354, *354; 2019 U.S. Dist. LEXIS 147652, **1"
223,Opinion by,Opinion by: JED S. RAKOFF
