頁碼,內容類型,內容
255,Counsel,"Counsel:  [*1]  For Fouad N Dagher, Bisharat Enterprises Inc, Alfred Buczkowski, Esequiel Delagado, Mahwash 
Farzaneh, Nasser El-Radi, G G&R Petroleum Inc, HJF Inc, Kaleco Co, Mike M Madani, Carlos Marquez, Sami 
Merhi, Edgardo R Parungao, Paul E Peterson, Ron Abel Serv Center Inc, Gullermo Ramirez, Jerry's Shell Serv 
Center Inc, Leopoloo Ramirez, Nazar Sheibaini, Sitara Management Corporation, Tinsel Enterprises Inc, Quang 
Truong, Steven Ray Vezerian, Los Feliz Shell Inc, Nassim Hanna, Plaintiffs:Daniel R Shulman, Shulman Law 
Offices, Minneapolis, MN; David L Shulman, Shulman Law Offices, Minneapolis, MN; David M Sullivan, Shulman 
Law Offices, Minneapolis, MN; John H Boone, John H Boone Law Offices, San Francisco, CA; Joseph M Alioto, 
Alioto Law Firm, San Francisco, CA. Terry M Walcott, Shulman Law Offices, Minneapolis, MN; Thomas P Bleau, 
Bleau Fox & Fong, Los Angeles, CA.
For Saudi Refining Inc, Defendant:Brian Arnold, Kirkland & Ellis, Los Angeles, CA; Bryan A Merryman, White & 
Case, Los Angeles, CA; Michael Shuster, White & Case, New York, NY. 
For Texaco Inc, Defendant: Alan M Grimaldi, Howrey Simon Arnold & White, Washington, DC; Dale J Giali, 
Howrey, Los Angeles, CA; Eric J McCarthy,  [*2]  Howrey Simon Arnold & White, Washington, DC; Kristen S 
Scammon, Howrey Simon Arnold & White, Washington, DC; Patricia G Butler, Howrey Simon Arnold & White, 
Washington, DC; Thomas J Nolan, Skadden Arps Slate Meagher and Flom, Los Angeles, CA; Victor J Miller, 
Howrey Simon Arnold & White, Washington, DC; William R O'Brien, Howrey Simon Arnold & White, Washington, 
DC; 
For Shell Oil Company, Defendant: Bradley S Phillips, Munger Tolles & Olson, Los Angeles, CA; Ronald L Olson, 
Munger Tolles & Olson, Los Angeles, CA; Stuart N Senator, Munger Tolles & Olson, Los Angeles, CA; William D 
Temko, Munger Tolles and Olson, Los Angeles, CA."
256,Judges,"Judges: GEORGE H. KING, United States District Judge."
256,Opinion by,Opinion by: GEORGE H. KING
280,Counsel,"Counsel: Cohelan & Khoury, Timothy D. Cohelan, Isam C. Khoury, Margaret L. Coates; Daniel J. Mogin and 
Angela Milea Mogin for Plaintiffs and Appellants.
John J. Sansone, County Counsel (San Diego), Diane Bardsley, Chief Deputy County Counsel, Timothy M. Barry, 
Deputy County Counsel; Casey Gwinn, City Attorney (San Diego) and Leslie E. Devaney, Assistant City Attorney, 
as Amici Curiae on behalf of Plaintiffs and Appellants.
Ronald C. Redcay, Richard C. Morse, John J. Kralik, IV, Susan C. Wright; Post, Kirby, Noonan & Sweat, David J. 
Noonan, Sandra L. Lackey; Latham & Watkins, James W. Baker, Peter H. Benzian, John J. Lyons, Gregory N. 
Pimstone, Julia E. Parry; Pillsbury, Madison & Sutro, Robert A. Mittelstaedt, Craig E. Stewart, Caroline N. Mitchell; 
Paul R. Truebenbach; Hogan & Hartson, Mary Carter Andrues, Kirsten S. Harbers, John Mark Potter, Andrew J. 
Kilcarr, Stephen G. Vaskov; Elizabeth J. Haeglin;  [***2]  Patrick J. Sullivan, Kelly Scoffield, Gregory T. Kenny; 
Munger, Tolles & Olson, Ronald L. Olson, Bradley S. Phillips, William D. Temko, Hojoon Hwang; Raymond V. 
McCord; Robert E. Fuller, Mark D. Litvak; Howrey & Simon, Charles H. Samel, Dale J. Giali, Cheryl O'Connor 
Murphy, Mark I. Levy, Alan M. Grimaldi; Lawrence R. Jerz; Blecher & Collins, Maxwell M. Blecher, Harold R. 
Collins, Jr., William Hsu; Marylin Jenkins Milner; Manatt, Phelps & Phillips, Craig J. de Recat, Kevin O'Connell and 
Dennis Franks for Defendants and Appellants.
Neilsen, Merksamer, Parrinello, Mueller & Naylor, John E. Mueller, Andrew M. Wolfe; McDougal, Love, Eckis & 
Grindle, and Glenn P. Sabine as Amici Curiae on behalf of Defendants and Appellants."
280,Judges,"Judges: McDONALD, J. WE CONCUR: WORK, Acting P.J., HUFFMAN, J."
280,Opinion by,Opinion by: McDONALD
334,Counsel,"Counsel: For DISCON, INC., plaintiff: Lawrence C. Brown, John H. Ring, III, Esq., Buffalo, NY. John H. Ring, III, 
Esq., Cheektowaga, NY.
For NYNEX CORPORATION, NYNEX MATERIAL ENTERPRISES, NEW YORK TELEPHONE, defendants: 
Edward S. Bloomberg, Esq., Phillips, Lytle, Hitchcock, Blame & Huber, Buffalo, NY. Richard H. Wagner, Esq., 
Nynex Corporation, White Plains, NY. Guy Miller Struve, Esq., Davis, Polk & Wardwell, New York, NY."
334,Judges,"Judges: HONORABLE RICHARD J. ARCARA, UNITED STATES DISTRICT JUDGE."
334,Opinion by,Opinion by: RICHARD J. ARCARA
348,Counsel,"Counsel: ARGUED: James William St Clair, ST CLAIR & LEVINE, Huntington, West Virginia, for Appellants.
Thomas M. Byrne, SUTHER LAND, ASBILL & BRENNAN, L.L.P., Atlanta, Georgia, for Appellees.
ON BRIEF: William D. Levine, ST CLAIR & LEVINE, Huntington, West Virginia, for Appellants.
Kristen Jones Indermark, SUTHERLAND, ASBILL & BRENNAN, L.L.P., Atlanta, Georgia; Robert H. Sweeney, Jr., 
Scott D. Maddox, JENKINS FENSTERMAKER, P.L.L.C., Huntington, West Virginia; Michael T. Chaney, KAY, 
CASTO, CHANEY, LOVE & WISE, Charleston, West Virginia, for Appellees."
348,Judges,"Judges: Before MURNAGHAN, NIEMEYER, and TRAXLER, Circuit Judges."
352,Counsel,"Counsel:  [*1] For PERIDOT, INC., VERNON INCORPORATED, plaintiffs: Wood Robertson Foster, Jr, Jordan 
Matthew Lewis, Siegel Brill Greupner & Duffy, Mpls, MN, Shane C Perry, Perry Perry & Perry, Mpls. MN, Charles 
Barnhill, Miner Barnhill & Galland, Madison, WI, Wood Robertson Foster, Jr, plaintiffs: Jordan Matthew Lewis, 
Shane C Perry, Charles Barnhill.
For KIMBERLY-CLARK CORPORATION, SCOTT PAPER COMPANY, INC., defendants: Thomas S Fraser, 
Cynthia A Jokela, Fredrikson & Byron, Mpls, MN, Nathan P Eimer, Sidley & Austin, Chicago, IL, Andre G Klevorn, 
David C Giardina, Cynthia E Smith, Thomas S Fraser, Cynthia A Jokela, Nathan P Eimer, Andre G Klevorn, David 
C Giardina, Cynthia E Smith.
For GEORGIA-PACIFIC CORP, defendant: Bradley Grayson Clary, Richard J Wegener, Oppenheimer Wolff & 
Donnelly, Mpls, MN, David Boies.
For FORT HOWARD CORPORATION, defendant: John Frederick Beukema, Faegre & Benson, Mpls, MN, James 
H Walsh, Howard Feller, Terrence M Bagley, McGuire Woods Battle & Boothe, Norfolk, VA.
For BAY WEST PAPER CORPORATION, defendant: James R Clark, Foley & Lardner, Milwaukee, WI, G 
Halfenger, David Simon.
For CASCASDES INDUSTRIES, INC., defendant: Eric J Lobenfeld.
For ENCORE PAPER COMPANY, INC., defendant:  [*2] Peter Scott Hendrixson, Peter W Carter, Dorsey & 
Whitney, Mpls, MN, Stuart Parsons, Daniel M Janssen, W Stuart Parsons, Not Admitted.
For JAMES RIVER CORPORATION OF VIRGINIA, defendant: John Frederick Beukema, James H Walsh, Howard 
Feller, Terrence M Bagley.
For MARCAL PAPER MILLS, INC., defendant: Anthony A Dean, Windels Marx Davies & Ives, New York, NY.

 
For WISCONSIN TISSUE MILLS, INC., defendant: Mark M Velguth, Foley & Lardner, Milwaukee, WI, Thomas G 
Slater, Hewitt Pate, R Hewitt Pate, Douglas M Garrou."
353,Judges,Judges: The Honorable Roberta K. Levy Judge of District Court.
353,Opinion by,Opinion by: Roberta K. Levy
362,Counsel,"Counsel: Charles F. Wheatley, Jr. with whom Wheatley & Ranquist, Kenneth M. Barna, Alan K. Posner and Rubin 
& Rudman were on brief for plaintiff.
Edward Berlin with whom Robert V. Zener, Swidler Berlin Shereff Friedman, LLP, John F. Sherman, III, Associate 
General Counsel, The NEES Companies, David H. Erichsen, Peter A. Spaeth and Hale and Dorr LLP were on brief 
for appellees New England Power Company and New England Electric System (NEES).
Steven W. Phillips with whom Richard M. Brunell, Robert L. Bocchino, Jr. and Foley, Hoag & Eliot LLP were on brief 
for appellees Pacific Gas & Electric Company and PG&E Corporation."
362,Judges,"Judges: Before Boudin, Stahl and Lipez, Circuit Judges."
362,Opinion by,Opinion by: BOUDIN
378,Counsel,"Counsel: For FORD MOTOR COMPANY, plaintiff: Ernie L. Brooks, Robert C. Tuttle, Frank A. Angileri, Brooks & 
Kushman, Southfield, MI.
For ROBERT LANE, defendant: Charles M. Pickrell, Nashville, IN.
For ROBERT LANE, counter-claimant: Charles M. Pickrell, Nashville, IN.
For FORD MOTOR COMPANY, counter-defendant: Ernie L. Brooks, Robert C. Tuttle, Frank A. Angileri, Brooks & 
Kushman, Southfield, MI."
379,Judges,"Judges: Nancy G. Edmunds, U. S. District Judge."
379,Opinion by,Opinion by: Nancy G. Edmunds
392,Counsel,"Counsel: For GUS G. DALEURE, JR., CHRISTINE LEAKE, BELINDA MORRISON, PAUL DIXON KUBALA, TINA 
OWEN, JESSE CARL EMERT, SR., JAMES B. ADAMS, JR., GAIL E. ANDERSON, plaintiffs: Bart Adams, Bart 
Adams & Associates, Louisville, KY. F. Thomas Conway, Louisville, KY.
For COMMONWEALTH OF KENTUCKY, defendant: Mary R. Harville, Reed, Weitkamp, Schell, Cos & Vice, 
Louisville, KY. James R. Cox, Louisville, KY.
STATE OF MISSOURI, defendant: Denise Garrison McElvein, Office of the Attorney General, State of Missouri, St. 
Louis, MO.
For GRAYSON COUNTY FISCAL COURT, BULLITT COUNTY FISCAL COURT, LARUE FISCAL COURT, FISCAL 
COURT OF FRANKLIN COUNTY, KENTUCKY, OLDHAM COUNTY FISCAL COURT, defendants: Melanie Straw-
Boone, Landrum & Shouse, Louisville, KY. Dave Whalin, Landrum & Shouse, Louisville, KY.
For JEFFERSON COUNTY FISCAL COURT, defendant: Suzanne D. Cordery, Assistant Jefferson County Attorney, 
Louisville, KY.
For MCI TELECOMMUNICATIONS [**2]  CORPORATION, defendant: C. Kent Hatfield, Charles Gibson Middleton, 
III, Henry S. Alford, Middleton & Reutlinger, Louisville, KY. Thomas F. O'Neill, III, Adam H. Charnes, MCI 
Telecommunications Corporation, Washington, DC.
For INVISION TELECOM, INC., defendant: John E. Selent, Dinsmore & Shohl, Louisville, KY. Matthew W. Breetz, 
Stites & Harbison, Louisville, KY.
For LDDS WORLDCOM, defendant: C. Kent Hatfield Middleton & Reutlinger, Louisville, KY.
For GATEWAY TECHNOLOGIES, INC., defendant: William H. Hollander, Wyatt, Tarrant & Combs, Louisville, KY. 
Elise P.W. Kiely, Blumenfeld & Cohen, Washington, DC. Glenn B. Manishin, Patton, Boggs LLP, McLean, VA.
For SECURITY TELECOM CORPORATION, defendant: Gary E. Smith, Graham, Bright & Smith, Dallas, TX."
393,Judges,"Judges: JOHN G. HEYBURN II, JUDGE, U.S. DISTRICT COURT."
393,Opinion by,Opinion by: JOHN G. HEYBURN II
410,Counsel,"Counsel: For PIGGLY WIGGLY CLARKSVILLE INC, E E KAINE, DANDY DOODLE INC, plaintiffs: John (Jack) 
Brown Baldwin, Baldwin & Baldwin, Marshall, TX.
For PIGGLY WIGGLY CLARKSVILLE INC, plaintiff: David J Manogue, Specter Law Offices, Pittsburgh, PA.
For PIGGLY WIGGLY CLARKSVILLE INC, plaintiff: Steven Alan Kanner, Much Shelist Freed Denenberg Ament 
Bell & Rubenstein, Chicago, IL.
For PIGGLY WIGGLY CLARKSVILLE INC, ABRAHAM'S FOOD TOWN INC, STAGGERS OIL COMPANY OF 
TEXAS, STAGGERS OIL COMPANY OF LOUISIANA, E E KAINE, DANDY DOODLE INC, plaintiffs: Isaac L Diel, 
Todd R Seelman, Vernon N Reaser, Jr, Attorney at Law, Victoria, TX.
For PIGGLY WIGGLY CLARKSVILLE INC, ABRAHAM'S FOOD TOWN INC, STAGGERS OIL COMPANY OF 
TEXAS, STAGGERS OIL COMPANY OF LOUISIANA, E E KAINE, DANDY DOODLE INC, plaintiffs: Thomas H 
Brill, Law Offices of Thomas H Brill, Leawood, KS.
For ABRAHAM'S FOOD TOWN INC, STAGGERS OIL COMPANY OF TEXAS, STAGGERS OIL COMPANY OF 
LOUISIANA, plaintiffs: Francis Scott Baldwin, Sr, John (Jack) Brown Baldwin, Baldwin & Baldwin, Marshall, TX.
For ABRAHAM'S FOOD TOWN INC, STAGGERS OIL COMPANY OF [**2]  TEXAS, STAGGERS OIL COMPANY 
OF LOUISIANA, plaintiffs: David E Sharp, Greenberg Peden Siegmyer & Oshman, Houston, TX.
For ABRAHAM'S FOOD TOWN INC, STAGGERS OIL COMPANY OF TEXAS, STAGGERS OIL COMPANY OF 
LOUISIANA, plaintiffs: Joseph B Cox, Jr, Cox and Cox, Raleigh, NC.
For E E KAINE, plaintiff: Michael A Havard, Provost & Umphrey, Beaumont, TX.
For E E KAINE, plaintiff: Paul E Slater, Sperling Slater & Spitz, Chicago, IL.
For INTERSTATE BRANDS CORPORATION: Jerry Lynn Beane, Strasburger & Price."
411,Judges,"Judges: RICHARD A. SCHELL, UNITED STATES DISTRICT JUDGE."
411,Opinion by,Opinion by: RICHARD A. SCHELL
