頁碼,內容類型,內容
147,Counsel,"Counsel: Robert Friedrich, 
Environmental Protection Agency, Attorneys for Plaintiff.
Peter L. Murphy, McNair Law Firm, Stephen G. Morrison, Joseph T.  Strickland, Ken Suggs, Suggs and Kelly, 
Attorneys for Defendants."
147,Judges,"Judges:  Clyde H. Hamilton, United States District Judge."
147,Opinion by,Opinion by: HAMILTON
159,Counsel,"Counsel: Ronald G. Carr argued the cause for petitioners.  With him on the briefs were Robert F. Hanley, Alan K. 
Palmer, and Phillip Areeda.
Deputy Solicitor General Cohen argued the cause for the United States et al. as amici curiae urging reversal.  With 
him on the brief were Solicitor General Fried, Assistant Attorney General Ginsburg, Deputy Assistant Attorney 
General Cannon, Jerrold J. Ganzfried, Catherine G. O'Sullivan, Andrea Limmer, and Marcy J. K. Tiffany.
William C. McClearn argued the cause for respondent.  With him on the brief were James E. Hartley, Elizabeth A. 
Phelan, and Marcy G. Glenn. *"
159,Judges,"Judges: BRENNAN, J., delivered the opinion of the Court, in which REHNQUIST, C. J., and MARSHALL, 
POWELL, O'CONNOR, and SCALIA, JJ., joined.  STEVENS, J., filed a dissenting opinion, in which WHITE, J., 
joined, post, p. 122.  BLACKMUN, J., took [****4]  no part in the consideration or decision of the case."
159,Opinion by,Opinion by: BRENNAN
174,Judges,"Judges:  Ilana Diamond Rovner, United States District Judge."
174,Opinion by,Opinion by: ROVNER
189,Counsel,"Counsel: Sonnenschein, Carlin, Nath & Rosenthal, Alan H. Silberman, Esq., Davis, Nesper & McElvein, Gabriel J. 
Ferber, Esq., for Plaintiff.
Hodgson, Russ, Andrews, Woods & Goodyear, Victor T. Fuzak, Esq., Robert W. Keller, Esq., for Defendants."
189,Judges,"Judges:  John T. Curtin, United States District Judge."
189,Opinion by,Opinion by: CURTIN
196,Counsel,"Counsel:  [*1]  Mark S. Pearlstein, Esq.; William DeStefano, Esq."
196,Opinion by,Opinion by: CAHN
206,Counsel,"Counsel: Arthur Leeds, for Appellant. 
Martin Tachiki, Esq., for Appellee."
206,Judges,"Judges: Schroeder, Canby and Thompson, Circuit Judges."
206,Opinion by,Opinion by: CANBY
214,Counsel,"Counsel: William D. Iverson, Washington, D.C., for Petitioner.
Melvin H. Orlans, Washington, D.C., for Respondent."
214,Judges,"Judges: Posner and Flaum, Circuit Judges, and Campbell, Senior District Judge. *"
214,Opinion by,Opinion by: POSNER
227,Counsel,"Counsel:  [**1]  Lesinski, Krall, Murphy & O'Neill, by: T. John Lesinski, Michael F.  Murphy, Esq., John P. Morris, 
Esq., Cohen, Milstein & Hausfeld, P.C., by: Jerry S. Cohen, Esq., Ann C. Yahner, Esq., Russell & Dlugokinski, P.C., 
by: Dennis J. Dlugokinski, Esq., for Plaintiffs.
Miller, Canfield, Paddock & Stone, by: Larry J. Saylor, Esq., for City of Pontiac and City of Pontiac Hospital Building 
Authority.
Dykema, Gossett, Spencer, Goodnow & Trigg, by: Roger K. Timm, for Pontiac Osteopathic Hospital and Crittenton 
Hospital.
Marvin L. Bromley, Esq., Assistant Attorney General, Edwin M. Bladen, Esq., Assistant Attorney General, for Balius 
Walker, Jr., Maurice S.  Reizen, M.D., Herman A. Ziel, M.C., Richard Reihmer.
Charles Sorenson, Esq., for United States Department of Health and Human Services and Margaret Heckler.
Long, Preston, Kinnaird & Avant, by: Grady Avant, Jr., Esq., for North Oakland County Planning Steering 
Committee and Greater Detroit Area Health Council, Inc.
Maxwell, Smith, Hanson and Mulvoy, by: Robert A. Maxwell, Esq., for Sisters of Mercy Corporation.
Riley and Roumell, by: Timothy M. Guerriero, Esq., for Comprehensive Health Planning Council of Southeastern 
Michigan, Paul [**2]  Massaron and Terence E. Carroll."
228,Judges,"Judges:  Horace W. Gilmore, United States District Judge."
228,Opinion by,Opinion by: GILMORE
252,Counsel,"Counsel:  [**1]  Robert T. Perry, Esq., Media Law Clinic, New York Law School, Attorney for Plaintiff, By: 
Donaldson Brown, Christopher McHattie, Brendon Newcomb, Student Interns.
Cravath, Swaine & Moore, Esqs., Attorneys for Defendants, Manhattan Cable TV, Inc., American Television and 
Communications, Inc., Time, Inc. and Home Box Office, Inc., By: Robert D. Joffe, Esq., Stephen S. Madsen, Esq., 
Ronald K. Chen, Esq., Alden L. Atkins, Esq., Mark A. Sirota, Esq., of Counsel."
252,Judges,"Judges:  Robert W. Sweet, D.J."
252,Opinion by,Opinion by: SWEET
274,Counsel,"Counsel:  [**1]  Frederick L. Whitmer, Esq., Pitney, Hardin, Kipp & Szuch, for Plaintiff.
Eric J. Lobenfeld, Esq., Donovan, Leisure, Newton & Irvine, and Clive S.  Cummis, Esq. and Steven S. Radin, Esq., 
Sills, Beck, Cummis, Zuckerman, Radin, Tischman & Epstein, for Defendant."
274,Judges,"Judges: Lechner, J."
274,Opinion by,Opinion by: LECHNER
297,Counsel,"Counsel: 
On December 19, 1986, judgment was entered against plaintiff Hudson's Bay Company Fur Sales, Inc. (""Hudson"") 
on all counts of its complaint (the ""Judgment""). The court issued its opinion (the """
302,Counsel,"Counsel:  [**1]  Speiser & Krause, P.C., Joseph A. McManus, Esq., of Counsel, Blum, Kaplan, Friedman, 
Silberman & Beran, Esqs., Randy Lipsitz, Esq., of Counsel, for Plaintiff.
Patton, Boggs & Blow, Esq., Allen A. Tuttle, Esq., of Counsel, Gold, Farrell & Marks, Esq., Paul Licalsi, Esq., of 
Counsel, for Defendants."
303,Judges,"Judges: William C. Conner, D.J."
303,Opinion by,Opinion by: CONNER
312,Counsel,"Counsel:  [**1]  Peter Hearn, Esquire, Pepper, Hamilton & Scheetz, J. Daniel Sagarin, Esquire, William B. Barnes, 
Esquire, Hurwitz & Sagarin, Richard M. Rindler, Esquire, Arthur M. Adelberg, Esquire, Robert J. Dominguez, 
Esquire, Pepper Hamilton & Scheetz, Peter G. Eikenberry, Esquire, Marilyn B. Fagelson, for Plaintiffs.
Lawrence W. Iannotti, Esquire, Ronald J. Cohen, Esquire, Tyler Cooper & Alcorn, Dennis McInerney, Esquire, 
Charles Platto, Esquire, Patricia Farren, Cahil Gordon & Reindel, George Freeman, Esquire, for Defendant New 
York Times.
John Lee, Esquire, for Defendant Callcenter Services, Inc.
Alan Neigher, Esquire, Judith M. Trutt, for Plaintiff Guimond. 
Special Master: Kenneth Wallace, Esquire."
313,Judges,"Judges:  Robert C. Zampano, Senior United States District Judge."
313,Opinion by,Opinion by: ZAMPANO
322,Opinion by,Opinion by:  [*1]  SHADUR
328,Counsel,"Counsel: Joseph M. Alioto and Daniel R. Schulman with whom Gray, Plant, Mooty, Mooty & Bennett, Alioto & 
Alioto, Jerry Cohen, Cohen & Burg and Joseph S. Iandiorio were on briefs for Robert B. Turner, et al. 
Frederick T. Davis with whom Lynn P. Freedman, Howard S. Schrader, Riemer & Braunstein and Patterson, 
Belknap, Webb & Tyler were on brief for Johnson & Johnson and Charles M. Hartman."
328,Judges,"Judges: Coffin, Circuit Judge, Wisdom * and Aldrich, Senior Circuit Judges."
328,Opinion by,Opinion by: COFFIN
339,Counsel,"Counsel:  [**1]  Michael Meisel of Cole, Schotz, Bernstein, Meisel & Forman.
Arthur Schmauder of Shanley & Fisher."
339,Judges,"Judges: Sarokin, District Judge."
339,Opinion by,Opinion by: SAROKIN
349,Counsel,"Counsel:  [**1]   David B. Hart, Woodward, Fox, Wooten & Hart, Joel I. Klein, Paul J. Van de Graaf, Robert D. 
Luskin, Stephen I. Glover, Onek, Klein & Farr, for Plaintiffs.
William C. Plott, for Matthew R. Beebe.
Bernard J. Natkin & Franklin D. Mun, H. David Natkin, for Rockbridge County, the Boar of Supervisors, Edwards, 
Moore, Reynolds, Sauder & Trimble.
James G. Welsh, Timberlake, Smith, Thomas & Moses, Howard W. Rhodes, Jr., Rhodes, Jennings & Livingston, for 
Barger & Son Const. Co., Matthew R.  Beebe & Charles W. Barger, III."
350,Judges,"Judges:  Jackson L. Kiser, Judge United States District Court."
350,Opinion by,Opinion by: KISER
364,Counsel,"Counsel: Louis S. Katz for Plaintiffs and Appellants.
John W. Witt, City Attorney, Ronald L. Johnson, Senior Chief Deputy City Attorney, Eugene P. Gordon, Chief 
Deputy City Attorney, and Leslie J. Girard, Deputy City Attorney, for Defendants and Respondents."
364,Judges,Judges:
364,Opinion by,Opinion by: LEWIS
371,Opinion by,Opinion by:  [*1]  CLARK
384,Counsel,"Counsel:  [**1]  Berger, Poppe, Janiec & Graziadei, of counsel: John J. Janiec, Esq., for Plaintiff.
Frederick A.O. Schwarz, Jr., Corporation Counsel, for Defendants City of New York, and Michael Huerta, of 
counsel: Christopher R. Gette, Esq., Assistant Corporation Counsel, for Defendants.
McHugh & O'Conor, for Defendants Circle Line Sightseeing Yachts, Inc. and Francis J. Barry, of counsel: Martin J. 
McHugh, Esq. William A. Sullivan, Esq."
385,Judges,"Judges:  John F. Keenan, United States District Judge."
385,Opinion by,Opinion by: KEENAN
404,Counsel,"Counsel: Bertram M. Kantor argued the cause for appellant.  With him on the briefs were Michael H. Byowitz and 
Seymour Howard.
Deputy Assistant Attorney General Cannon argued the cause for the United States as amicus curiae urging 
reversal.  With him on the brief were Solicitor General Fried, Assistant Attorney General Ginsburg, Deputy Solicitor 
General Cohen, Harriet S. Shapiro, Catherine G. O'Sullivan, and Andrea Limmer.
Christopher Keith Hall, Assistant Attorney General of New York, argued the cause for appellees.  With him on the 
brief were Robert Abrams, Attorney General, O. Peter Sherwood, Solicitor General, and Richard G. Liskov, Lloyd 
Constantine, and August L. Fietkau, Assistant Attorneys General. * 
 [****6]"
404,Judges,"Judges: POWELL, J., delivered the opinion of the Court, in which BRENNAN, WHITE, MARSHALL, BLACKMUN, 
STEVENS, and SCALIA, JJ., joined.  O'CONNOR, J., filed a dissenting opinion, in which REHNQUIST, C. J., 
joined, post, p. 352."
404,Opinion by,Opinion by: POWELL
415,Opinion by,Opinion by:  [**1]  ROVNER
425,Counsel,"Counsel: Chris S. Courtroulis, for Appellant. 
John M. Kilroy, Jr., for Appellee.  
809 F.2d 1334, *1334; 1987 U.S. App. LEXIS 1175, **1; 1 U.S.P.Q.2D (BNA) 1610, ***1610"
426,Judges,"Judges: Arnold, Circuit Judge, Henley, Senior Circuit Judge, and Larson, * Senior District Judge.  Larson, Senior 
District Judge, concurring."
426,Opinion by,Opinion by: ARNOLD
449,Counsel,"Counsel: Daniel R. Shulman (Argued), Eleanor M. Dilkes of Gray, Plant, Mooty, Mooty & Bennett, Joseph M. Alioto 
of Alioto & Alioto and M. Norman Goldberger of Wolf, Block, Schorr & Solis-Cohen, for Horizons International, Inc. 
Douglas H. Ginsburg, Asst. Attorney General, W. Stephen Cannon, Deputy Asst. Attorney General, Robert B. 
Nicholson, Craig W. Conrath, John P. Fonte (Argued) and Rosemary T. Rakas, Attorneys, Department of Justice, 
Douglas A. Riggs, General Counsel and Eleanor Roberts Lewis, Deputy Chief Counsel for Trade Development and 
William C. Yue, Attorney Advisor of the United States Department of Commerce, for Malcolm Baldrige, et al. 
811 F.2d 154, *154; 1987 U.S. App. LEXIS 1178, **1

 
Bruce W. Kauffman (Argued), David H. Pittinsky, Lawrence D. Berger, and Carl W. Hittinger of Dilworth, Paxson, 
Kalish & Kauffman, for Occidental Chemical Corporation."
450,Judges,"Judges: Seitz, Gibbons and Hunter, Circuit Judges."
450,Opinion by,Opinion by: GIBBONS
473,Counsel,"Counsel:  [**1]  S. Gordon Elkins, Esq., William G. Scarborough, Esq., Ursula B. Bartels, Esq., for Plaintiffs
 Ralston Purina, Inc. by: Henry Kolowrat Esq., Richard C. Rizzo, Esq., Stephen A. Stack Jr., Esq., for Defendants"
473,Judges,"Judges: Fullam, Ch.J."
473,Opinion by,Opinion by: FULLAM
499,Counsel,"Counsel:  [**1]  Schnader, Harrison, Segal & Lewis, by: Peter S. Greenberg, Lois W. Davis, Butzel Long Gust Klein 
& Van Zile, by: William M. Saxton, Edward M. Kronk, for Plaintiff.
 Hyde & Mercer, by: William R. Hyde, Jr., Dickinson Wright Van Dusen & Freeman, by: Fred W. Freeman, W. 
Gerald Warren, Roger H. Cummings, Elizabeth A. Trickey, for Defendant Barden Cablevision of Detroit, Inc.
Honigman Miller Schwartz and Cohn, by: David A. Ettinger, I. W. Winsten, H. C. Goplerud, William D. Sargent, for 
Defendant City of Detroit.
William J. DeBiasi, P.C., by: William J. DeBiasi, for Defendant Maclean-Hunter Cable TV, Inc., Incorrectly 
denominated as MacLean-Hunter."
499,Judges,"Judges:  Horace W. Gilmore, United States District Judge."
499,Opinion by,Opinion by: GILMORE
510,Judges,"Judges: Doerr, J. P., Denman, Green, Pine and Balio, JJ."
514,Counsel,"Counsel:  [**1]  Pedro J. Santa-Sanchez, San Juan, Puerto Rico, O'Neill & Borges, Mary K. Austin, Reboul, 
MacMurray Hewitt, Maynard & Kristol, New York, New York, for Plaintiff.
Jose M. Gonzalez-Romanace, Ponce, Puerto Rico, Salvador Antonetti, San Juan, Puerto Rico, Fiddler Gonzalez & 
Rodriguez, for Defendant."
514,Judges,"Judges: Fuste, District Judge."
514,Opinion by,Opinion by: FUSTE
521,Counsel,"Counsel: Nelson Deckelbaum and Jerome S. Wagshal for Appellants. 
David J. Cynamon, for Appellees."
521,Judges,"Judges: Wald, Chief Judge, Mikva, Circuit Judge, and Leighton, * Senior District Judge."
521,Opinion by,Opinion by: MIKVA
532,Judges,"Judges:  Marvin E. Aspen, District Judge."
532,Opinion by,"Opinion by:  [**1]  ASPEN 
663 F. Supp. 222, *222; 1987 U.S. Dist. LEXIS 789, **789"
539,Counsel,"Counsel:  [**1]  Sheldon E. Friedman, Esq., David H. Wollins, Esq., Cortez & Friedman, P.C., for Plaintiff.
Robert E. Youle, Esq., Brian G. Eberle, Esq., Sherman & Howard, for Defendants."
539,Judges,"Judges:  Alfred A. Arraj, District Judge."
539,Opinion by,Opinion by: ARRAJ
548,Counsel,"Counsel: Aubrey M. Daniel, III, for Appellant. 
Clay R. Moore, for Appellee."
548,Judges,"Judges: Lay, Chief Judge, John R. Gibson, Circuit Judge, and McManus, * Senior District Judge."
548,Opinion by,Opinion by: LAY
566,Counsel,"Counsel: Bert T. Kobayashi, Jr., for the Appellants. 
Robert S. Katz, for the Appellee."
566,Judges,"Judges:  Dorothy W. Nelson, Stephen Reinhardt and Charles Wiggins, Circuit Judges."
566,Opinion by,Opinion by: NELSON
583,Counsel,"Counsel: Nolan N. Atkinson, Jr., Mark Lipowicz (Argued) Atkinson & Archie, Attorneys for Appellants. 
Joseph A. Tate (Argued), Stephen D. Brown, Alison M. Benders, Schnader, Harrison, Segal & Lewis.  James E. 
McErlane, Lamb, Windle & McErlane.  Jon A. Baughman, Jonathan A. Broder, Pepper, Hamilton & Scheetz, 
Attorneys for Appellees J. Erik Schaeffer, Chester County Solid Waste Authority, and County of Chester."
583,Judges,"Judges: Sloviter, and Stapleton, Circuit Judges, and Farnan, District Judge. *"
583,Opinion by,Opinion by: STAPLETON
599,Counsel,"Counsel:  [**1]  Ms. Carol Fines, Giffin, Winning, Lindner, Newkirk, Cohen & Bodewes, Mr. Mark Crane, Hopkins & 
Sutter, for Plaintiff.
Pathologists: Mr. Robert Gillespie, Hinshaw, Culbertson, Moelmann, Hoban & Fuller, St John's Hospital: Mr. Hugh 
Graham III, Graham & Graham, for Defendant."
600,Judges,"Judges:  Michael M. Mihm, Judge.  
676 F. Supp. 1388, *1388; 1987 U.S. Dist. LEXIS 12508, **12508"
600,Opinion by,Opinion by: MIHM
618,Counsel,"Counsel:  [*1]  Edmond A. Tiryak, Esq., for plaintiff.
Theresa Mallon Connolly, for Defendants."
618,Opinion by,Opinion by: KELLY
631,Judges,"Judges:  Nicholas J. Bua, Judge."
631,Opinion by,Opinion by:  [**1]  BUA
637,Opinion by,Opinion by:  [*1]  OBERDORFER
643,Counsel,"Counsel: James Duryea, Jr.; and William D. Taylor, for the Plaintiffs-Appellants. 
Richard C. Brautigam; and Michael S. Rubin, for the Defendants-Appellees."
643,Opinion by,Opinion by: KENNEDY
651,Counsel,"Counsel:  [**1]  Thomas P. Lynch, Lynch, Rowin, Burnbaum & Crystal, (for Michael S.  Mamakos, M.D.), Richard J. 
Carter, Jr., (for Michael S. Mamakos, M.D.).
Norton L. Travis, Garfunkel, Wild & Travis, P.C., 
 (Thomas I. Longworth, M.D., Lawrence Brickman, M.D.)."
651,Judges,"Judges: McLaughlin, District Judge."
651,Opinion by,Opinion by: McLAUGHLIN
658,Opinion by,Opinion by:  [*1]  KRAM
665,Counsel,"Counsel:  [**1]  Wilbur A. Hyatt, Esq., Hyatt & Hyatt, for Plaintiffs.
Maurice J. Lariviere Jr., Morrison, Mahoney & Miller, for Defendants."
665,Judges,"Judges: Wolf, D.J."
665,Opinion by,Opinion by: WOLF
678,Counsel,"Counsel: Stanley D. Robinson, (Milton Handler, Gerald Sobel, Randolph S. Sherman, Alan F. Goott, John W. 
Schryber, Kaye, Scholer, Fierman, Hays & Handler, Marc L. Zoldessy, General Counsel, National Retail Systems, 
Inc., of Counsel), for Appellants. 
Malcolm A. Hoffmann, (Peter L. Altieri, Lisa A. Frey, George J. Hayward, General Counsel, International Distribution 
Centers, Inc., of Counsel), for Appellee."
678,Judges,"Judges: Oakes, Meskill and Mahoney, Circuit Judges."
678,Opinion by,Opinion by: MESKILL
688,Judges,"Judges:  James B. Moran, Judge, United States District Court."
688,Opinion by,Opinion by: MORAN
694,Counsel,"Counsel:  [**1]  Dewey Ballantine Bushby, Palmer & Wood, Sanford M. Litvak, Esq., of counsel, George H. 
Kleinberger, Esq., Delaware and Hudson Railway Company, Kinga M. LaChapelle, Esq., of counsel, Attorneys for 
Plaintiff.
McNamee Lochner Titus & Williams, Scott A. Barbour, Esq., of counsel,
Pepper Hamilton & Scheetz, Laurence Z. Shiekman, Esq., Stephen J.  Cipolla, Esq., Sean P. Wajert, Esq., of 
counsel, Attorneys for Defendant."
694,Judges,"Judges:  Neal P. McCurn, D.J."
694,Opinion by,Opinion by: McCURN
705,Opinion by,Opinion by:  [*1]  MORAN
712,Counsel,"Counsel:  [**1]  Jonathan G. Bunge, Keck, Mahin & Cate, Chicago, Illinois, for Plaintiff-Appellant -- Cross-Appellee. 
Anthony W. Kraus, Semmes, Bowen & Semmes, Baltimore, Maryland, for Defendants-Appellees -- Cross-
Appellants."
713,Judges,"Judges: Bauer, Chief Judge, and Coffey and Easterbrook, Circuit Judges."
713,Opinion by,Opinion by: EASTERBROOK
730,Counsel,"Counsel: Terrence C. Sheehy of counsel (Roxann E. Henry, Richard J.  Garcia, Stephen M. Axinn, William C. 
Pelster and David L. Elkind with him on the brief; Howrey & Simon and Skadden, Arps, Slate, Meagher & Flom, 
attorneys), for Anheuser-Busch, Inc., appellant, Matthew Feigenbaum of [***3]  counsel (Stein, Davidoff & Malito, 
attorneys), for New York State Beer Wholesalers Association and certain individual beer wholesalers, appellant, 
126 A.D.2d 197, *197; 512 N.Y.S.2d 802, **802; 1987 N.Y. App. Div. LEXIS 41143, ***1

 
Gary Hoppe of counsel (David E. Beckwith and Michael Fischer with him on the brief; Foley & Lardner and Olwine, 
Connelly, Chase, O'Donnell & Weyher, attorneys), for G.  Heileman Brewing Company, Inc., appellant, Thomas H. 
Milch of counsel (Jerome I. Chapman and Jocelyn F. Samuels, and David Rees Davies and Adeeb Fadil with him 
on the brief; Arnold & Porter and Hunton & Williams, attorneys), for Miller Brewing Company, appellant, Hugh 
Latimer of counsel (Robert A. Skitol and Richard B. Nash, Jr., and Henry B. Gutman and J. Douglas Richards with 
him on the brief; Wald, Harkrader & Ross and O'Sullivan Graev & Karabell, attorneys), for Stroh Brewery Company, 
appellant, Eugene T. D'Ablemont (Robert S. Getman with him on the brief; Kelley Drye & Warren, attorneys), for 
Forbee Bros. Corporation and others, appellants.
Alan Pfeffer of counsel (Katherine Frank and Elizabeth O'Neill with him on the brief); Robert Abrams, Attorney-
General, respondent [***4]  pro se."
730,Judges,"Judges: Wallach, J.  Murphy, P. J., Rosenberger and Ellerin JJ., concur."
730,Opinion by,Opinion by: WALLACH
740,Judges,"Judges:  James C. Turk, Chief District Judge."
740,Opinion by,Opinion by:  [**1]  TURK
750,Counsel,"Counsel: Parker, Chapin, Flattau & Klimpl, Martin J. Bunin, Esqs., of counsel, for Plaintiff.
Golenbock & Barell, Leonard W. Wagman, Leonard A. Benowich, Esqs., of counsel, for Defendant."
750,Judges,"Judges: McLaughlin, District Judge. Carol Bagley Amon, United States Magistrate."
750,Opinion by,Opinion by: McLAUGHLIN; AMON
768,Counsel,"Counsel: Francis O. Scarpulla, Stephen V. Scarpulla and Scarpulla & Scarpulla for Plaintiff and Appellant.


 
Rocky Unruh, Marvin D. Morgenstein, Jean L. Bertrand, Morgenstein, Ladd & Jubelirer, Morgenstein & Jubelirer, 
Earl E. Pollock, Gary Senner, Robert T. Joseph, Blake L. Harrop, Sonnenschein, Carlin, Nath & Rosenthal, David 
M. Schiffman, H. Blair White, Charles W. Douglas, Sidley & Austin, Peter I. Ostroff, William Drescher, Frederick L. 
McKnight, Jones, Day, Reavis & Pogue, Kurt W. Melchior, Megan Evans, Sevenson, Werson, Berke & Melchior, 
John [***2]  H. Morrison, Randall A. Hack, Kirkland & Ellis, L. John Fletcher, Theodore L. Bank, John J. Waller, Jr., 
John J. Hanson, William E. Wegner, Gibson, Dunn & Crutcher, G. Joseph Bertain, Jr., Robert J. Donovan, W. F. 
Sondericker, Olwine, Connelly & Chase, Marcia Schwartz, Whyte & Hirschboeck, Michael Bien, William S. Boyd, 
Brobeck, Phleger & Harrison, Jack T. Swafford, Lagerlof, Senecal, Drescher & Swift, Burris, Lagerlof, Swift & 
Senecal, Desmond G. Kelly, Louis L. Phelps, George G. Nagle, Sullivan, Roche & Johnson, Pillsbury, Madison & 
Sutro, Roderick M. Thompson and James G. Rosenberg for Defendants and Respondents."
768,Judges,Judges:
768,Opinion by,Opinion by: HANING
776,Counsel,"Counsel: Barbara Enloe Hadsell and Ben Margolis, Los Angeles, California, for the Plaintiffs-Appellants. 
Carlton A. Varner and Don T. Hibner, Jr., Los Angeles, California, for the Defendants-Appellees."
776,Judges,"Judges:  J. Blaine Anderson and William C. Canby, Jr., Circuit Judges, and William P. Copple, * District Judge."
776,Opinion by,Opinion by: ANDERSON
783,Opinion by,Opinion by:  [*1]  COLLINS
793,Counsel,"Counsel: Allan N. Littman, C. Douglas Floyd, and Bruce A. Ericson, for plaintiff-appellant.
James L. Hunt, Donn P. Pickett, and James L. Miller, George A. Manfredi, for defendants-appellees."
793,Opinion by,Opinion by: CHOY
807,Counsel,"Counsel: Andrew B. Jackson, Sebring, and Steven L. Brannock of Holland & Knight, Tampa, for Appellant. 
H. Rex Owen and Bruce Crawford of Law Offices of H. Rex Owen, St. Petersburg, for Appellees.  
508 So. 2d 26, *26; 1987 Fla. App. LEXIS 7288, **1"
807,Judges,"Judges: Scheb, C.J., Ryder and Frank, JJ., concur."
807,Opinion by,Opinion by: SCHEB
811,Counsel,"Counsel:  [**1]  Jack R. Pirozzolo, Willcox, Pirozzolo & McCarthy, for Plaintiffs. 
Loring Cook, III, William Millman, Jr., Mark Karvitz, Shaun Sullivan, Wiggin & Dana, for Defendant."
811,Judges,"Judges:  Garrity, United States District Judge."
811,Opinion by,Opinion by: GARRITY
817,Counsel,"Counsel: Douglas W. Abruzzo, of Donald L. Tucker, P.A., for Appellants. 
Hume F. Coleman, Harry R. Detwiler, Jr., and Michael L. Rosen, of Holland & Knight, for Appellees."
817,Judges,"Judges: Wigginton, J.  Wentworth and Nimmons, JJ., concur."
817,Opinion by,Opinion by: WIGGINTON
822,Counsel,"Counsel:  [**1]  Ina P. Schiff, Esq., for Plaintiffs.
Julius Michaelson, Esq. 
Martha Walfoort, Esq., John J. Sullivan, Esq., Kirschner, Weinberg & Dempsey, Gerald Cobleigh, Esq., John 
MacFadyen, Esq., Robert Watt, Esq., for Defendants."
822,Judges,"Judges:  Ronald R. Lagueux, United States District Judge."
822,Opinion by,Opinion by: LAGUEUX
849,Counsel,"Counsel:  [**1]   Charles E. Petaja, Jerome J. Cate, for Plaintiffs.
Gregory O. Morgan, Urban L. Roth, Poore, Roth & Robinson, PC, Jerry W.  Ashby, for Defendants."
849,Judges,"Judges:  Charles C. Lovell, U.S.D.J."
849,Opinion by,Opinion by: LOVELL
878,Opinion by,Opinion by:  [*1]  CAMPOS
889,Counsel,"Counsel: James C. Burling with whom Richard J. Innis, Mark G. Matuschak and Hale and Dorr were on brief for 
Appellant. 
Allyn O. Kreps, William T. Drescher and Jones, Day, Reavis & Pogue on brief for Air Transport Association of 
America, Amicus Curiae. 
Scott P. Lewis with whom Thane D. Scott, Anne L. Gero, Palmer & Dodge and Richard J. Lettieri, Massachusetts 
Port Authority, were on brief for Appellee."
889,Judges,"Judges: Coffin, Breyer and Torruella, Circuit Judges."
889,Opinion by,Opinion by: BREYER
