頁碼,內容類型,內容
85,Counsel,"Counsel: Erwin N. Griswold argued the cause for petitioners.  With him on the briefs were William R. Jentes, 
Sidney N. Herman, Robert E. Shapiro, and Donald I. Baker.
Deputy Solicitor General Wallace argued the cause for the United States as amicus curiae urging reversal.  With 
him on the brief were Solicitor General Lee, Assistant Attorney General Baxter, Deputy Assistant Attorney General 
Collins, Carolyn F. Corwin, Barry Grossman, and Nancy C. Garrison.
Victor E.  Grimm argued the cause for respondent.  With him on the brief [****6]  were John R. Myers and Scott M. 
Mendel. *
 [****7]  
* J. Randolf Wilson, Russell H. Carpenter, Jr., Stephen A. Bokat, Cynthia Wicker, William E. Blasier, and Quentin Riegel filed a 
brief for the Chamber of Commerce of the United States et al. as amici curiae urging reversal.
A brief of amici curiae urging affirmance was filed for the State of Alabama et al. by Robert K. Corbin, Attorney General of 
Arizona, and Richard A. Alcorn and Charles L. Eger, Assistant Attorneys General; Charles A. Graddick, Attorney General of 
Alabama, and Richard Owen, Assistant Attorney General; John Steven Clark, Attorney General of Arkansas, and Jeffrey A. Bell, 
Assistant Attorney General; Duane Woodard, Attorney General of Colorado, and Thomas P. McMahon, Assistant Attorney 
General; Neil F. Hartigan, Attorney General of Illinois, and Robert E. Davy, Assistant Attorney General; Thomas J. Miller, 
Attorney General of Iowa, and John R. Perkins, Assistant Attorney General; Robert T. Stephan, Attorney General of Kansas, and 
Wayne E. Hundley, Deputy Attorney General; Steven L. Beshear, Attorney General of Kentucky, and James M. Ringo, Assistant 
Attorney General; Hubert H. Humphrey III, Attorney General of Minnesota, and Stephen P. Kilgriff, Assistant Attorney General; 
Bill Allain, Attorney General of Mississippi, and Robert Sanders, Special Assistant Attorney General; Mike Greely, Attorney 
General of Montana, and Joe R. Roberts, Assistant Attorney General; Paul L. Douglas, Attorney General of Nebraska, and Dale 
A. Comer, Asssistant Attorney General; Robert O. Wefald, Attorney General of North Dakota, and Alan C. Hoberg, Assistant 
Attorney General; Michael C. Turpen, Attorney General of Oklahoma, and James B. Franks, Assistant Attorney General; Dave 
Frohnmayer, Attorney General of Oregon; John J. Easton, Jr., Attorney General of Vermont, and Glenn R. Jarrett, Assistant 
Attorney General; Ken Eikenberry, Attorney General of Washington, John R. Ellis, Deputy Attorney General, and Jon P. 
Ferguson, Assistant Attorney General; Bronson C. La Follette, Attorney General of Wisconsin, and Michael L. Zaleski, Assistant 
Attorney General; Joseph I. Lieberman, Attorney General of Connecticut, and Robert M. Langer, Assistant Attorney General; 
Charles M. Oberly, Attorney General of Delaware, and Vincent M. Amberly, Deputy Attorney General; James E. Tierney, 
Attorney General of Maine, and Stephen L. Wessler, Senior Assistant Attorney General; Stephen H. Sachs, Attorney General of 
Maryland, and Charles O. Monk II, Assistant Attorney General; Frank J. Kelley, Attorney General of Michigan, and Edwin M. 
Bladen, Assistant Attorney General; Paul Bardacke, Attorney General of New Mexico; Rufus L. Edmisten, Attorney General of 
North Carolina, and H. A. Cole, Jr., Special Deputy Attorney General; Dennis J. Roberts II, Attorney General of Rhode Island, 
and Faith A. LaSalle, Special Assistant Attorney General; Mark V. Meierhenry, Attorney General of South Dakota, and Dennis R. 
Holmes, Deputy Attorney General; William M. Leech, Jr., Attorney General of Tennessee, and William J. Haynes, Jr., Deputy 
Attorney General; David L. Wilkinson, Attorney General of Utah, Stephen G. Schwendiman, Chief, Assistant Attorney General, 
and Suzanne M. Dallimore, Assistant Attorney General; A. G. McClintock, Attorney General of Wyoming, and Gay Vanderpoel, 
Senior Assistant Attorney General; Inez Smith Reid, Acting Corporation Council for the District of Columbia, and Francis S. 
Smith, Assistant Corporation Council.
Briefs of amici curiae were filed for the Canadian Manufacturers Association et al. by John DeQ. Briggs III, Scott E. Flick, and 
Jan Schneider; and for Kaiser Aluminum & Chemical Corporation by Milton Handler and John A. Moore.
467 U.S. 752, *752; 104 S. Ct. 2731, **2731; 81 L. Ed. 2d 628, ***628; 1984 U.S. LEXIS 115, ****4"
85,Judges,"Judges: BURGER, C. J., delivered the opinion of the Court, in which BLACKMUN, POWELL, REHNQUIST, and 
O'CONNOR, JJ., joined.  STEVENS, J., filed a dissenting opinion, in which BRENNAN and MARSHALL, JJ., joined, 
post, p. 778.  WHITE, J., took no part in the consideration or decision of the case."
85,Opinion by,Opinion by: BURGER
110,Opinion by,Opinion by:  [*1]  MORAN
119,Counsel,"Counsel:  [**1]  Berger, Steingut, Weiner, Fox & Stern, Lawrence I. Fox, Esq., New York, New York, Levene, 
Gouldin & Thompson, Samuel K.  Levene, Esq., Binghamton, New York, for Plaintiff.
595 F. Supp. 56, *56; 1984 U.S. Dist. LEXIS 15735, **15735

 
Howrey & Simon, William R. O'Brien, Esq., Washington, District of Columbia, Hiscock, Lee, Rogers, Henley & 
Marclay, Taylor H.  Obold, Esq., Syracuse, New York, for Defs. Mattel, Inc., Mattel Electronics, Buduson & Sound 
Merchandise, Richard B. Muir, Esq., Hilton, New York, for Defs. Buduson & Sound Merchandise."
119,Judges,"Judges:  Neal P. McCurn, D.J."
119,Opinion by,Opinion by: McCURN
139,Counsel,"Counsel:  [**1]  Robinson, Perlman & Kirschner, P.C., New York, New York, Allan J. Kirschner, Esq., Lawrence M. 
Rosenstock, Esq., for Plaintiff.
Cohn & Blau, New York, New York, Sharon Blau, Esq., Frederick H. Cohn, Esq., for Defts. Mark Wein & Ben's for 
Kids, Inc.
Edmonds & Co., New York, New York, Robert C. Edmonds, Esq., for Defts.  James Fine and Fine Child, Inc.
Kane Dalsimer, Kane, Sullivan & Kurucz, Esqs., New York, New York, Joseph C. Sullivan, Esq., for Defendants 
Andrews MacLaren, Inc., and Andrews MacLaren, Ltd."
139,Judges,"Judges:  Abraham D. Sofaer, D.J.  
590 F. Supp. 1423, *1423; 1984 U.S. Dist. LEXIS 15732, **15732"
139,Opinion by,Opinion by: SOFAER
161,Counsel,"Counsel: John S. Skilton, Foley & Lardner, Milwaukee, Wisconsin, for Plaintiff-Appellant. 
Richard T. O'Neill, Michael, Best & Friedrich, Milwaukee, Wisconsin, for Defendant-Appellee."
161,Judges,"Judges: Eschbach and Posner, Circuit Judges, and Swygert, Senior Circuit Judge.  Swygert, Senior Circuit Judge, 
concurring in the judgment.  
737 F.2d 698, *698; 1984 U.S. App. LEXIS 21188, **1"
161,Opinion by,Opinion by: POSNER
173,Counsel,"Counsel: Kenneth R. Reed, Esq., Michael Wischkaemper, Esq., Kenneth D. Nyman, Esq., Phoenix, Arizona, for 
Appellant/Petitioner. 
Richard A. Segal, Esq., Gust, Rosenfeld, Divelbess & Henderson, Phoenix, Arizona, for Appellee/Respondent.  
735 F.2d 1184, *1184; 1984 U.S. App. LEXIS 21102, **1"
174,Judges,"Judges: Duniway, Timbers, * and Skopil, Circuit Judges."
174,Opinion by,Opinion by: DUNIWAY
181,Counsel,"Counsel:  [**1]  Edward Rubin, Esq., Shapiro, Spiegel, Garfunkel, Rubin & Driggin, New York, New York, for 
Plaintiff.
Norman Roy Grutman, Esq., Grutman Miller Greenspoon Hendler & Levin, New York, New York, for Defendant."
181,Judges,"Judges:  Platt, Judge."
181,Opinion by,Opinion by: PLATT
187,Counsel,"Counsel:  [**1]  Robert M. Beckman, Beckman & Farmer, N.W., Washington, District of Columbia, Carl W. 
Schwarz, Metzger, Shadyac & Schwarz, Washington, District of Columbia, for plaintiff.
Pan American World Airways, Fred D. Turnage, Cleary, Gottlieb, Steen & Hamilton, N.W., Washington, District of 
Columbia.
British Caledonian Airways, Leonard N. Bebchick, N.W., Washington, District of Columbia, Douglas E. Rosenthal, 
Sutherland, Asbill & Brennan, N.W., Washington, District of Columbia.
McDonnell Douglas Corporation, McDonnell Douglas Finance Corporation, James J. Murphy, Bryan, Cave, 
McPheeters & McRoberts, N.W., Washington, District of Columbia.
Trans World Airlines, George T. Manning, Chadbourne, Parke, Whiteside & Wolff, N.W., Washington, District of 
Columbia.
Lufthansa German Airlines, Swissair, Swiss Air Transport Company Limited, Lloyd Cutler, Wilmer, Cutler & 
Pickering, N.W., Washington, District of Columbia, Laurence A. Short, Short, Klein & Karas, N.W., Washington, 
District of Columbia.
British Airways Board, Sidney S. Rosdeitcher, Paul, Weiss, Rifkind, Wharton & Garrison, N.W., Washington, District 
of Columbia.
International Air Transport Association, Bert Rein, P.C., N.W., Washington,  [**2]  District of Columbia.
Societe Anonyme Belge D'Exploitation de la Navigation Aerienne (Sabena), Peter J. Nickels, Covington & Burling, 
N.W., Washington, District of Columbia.
KLM Royal Dutch Airlines, Robert V. von Mehren, R. C. Ferrara, Debevoise & Plimpton, N.W., Washington, District 
of Columbia, Thomas Whalen, Condon & Forsyth, N.W., Washington, District of Columbia.
Union de Transports Aeriens, Sanford C. Miller, Haight, Gardner, Poor & Havens, N.W., Washington, District of 
Columbia.
Scandinavian Airlines System, Robert R. Gray, Hale Russell & Gray, N.W., Washington, District of Columbia.

 
Amicus Curiae, Stephen J. Pollak, Shea and Gardner, N.W., Washington, District of Columbia, for defendants."
188,Judges,Judges:  Greene
188,Opinion by,Opinion by: GREENE
210,Counsel,"Counsel: Frederick P. Furth, with whom Thomas R. Fahrner, Daniel S. Mason, Charles P. Wolff, Michael P. 
Lehmann, Craig C. Corbitt, Stephen Ailes, Richard A. Whiting, Richard Diamond and James H. Pipkin were on the 
brief, for Appellant.  Edmund W. Burke also entered an appearance for Appellant. 
740 F.2d 980, *980; 1984 U.S. App. LEXIS 21115, **1

 
George L. Saunders, Jr., with whom Michael S. Yauch, C. John Buresh, Stewart A. Block, Howard J. Trienens and 
Raymond Brenner were on the brief, for Appellees.  Julie D. Nelson also entered an appearance for Appellees."
210,Judges,"Judges: Wald and Edwards, Circuit Judges, and Swygert, * Senior Circuit Judge, United States Court of Appeals 
for the Seventh Circuit."
210,Opinion by,Opinion by: EDWARDS
244,Counsel,"Counsel: Frank H. Easterbrook argued the cause for petitioner.  With him on the briefs were George H. Gangwere 
and James D.  [****7]  Fellers.
Andy Coats argued the cause for respondents.  With him on the brief were Clyde A. Muchmore, Erwin N. Griswold, 
J. Ralph Beaird, and James F. Ponsoldt.
Solicitor General Lee argued the cause for the United States as amicus curiae urging affirmance.  With him on the 
brief were Assistant Attorney General McGrath, Deputy Solicitor General Wallace, Deputy Assistant Attorney 
General Ginsberg, Jerrold J. Ganzfried, Barry Grossman, and Andrea Limmer. *"
244,Judges,"Judges: STEVENS, J., delivered the opinion of the Court, in which BURGER, C. J., and BRENNAN, MARSHALL, 
BLACKMUN, POWELL, and O'CONNOR, JJ., joined.  WHITE, J., filed a dissenting opinion, in which REHNQUIST, 
J., joined, post, p. 120."
244,Opinion by,Opinion by: STEVENS
268,Judges,"Judges:  [**1]  Shaun S. Sullivan, Special Master."
268,Opinion by,Opinion by: Shaun S. Sullivan
288,Counsel,"Counsel: Bradley, Arant, Rose & White, Birmingham Alabama, Thad G. Long, Birmingham, Alabama, Joseph B. 
Mays, Jr., Birmingham, Alabama, Jere F. White, Jr., Birmingham, Alabama, for Appellant. 
Wheelabrator-Frye, & Hessco, Cabaniss, Johnston, Gardner, Dumas & Oneal, L. Murray Alley, Birmingham, 
Alabama, L. Vastine Stabler, Jr., Birmingham, Alabama, Lee E. Bains, Jr., Birmingham, Alabama, for: Hester, 
Ralph Gaines, Talladega, Alabama, Sidney Hardy, Talladega, Alabama, for Appellee."
288,Judges,"Judges: Johnson and Anderson, Circuit Judges, and Tuttle, Senior Judge."
288,Opinion by,"Opinion by: ANDERSON, III 
735 F.2d 414, *414; 1984 U.S. App. LEXIS 20972, **1"
305,Judges,"Judges: McMillian, John R. Gibson, and Bowman, Circuit Judges."
305,Opinion by,Opinion by: GIBSON
311,Counsel,"Counsel: John C. Butters, Atlanta, Georgia, for Appellant. 
 William O. Carter, Hartwell, Georgia, Jerre Swann, Atlanta, Georgia, for Appellee."
311,Judges,"Judges: Godbold, Chief Judge, Roney and Kravitch, Circuit Judges."
311,Opinion by,Opinion by: RONEY
319,Counsel,"Counsel: McFarland & Tondre, Houston, Texas, Brice A. Tondre, Houston, Texas, Robert R. Biechlin, Jr., San 
Antonio, Texas, for plaintiffs-appellant cross-appellees. 
Cox, Smith, Smith, Hale & Guenther, Inc., San Antonio, Texas, Terry S. Bickerton, San Antonio, Texas, Deborah D. 
Williamson, San Antonio, Texas, Alan Michael Ferrill, San Antonio, Texas, William R. Pakalka, Houston, Texas, for 
defendant-appellee cross-appellant."
319,Judges,"Judges: Johnson, Higginbotham, and Davis, Circuit Judges."
319,Opinion by,Opinion by: HIGGINBOTHAM
331,Counsel,"Counsel: Harold C. Hohback, of San Francisco, California, argued for Appellant. With him on the brief were William 
J. Egan, III, and William A. Cammett. 
Robert J. Sherman and David A. Allgeyer, of Minneapolis, Minnesota, were on the brief for Appellant. 
Roger L. Cook, of San Francisco, California, argued for Appellee.  With him on the brief were J. Georg Seka, David 
N. Slone and John W. Schlicker of Counsel."
331,Judges,"Judges: Friedman, Circuit Judge, Nichols, Senior Circuit Judge, and Baldwin, Circuit Judge."
331,Opinion by,Opinion by: BALDWIN
348,Counsel,"Counsel: Tucker K. Trautman, (John H. Evans and Owen C. Rouse of Ireland, Stapleton & Pryor, P.C., Denver, 
Colorado), for Plaintiff-Appellee, Cross-Appellant. 
Richard M. Cooper, (Edward Bennett Williams and Harold Ungar of Williams & Connolly, Washington, D.C., and 
David G. Palmer and William W. Maywhort of Holland & Hart, Denver, Colorado), for substituted Defendant-
Appellant, Cross-Appellee."
348,Judges,"Judges: Holloway, Doyle, and Seymour, Circuit Judges."
348,Opinion by,Opinion by: HOLLOWAY
367,Counsel,"Counsel: Stephen D. Susman, Houston, Texas, William H. White, Houston, Texas, Charles J. Brink, Houston, 
Texas, Michael M. Barron, Austin, Texas, for Appellant. 
For Hon. Jim McConn, Rufus Wallingford, Houston, Texas, Layne E. Kruse, Houston, Texas, (for Gulf Coast 
Cable), Richard B. Miller, Houston, Texas, Theodore F. Weiss, Jr., Houston, Texas, John L. Jeffers, Houston, 
Texas, Richard B. Miller, Houston, Texas, for Appellee."
367,Judges,"Judges: Clark, Chief Judge, Brown, Gee, Rubin, Garza, * Reavley, Politz, Tate, Johnson, Williams, Jolly, 
Higginbotham and Davis, Circuit Judges. ** Patrick E. Higginbotham, Circuit Judge, concurring specially.  Clark, 
Chief Judge, with whom Reavley and E. Grady Jolly, Circuit Judges, join, dissenting in part."
367,Opinion by,Opinion by: GARZA
389,Counsel,"Counsel:  [**1]  Richard B. McDonough, Esq., Elizabeth G. Leavy, Esq., Carroll, Burdick & McDonough, San 
Francisco, California, for Plaintiff.
Ralph C. Alldredge, Esq., San Francisco, California, Daniel L. Berman, Esq., Berman & Anderson, Salt Lake City, 
Utah, Gary F. Bendinger, Esq., Giauque & Williams, Salt Lake City, Utah, for Defendant."
389,Judges,"Judges:  Schwarzer, Judge."
390,Opinion by,Opinion by: SCHWARZER
402,Counsel,"Counsel:  [**1]  Brumbaugh, Graves, Donohue & Raymond, New York, New York, by: Granville M. Brumbaugh, 
Sr., Esq., Richard G.  Fuller, Jr., Esq., Robert Neuner, Esq., Parker H. Bagley, Esq., Davis, Polk & Wardwell, New 
York, New York, by: Bartlett H. McGuire, Esq., for Plaintiff.
Titus, Marcus & Shapira, Pittsburgh, Pennsylvania, by: Paul H. Titus, Esq., Nims, Howes, Collison & Isner, New 
York, New York, by: Kenneth R. Umans, Esq., for Defendant/Counterclaimant.  
589 F. Supp. 763, *763; 1984 U.S. Dist. LEXIS 14820, **14820; 224 U.S.P.Q. (BNA) 1018, ***1018"
403,Judges,"Judges: Goettel, D.J."
403,Opinion by,Opinion by: GOETTEL
410,Counsel,"Counsel: Franklyn H. Snitow, New York, New York (William H. Pauley, III, Keith S. Orenstein, Orenstein, Snitow & 
Pauley, New York, New York, of Counsel), for Appellant. 
Richard Eisenberg, Garden City, New York (Shaw, Goldman, Licitra, Levine & Weinberg, Garden City, New York, of 
Counsel), for Appellees."
410,Judges,"Judges: Lumbard, Oakes, and Cardamone, Circuit Judge.  Cardamone, Circuit Judge, dissenting."
411,Opinion by,Opinion by: OAKES
438,Counsel,"Counsel: Seymour Shainswit, New York, New York (Melanie L. Golden, Kronish, Lieb, Shainswit, Weiner & 
Hellman, New York, New York, of Counsel), for Plaintiffs-Appellants. 
Max Gitter, New York, New York (William P. Farley, Paul, Weiss, Rifkind, Wharton & Garrison, New York, New 
York, of Counsel), for Defendants-Appellees."
438,Judges,"Judges: Cardamone, Pratt, and Daniel M. Friedman, of the United States Court of Apppeals for the Federal Circuit, 
sitting by designation, Circuit Judge."
438,Opinion by,Opinion by: PRATT
451,Opinion by,Opinion by:  [*1]  LEIGHTON
462,Counsel,"Counsel: Frederick P. Furth, with whom Thomas R. Fahrner, Daniel S. Mason, Charles P. Wolff, Michael P. 
Lehmann, Craig C. Corbitt, Stephen Ailes, Richard A. Whiting, Richard Diamond and James H. Pipkin were on the 
brief, for Appellants.  Edmund W. Burke also entered an appearance for Appellants. 
George L. Saunders, Jr., with whom Michael S. Yauch, C. John Buresh, Stewart A. Block, Howard J. Trienens and 
Raymond Brenner were on the brief, for Appellees.  Julie D. Nelson also entered an appearance for Appellees."
463,Judges,"Judges: Wald and Edwards, Circuit Judges, and Swygert, * Senior Circuit Judge, United States Court of Appeals 
for the Seventh Circuit."
463,Opinion by,Opinion by: SWYGERT
475,Counsel,"Counsel:  [**1]  Paul Monicatti, Esq., Troy, Michigan, William I. Rutherford, Esq., St. Louis, Missouri, for Plaintiff.
Carl H. von Ende, Esq., Birmingham, Michigan, Gerald Walpin, Esq., New York, New York, for Defendant."
475,Judges,Judges:  Pratt
475,Opinion by,Opinion by: PRATT
492,Counsel,"Counsel:  [**1]   Berger & Montague, by David Berger, H. Laddie Montague, Jr., Warren J. Mulloy, Martin I. 
Twersky, Stephen D. Ramos, and Patricia A. Fanelli, Philadelphia, Pennsylvania, Brown & Stadfeld, by Harold 
Brown, Boston, Massachusetts, James E. Binns, Philadelphia, Pennsylvania.
Hoyt H. Harmon, Jr., Bala Cynwyd, Pennsylvania, for Gulf Oil Co.
Kirkland & Ellis, by David L. Doyle and Fred Bartlit, Chicago, Illinois, for Amoco Oil Co.
Montgomery, McCracken, Walker & Rhoads, by Howard D. Scher, Ralph Brenner, Gilbert F. LaSellas, and John B. 
Silversten, Philadelphia, Pennsylvania, for Phillips Petroleum Co.
596 F. Supp. 62, *62; 1984 U.S. Dist. LEXIS 24655, **24655; 225 U.S.P.Q. (BNA) 88, ***88

 
Howrey & Simon, by William Simon, William O'Brien, and David Eddy, Washington, District of Columbia, for Shell 
Oil Co.
Ballard, Spahr, Andrews & Ingersoll, by Charles I. Thompson, Philadelphia, Pennsylvania, for Atlantic Richfield Co., 
Schnader, Harrison, Segal & Lewis, by Ira P. Tiger and Edward W. Mullinix, Philadelphia, Pennsylvania, for BP Oil 
Co. and Union Oil Co. of California.
Milbank, Tweed, Hadley & McCloy, by Charles E. Dropkin, Adlai S.  Hardin, Jr., and Mark N. Parry, New York, New 
York, for Amerada Hess Corp.
Morgan, Lewis & Bockius, by Jay H. Calvert, Jr., John H. Lewis,  [**2]  Jr., and Joseph B. G. Foy, Philadelphia, 
Pennsylvania, for Exxon Corp.
Joseph P. Foley and Mark D. Litvack, White Plains, New York, for Texaco, Inc.
Cravath, Swaine & Moore, by Allen F. Maulsby, New York, New York, for Chevron Oil Co.
Charles F. Rice and Brian Harvey, New York, New York, for Mobil Oil Co. Rawle & Henderson, by Henry H. 
Janssen, Philadelphia, Pennsylvania, for Cities Service.
Pillsbury, Madison & Sutro, by Robert P. Taylor, Edward V. Anderson, and Robert S. Vavasour, San Francisco, 
California, for Chevron Oil Co.
Kissam, Halpin & Genovese, by Norma B. Levy and Anthony S. Genovese, New York, New York, for Gulf Oil Corp.
Donovan, Leisure, Newton & Irvine, by Andrew Kilcarr, John H. Wilkinson, Kevin D. Clark, and William J. Ruane, 
Washington, District of Columbia, for Mobil Oil Corp. Joseph T. Dattilo, Cleveland, Ohio, for BP Oil, Inc.
R. J. Decker, Houston, Texas, for Shell Oil Co.
Charles W. Matthews, Houston, Texas, for Exxon Corp.
 Kaye, Scholer, Fierman, Hays and Handler, by Ira S. Sacks, New York, New York, for Texaco, Inc., for Defendants."
493,Judges,"Judges: Vanartsdalen, J."
493,Opinion by,Opinion by: VANARTSDALEN
506,Counsel,"Counsel:  [**1]  Parkhurst & Oliff, Alexandria, Virginia, Burns & Jenney, Syracuse, New York, Abelove, Siegel, 
Hester & Stephens, Utica, New York, Roger W. Parkhurst, Esq., Thomas J. Wall, Esq., Michael H. Stephens, Esq., 
for Plaintiff.
Paul, Weiss, Rifkind, Wharton & Garrison, New York, New York, Gottlieb, Rackman & Reisman, P.C., New York, 
New York, Mead, Begley & Quinlan, Schenectady, New York, Jay Greenfield, Esq., William P. Farley, Esq., Michael 
I. Rackman, Esq., William Quinlan, Esq."
507,Judges,"Judges:  Neal P. McCurn, D.J."
507,Opinion by,Opinion by: McCURN
514,Opinion by,Opinion by:  [*1]  PRATT
542,Counsel,"Counsel:  [**1]  Sedgwick, Detert, Moran & Arnold, (by Dale E. Fredericks and Rebecca A. Hull), San Francisco, 
California, and Dority & Flint, (by Julian W. Dority), Greenville, South Carolina, for Plaintiff.
Sutherland, Asbill & Brennan, (by John H. Fleming and John A. Chandler), Atlanta, Georgia, and Leatherwood, 
Walker, Todd & Mann, (by Mark R. Holmes), Greenville, South Carolina, for Power Dry, Inc., Power Dry Patent, 
Inc., Compton & Cloer Lumber Co., General Wood Processors, Inc., European Banking Co.  Limited and Delano 
Compton, Arthur J. Crowley Professional Corp., (by Arthur J. Crowley), Los Angeles, California, and Love, 
Thornton, Arnold & Thomason, (by Jennings L. Graves, Jr. and John R. Devlin, Jr.), Greenville, South Carolina, for 
Arthur J. Crowley, for Defendants."
543,Judges,"Judges: MacMahon, D.J. *"
543,Opinion by,Opinion by: MacMAHON
570,Counsel,"Counsel:  [**1]  Frank B. Moore, Rocky River, Ohio, Matthew A. Zidar, Cleveland, Ohio, for Plaintiff.
Larry Gordon, Cleveland, Ohio, Wm. Tousley Smith, Cleveland, Ohio, for Defendant."
570,Judges,"Judges: Dowd, District Judge."
570,Opinion by,Opinion by: DOWD
591,Counsel,"Counsel:  [*1]  ALLEN HORSELY, GENE LANDY, CHRISTINE ROACH, WIDETT, SLATER & GOLDMAN, 60 
STATE ST., BOSTON, MA. 02109, for Plaintiff. 
John Beerbower, Sheryl Reich, Alan J. Hruska, CRAVETH SWAINE & MOORE, ONE CHASE MANHATTAN 
PLAZA, NEW YORK, NY. 10005, for Defendant"
592,Opinion by,Opinion by: MAZZONE
600,Counsel,"Counsel: Armstrong, Teasdale, Kramer & Vaughan, James F. Strother, Alexander Grant & Co., Walter M. Clark, 
Catherine D. Perry, St. Louis, Missouri, for Appellant. 
Kohn, Shands, Elbert, Gianoulakis & Giljum, Alan C. Kohn, Mark J. Bremer, Robert A. Useted, St. Louis, Missouri, 
for Appellee, Farrell Kahn. 
Irl B. Baris, St. Louis, Missouri, for Appellee, Gail Martin. 
Guilfoil Petzall & Shoemake, Thomas J. Guilfoil, Jim J. Shoemake, St. Louis, Missouri, for Appellee, Tiffany 
Industries, Inc."
601,Judges,"Judges: Ross, John R. Gibson, and Bowman, Circuit Judges.  
742 F.2d 408, *408; 1984 U.S. App. LEXIS 19319, **1"
601,Opinion by,Opinion by: GIBSON
609,Counsel,"Counsel: Steven C. Barkley, Evans & Moses, Beaumont, Texas, for Appellant. 
Harry M. Reasoner; Page I. Austin; Karl S. Stern, Houston, Texas, for Appellee. 
Charles G. Barnett, Dallas, Texas, for Appellee. 
Dewey J. Gonsoulin, Beaumont, Texas, for Appellee."
609,Judges,"Judges: Thornberry, Williams, and Garwood, Circuit Judges."
609,Opinion by,Opinion by: GARWOOD
620,Counsel,"Counsel: William C. Brashares, John H. Korns, Samuels, Cladouhos & Brashares, N.W., Washington, District of 
Columbia, Charles A. Joseph Abdenour, Akron, Ohio, Francis X. Beytagh, Toledo, Ohio, John L. Wolfe, Akron, 
Ohio, for Appellants. 
Edward J. Riegler, W. F. Spicer, James L. Bickett, Akron, Ohio, Eben Crawford, Cleveland, Ohio, John E. Holcomb, 
Akron Ohio, William E. Schultz, Assistant Prosecuting Attorney, Akron, Ohio, Steven J. Schwartz, Timothy M. 
Hartman, William Baughman, Jr., Squire, Sanders and Dempsey, Cleveland, Ohio, for Appellees. 
John W. Pestle, Randall W. Kraker, Jeffrey S. Rueble, Varnum, Riddering, Schmidt & Howlett, Grand Rapids, 
Michigan, for Amicus Curiae Public Corp. Law Sectiono of the State Bar of Michigan, the Michigan Townships 
Assoc. and Michigan CitesS of Ann Arbor, Battle Creek, Dearborn, Detroit, Flint, Grand Haven, Grand Rapids, 
Holland, Kalamazoo, Lansing, Livonia, Pontiac, Southfield, Traverse City and Troy.  
742 F.2d 949, *949; 1984 U.S. App. LEXIS 19197, **1"
620,Judges,"Judges: Merritt and Martin, Circuit Judges; Brown, Senior Circuit Judge.  Merritt, Circuit Judge, concurring."
620,Opinion by,Opinion by: BROWN
